time,ACCESS-CM2,ACCESS-ESM1-5,BCC-CSM2-MR,BCC-ESM1,CanESM5,CESM2,CESM2-FV2,CESM2-WACCM,CESM2-WACCM-FV2,CIESM,EC-Earth3,EC-Earth3-Veg,EC-Earth3-Veg-LR,FGOALS-f3-L,FGOALS-g3,FIO-ESM-2-0,GFDL-ESM4,IPSL-CM6A-LR,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NorESM2-LM
1875-08-01,5489046.0,4608299.0,6184185.0,6986226.0,6454794.0,5991301.0,5988558.0,6842547.0,5307401.5,436397.72,7523541.5,7025713.5,9492366.0,6305190.0,8213480.5,4655705.0,5137113.0,6175535.0,5458555.5,4994562.0,5513808.5,5299470.5,5998049.0
1875-09-01,5347526.5,4066623.5,6397048.5,7157641.0,6488828.0,5314878.5,5837764.5,6447559.5,4849395.0,216780.81,7823141.0,7464655.5,10640140.0,6078535.0,9497288.0,4616616.0,5301888.5,6089746.0,5764971.0,4957164.5,5365357.0,4802249.0,5875180.5
1875-10-01,7721859.0,5538796.0,8708143.0,9250469.0,8130806.0,7658195.0,7516136.0,8466731.0,7269890.0,1195595.8,9710288.0,10092406.0,12080886.0,7916142.5,11274304.0,6371267.0,7547873.0,8287984.0,7715274.0,6575001.0,6990973.0,6583930.0,7907751.0
1875-11-01,10553084.0,7676491.0,11475707.0,11551624.0,10515510.0,10174879.0,10043222.0,10626976.0,9865638.0,5257218.0,12501374.0,11670330.0,14062817.0,10971732.0,12783061.0,9759993.0,9893035.0,10770896.0,8983405.0,9552882.0,9343825.0,8972278.0,10097796.0
1875-12-01,12525844.0,10574870.0,14081832.0,13849232.0,12469536.0,12229988.0,12244110.0,12333170.0,12078965.0,9700794.0,14766342.0,13823414.0,16298365.0,13892888.0,14998176.0,12138238.0,11418752.0,13390784.0,10050221.0,11748182.0,11032634.0,11865272.0,11890702.0
1876-01-01,14590322.0,12778742.0,15877385.0,16080560.0,14253900.0,13645975.0,13742560.0,13498800.0,13343674.0,12595596.0,16286071.0,15723313.0,18136026.0,16201198.0,16745632.0,13940420.0,12777579.0,15069664.0,11261748.0,13467911.0,12826979.0,13734767.0,13072348.0
1876-02-01,15786492.0,13869328.0,16686951.0,17174200.0,15423532.0,14324112.0,14372514.0,13984496.0,14259124.0,13628904.0,17047360.0,16922840.0,19566292.0,17077056.0,17621406.0,14746055.0,13595903.0,16405434.0,11866084.0,13947034.0,13934148.0,14707838.0,13767948.0
1876-03-01,16504360.0,14149385.0,16968596.0,17275154.0,15637270.0,14251692.0,14664166.0,14267911.0,14622183.0,13776545.0,17345094.0,17094016.0,19889464.0,17023060.0,17781960.0,14942718.0,13401968.0,16648704.0,12187979.0,14095219.0,14363512.0,14693900.0,14091791.0
1876-04-01,15925407.0,13533896.0,15850152.0,16335425.0,14954583.0,13737724.0,14264630.0,13934770.0,14284224.0,13132295.0,16918546.0,16494822.0,18812772.0,16108176.0,16826644.0,14248770.0,12600710.0,15790094.0,11910780.0,13699678.0,13881385.0,13796724.0,13260079.0
1876-05-01,14105813.0,12044828.0,14012696.0,14571991.0,13256862.0,12134394.0,12849407.0,12415285.0,12705970.0,11411248.0,15077819.0,14178418.0,16292258.0,13946379.0,15046654.0,12222488.0,10969136.0,13270062.0,10934536.0,12487780.0,12237126.0,12044662.0,11551583.0
1876-06-01,11676244.0,9690090.0,10968146.0,12424274.0,11099996.0,10240834.0,11075406.0,10697567.0,10625568.0,8757562.0,12265993.0,11283063.0,12791032.0,11237767.0,12447778.0,10006111.0,8719539.0,10352372.0,9296302.0,9996509.0,9453863.0,9169929.0,9460882.0
1876-07-01,8312281.0,7162510.0,8024732.5,9842088.0,8336438.0,7911769.5,8780345.0,8194901.5,7792754.0,5018698.5,9387986.0,8614990.0,10206054.0,8507831.0,9420218.0,7567156.5,6807367.5,7724579.0,7082253.5,7034190.0,7007148.5,6796733.0,7056057.5
1876-08-01,5616516.5,4823556.0,6086984.5,7574664.5,6515231.0,5897925.0,6693317.0,6509875.0,5410091.5,1366795.2,7754106.0,6819620.0,9053643.0,6264208.5,7873464.0,5405032.5,5140476.0,5888615.0,5557851.0,5228804.0,5666997.5,4972919.0,5381602.0
1876-09-01,5461427.0,4292608.5,6447964.0,7367914.0,6799126.0,5218101.5,6485517.5,6321846.0,4911656.5,761497.7,8882908.0,7309249.0,10330635.0,5901919.0,8982254.0,5257773.5,4864431.0,6106044.0,5757693.0,5053644.5,5598076.5,4663075.5,4958873.0
1876-10-01,7892049.5,6003667.5,8726266.0,9545070.0,8451473.0,7428960.0,8681728.0,8434675.0,6978188.0,3200586.2,10993192.0,9243517.0,11961378.0,8760736.0,11402149.0,7257469.5,7240961.5,8140062.0,7843515.0,6555345.0,7185066.0,6925423.0,6741393.0
1876-11-01,10888954.0,8345759.0,11307750.0,12159724.0,10614747.0,9910363.0,10821160.0,10288016.0,9312972.0,6592732.0,12976427.0,11845223.0,13868479.0,11193235.0,13067363.0,9777978.0,9649489.0,10750872.0,9290532.0,9029391.0,9427078.0,9474411.0,9456660.0
1876-12-01,13194207.0,10713544.0,13990878.0,13854438.0,12828648.0,11655698.0,12648859.0,12136821.0,11892605.0,9922990.0,15001428.0,14530988.0,15971516.0,13921479.0,15164646.0,12163512.0,11371331.0,13389790.0,10288196.0,11192491.0,11510644.0,11820638.0,11146266.0
1877-01-01,14962850.0,13133861.0,15761315.0,16130718.0,14366931.0,13242296.0,14065304.0,13530332.0,13573568.0,12456082.0,16648180.0,16218844.0,17724708.0,15914720.0,17070916.0,14039072.0,12785050.0,15105422.0,11577724.0,12943582.0,12961457.0,13446359.0,13372156.0
1877-02-01,16192754.0,14102128.0,16600734.0,17171512.0,15437335.0,13864037.0,14622498.0,13921485.0,14169013.0,13536487.0,17652280.0,17197944.0,18643948.0,16696473.0,17821876.0,14981442.0,13519205.0,16199475.0,12094658.0,13507475.0,13665951.0,14247688.0,13834745.0
1877-03-01,16313112.0,14455061.0,16625751.0,17398326.0,15699016.0,14066618.0,14875825.0,13829522.0,14207126.0,13766088.0,17820296.0,17320092.0,19067982.0,16895218.0,17991018.0,14923564.0,13302402.0,16359954.0,12246680.0,13811626.0,13528513.0,14591294.0,13948083.0
1877-04-01,16041751.0,14260326.0,15721517.0,16890660.0,15264996.0,13416972.0,14730126.0,13693154.0,13824753.0,13051695.0,16965040.0,16602413.0,18502722.0,15887694.0,17187866.0,14252126.0,12533191.0,15251864.0,11898664.0,13579068.0,12865682.0,13913164.0,13233500.0
1877-05-01,14118243.0,12516048.0,13930332.0,15035854.0,13269902.0,11682948.0,13321402.0,12304374.0,12462405.0,11514575.0,15122806.0,14821176.0,16422576.0,13683605.0,15038107.0,12473760.0,10761036.0,13189604.0,10979547.0,12427718.0,11522274.0,12309014.0,11427144.0
1877-06-01,11420716.0,9844577.0,11364114.0,12440495.0,11107511.0,9835604.0,11039320.0,10514952.0,10684303.0,9067610.0,12057425.0,11795473.0,13154297.0,11309747.0,11985573.0,10356624.0,8255407.0,10207766.0,9235372.0,9779687.0,9374455.0,9756450.0,9440462.0
1877-07-01,8220150.0,7417377.5,8684579.0,9956476.0,8825408.0,7366097.0,8842956.0,8056763.0,8257591.0,5464621.0,9073972.0,8891002.0,10160162.0,8638983.0,9476767.0,7614841.0,6047760.0,7575471.0,7254900.0,6389620.0,6739859.5,7294695.5,7016667.0
1877-08-01,5698840.0,5567596.5,6610484.0,7640271.0,7019884.0,5275412.5,7047890.5,6276202.5,5907753.0,1866297.4,7662960.5,6992297.0,8628840.0,6356347.5,8013196.0,5253703.5,4641648.0,5877326.5,5950830.5,4523153.0,5237221.0,5432733.0,5062692.0
1877-09-01,5903641.0,5000958.5,6740108.5,7498856.0,7110795.0,4515839.0,6654450.5,6101557.0,5206068.0,1370097.0,8388236.0,8302147.0,9420572.0,5837394.5,9316921.0,5026686.0,4487043.0,6287432.5,6242154.0,4572557.5,5059201.0,5501766.0,4685729.0
1877-10-01,7735776.0,5992724.0,8866877.0,9452972.0,8860900.0,6083136.5,8028660.0,8228211.0,6908364.0,3780562.0,10270784.0,11036446.0,11769626.0,8411937.0,11322106.0,7151904.0,6184189.0,8147952.5,8296906.0,6602657.0,6985054.0,7103426.0,7092736.0
1877-11-01,10491384.0,7897535.0,11726660.0,11729812.0,10461938.0,9137136.0,10166152.0,10425148.0,9987341.0,6474938.5,12941206.0,12873739.0,13700580.0,11075992.0,12715133.0,10119830.0,9086187.0,11054248.0,9493373.0,9558498.0,9151709.0,9729521.0,9247602.0
1877-12-01,12488850.0,10693416.0,14165165.0,13743441.0,12276177.0,11543492.0,12288550.0,12198300.0,11844148.0,9762236.0,15301320.0,14991538.0,15875668.0,13607175.0,14692463.0,12388407.0,10967856.0,13426586.0,10806766.0,11490711.0,10942855.0,11954666.0,11547456.0
1878-01-01,14858850.0,13082614.0,15420346.0,15938285.0,14468357.0,12945086.0,14269189.0,13520376.0,13522930.0,12388579.0,17269100.0,16649978.0,17160984.0,15642546.0,16382002.0,13871087.0,12715796.0,15170801.0,11754774.0,12938253.0,12882721.0,13443450.0,13118374.0
1878-02-01,15954000.0,14323892.0,16204496.0,16994860.0,15871072.0,13832284.0,15066040.0,14087126.0,14362291.0,13414083.0,18305740.0,17353734.0,18581096.0,16643827.0,17332726.0,14539232.0,13593590.0,16341326.0,12197078.0,13775584.0,13898826.0,14251412.0,13995524.0
1878-03-01,16381044.0,14665125.0,16370220.0,17285364.0,16022464.0,13884275.0,15174252.0,14158386.0,14406732.0,13653106.0,18217806.0,17921848.0,19110984.0,16768145.0,17411880.0,14734945.0,13645471.0,16559869.0,12402842.0,14135068.0,14148165.0,14145262.0,13877725.0
1878-04-01,15943663.0,13954065.0,15610992.0,16471276.0,15268586.0,13419794.0,14728747.0,13660944.0,14202020.0,13068962.0,17170474.0,16951248.0,18366834.0,15966565.0,16797932.0,13780622.0,12982221.0,14957011.0,12138922.0,13595396.0,13778944.0,13764484.0,13359615.0
1878-05-01,14130132.0,12304311.0,13795336.0,14524232.0,13531924.0,12041069.0,13144954.0,12444619.0,12740788.0,11522123.0,15146732.0,15024528.0,16003665.0,13714075.0,15008331.0,11938252.0,11181409.0,12719282.0,11080875.0,12483226.0,12122515.0,12317576.0,11747562.0
1878-06-01,11499086.0,9863756.0,11087118.0,12144276.0,10777535.0,10199192.0,10779715.0,10835565.0,10642694.0,9273702.0,12315090.0,11840662.0,12858860.0,11095056.0,12239946.0,10024216.0,8606698.0,10114285.0,9614694.0,10262628.0,9631473.0,9527868.0,9566815.0
1878-07-01,8333078.5,7546704.0,7980485.5,9199730.0,8159227.0,7699940.0,8671270.0,8714774.0,8463163.0,5664050.0,9483903.0,8809500.0,10117684.0,8326772.0,9416932.0,7264114.0,6791241.0,7990257.0,7504268.0,7496123.0,6915655.0,6959041.0,7152636.0
1878-08-01,5860654.5,5706977.0,5886957.5,6845421.5,6479015.5,5291851.5,6974244.0,6757189.0,6407047.5,1308275.9,7861488.0,7055331.5,8549698.0,6371208.0,7578576.5,4806599.5,4871343.0,6388331.0,6093762.5,5307710.0,5199530.5,4920012.0,5022388.0
1878-09-01,5907348.0,5276243.5,6732199.0,6994142.5,6913188.0,4530426.0,6623951.0,6416705.5,5695288.0,707312.7,8501236.0,7227932.0,9482900.0,6040355.5,8332314.0,4738462.0,4816647.5,7170159.0,6198955.5,5194836.5,4949167.0,3986164.5,4477387.5
1878-10-01,8352283.0,6190065.5,8826884.0,8909455.0,8913988.0,7009328.0,8597683.0,8209930.0,7585520.0,2843440.2,10511098.0,9042980.0,11632280.0,8803439.0,10934211.0,6817992.0,7557404.0,8649323.0,8333026.0,6958602.0,6973758.0,6126586.5,6834988.0
1878-11-01,10513868.0,8038632.0,11553262.0,11498884.0,10860504.0,9763744.0,10683620.0,10514058.0,10060253.0,6928394.0,13003258.0,12464642.0,13802370.0,11135060.0,12538604.0,9750204.0,9800274.0,10785487.0,9556174.0,9240824.0,9353002.0,9702564.0,9934556.0
1878-12-01,12664254.0,10564800.0,13996596.0,13726278.0,13013266.0,12026461.0,12349202.0,12525840.0,11818453.0,10508617.0,15258325.0,14771281.0,16212716.0,13781926.0,15051834.0,12095894.0,11347820.0,13104516.0,10780736.0,11191996.0,11458661.0,12046405.0,11845554.0
1879-01-01,14526846.0,12898561.0,15940582.0,15807082.0,14776454.0,13014624.0,13816988.0,13804640.0,13703336.0,12585060.0,16886156.0,16461460.0,18096236.0,15879977.0,17371564.0,13563628.0,13020388.0,14965451.0,11744134.0,12798454.0,13281212.0,13524360.0,13192770.0
1879-02-01,15733555.0,14329916.0,16886364.0,16968188.0,16141530.0,13639574.0,14359478.0,14367535.0,14216947.0,13588796.0,17841888.0,17522248.0,19041152.0,16984254.0,18331264.0,14251848.0,13623992.0,16063505.0,12264321.0,13797524.0,14407644.0,14184805.0,13762658.0
1879-03-01,16362947.0,14604214.0,16788244.0,17362626.0,16086670.0,13710968.0,14508680.0,14457674.0,14410572.0,13890990.0,17919070.0,17558870.0,19291688.0,17004726.0,17862328.0,14321572.0,13437987.0,15923930.0,12512324.0,14110670.0,15016586.0,14204559.0,13943814.0
1879-04-01,15997606.0,14085454.0,15838949.0,16842684.0,15535118.0,13215725.0,14092435.0,14044901.0,13910606.0,13423519.0,17499752.0,16340302.0,18740128.0,15792727.0,16977112.0,13710314.0,12800586.0,15005550.0,12204410.0,13855086.0,14448422.0,13588802.0,13206502.0
1879-05-01,14090470.0,12440764.0,13994775.0,15070856.0,13557232.0,11744364.0,12542018.0,12463390.0,12257381.0,11774802.0,15246988.0,14488344.0,16306073.0,13338990.0,15084024.0,12146655.0,10909248.0,12582489.0,11145166.0,12759483.0,12740681.0,11993656.0,11355447.0
1879-06-01,11249715.0,9812318.0,11293578.0,12169604.0,10504087.0,9961828.0,10540674.0,10478117.0,10330025.0,9422446.0,11691634.0,11409264.0,13252512.0,11054398.0,12648345.0,9941408.0,8296647.0,9817655.0,9474696.0,10335738.0,9792098.0,9326750.0,9361249.0
1879-07-01,8625855.0,7255960.5,8369125.5,9115736.0,7703013.0,7391607.5,8260308.0,8099629.5,7712489.5,4634658.0,8645678.0,8493505.0,10485266.0,8240325.5,10835804.0,6972739.0,6197855.0,7837981.5,7285240.5,7205410.0,6733013.0,6734537.5,7348407.5
1879-08-01,6791311.0,5076634.0,6426860.0,6561368.5,6157106.0,4856363.0,6419220.0,6329303.0,5655220.0,598711.9,7006791.0,6846704.5,8928678.0,5921928.0,9472797.0,4427822.0,4953958.5,6161209.0,5730537.0,5308219.0,5025958.0,4599410.0,5654776.0
1879-09-01,6838480.0,4700415.0,7153930.0,6936181.0,6543892.5,4331101.5,6044898.5,5613446.0,5115743.0,412305.28,7884006.0,7705167.0,9828184.0,5587544.0,9631079.0,4314940.5,4950978.5,6214530.0,5915680.0,5173631.0,4902015.5,4141307.0,5477434.0
1879-10-01,8805022.0,6345926.5,9154686.0,9281141.0,8596860.0,6275993.5,8151237.0,7501304.5,6894244.0,1591358.0,10167582.0,9299424.0,11618916.0,8686364.0,11098519.0,6469686.5,7321493.0,7970671.5,7849908.5,7025483.5,6895997.0,5645668.0,7580402.5
1879-11-01,10831110.0,8382822.5,11860733.0,11985154.0,10525057.0,9405482.0,10338060.0,10050222.0,10120378.0,5808882.0,12415179.0,11929830.0,13812673.0,11030425.0,12335387.0,9498643.0,9668947.0,10409637.0,9362884.0,9830184.0,9699564.0,8895391.0,9841451.0
1879-12-01,12127902.0,10400633.0,14264796.0,14189242.0,12734148.0,11797410.0,12478688.0,12183038.0,12117810.0,9870030.0,15335298.0,14567661.0,15958197.0,13697234.0,14828467.0,11830088.0,11537948.0,12979232.0,10774729.0,12047813.0,11654752.0,11418860.0,11681431.0
1880-01-01,14310245.0,12781868.0,16058717.0,16625838.0,14515630.0,13183600.0,13855496.0,13626499.0,13546329.0,12665347.0,17199242.0,16092412.0,17811040.0,15816086.0,16980530.0,13511460.0,12807748.0,15138018.0,11642980.0,13328872.0,13490588.0,13395974.0,13085730.0
1880-02-01,16131746.0,14142536.0,16911146.0,17549426.0,15919773.0,13944332.0,14290606.0,14370872.0,14342800.0,13696672.0,18249176.0,16975752.0,18906324.0,16983248.0,17975064.0,14261868.0,13544752.0,16342870.0,12350224.0,13882034.0,14848154.0,14471731.0,13725907.0
1880-03-01,16405672.0,14358625.0,17142366.0,17470988.0,16048094.0,14192881.0,14442939.0,14546688.0,14640928.0,13822213.0,18460764.0,17401528.0,19164512.0,17107660.0,17857516.0,14239656.0,13463926.0,16115510.0,12468851.0,14202790.0,14977387.0,14738824.0,13540957.0
1880-04-01,16020800.0,13733726.0,15941122.0,16778948.0,15509586.0,13783844.0,14379916.0,14248857.0,14333451.0,13294880.0,17967726.0,16957384.0,18359484.0,15814508.0,17043930.0,13755030.0,12764033.0,14927557.0,11880116.0,13609292.0,14038068.0,14160561.0,12979508.0
1880-05-01,14304322.0,11913172.0,14042616.0,14792056.0,13269334.0,12282740.0,12764237.0,12883283.0,12869731.0,11438340.0,15913098.0,14699780.0,15803418.0,13434655.0,14977257.0,12189735.0,11107668.0,12608533.0,11022904.0,12426470.0,12327624.0,12595363.0,11456163.0
1880-06-01,11395856.0,9371191.0,11509938.0,12658629.0,10507374.0,10375328.0,10717053.0,11023600.0,11112546.0,8935037.0,12356979.0,11587094.0,12891476.0,10915659.0,12865830.0,10075201.0,8599254.0,10074645.0,9395242.0,10283408.0,9568888.0,9714896.0,9465387.0
1880-07-01,8538186.0,6912828.0,8632853.0,9677480.0,7742212.0,8100692.0,8466190.0,8850766.0,8704371.0,4628023.0,9066962.0,8656166.0,10340896.0,8268383.5,11243353.0,7599975.0,6158559.0,7875517.0,7221884.0,7366043.0,6742223.0,7206640.0,7315549.5
1880-08-01,6505582.0,5217336.5,6839855.5,6628546.0,5820987.0,5918491.0,6727532.5,7286005.5,6704401.5,1029884.9,7133091.0,7317529.0,9019682.0,6171515.0,9766305.0,5247893.0,4637999.0,6245680.0,5769414.0,5479030.0,5203876.0,5342011.0,5551922.5
1880-09-01,6504702.0,5228955.0,7636773.0,6177095.0,6087160.5,5435022.0,6453997.5,6892607.0,6183131.0,790670.44,8105694.0,8399220.0,9689110.0,5699665.5,9834221.0,5082987.5,4365781.5,6664819.0,6039754.0,5427380.5,5283679.5,5958085.0,5263376.0
1880-10-01,8317460.0,6750091.5,9749683.0,8663395.0,7755037.5,7742822.5,8127275.0,8740606.0,8057650.5,2239888.8,10524492.0,10424105.0,11588726.0,8422967.0,11098576.0,7301572.0,6683131.0,8780382.0,7927971.0,7251222.5,7342252.0,7831015.0,7741811.0
1880-11-01,10435278.0,8545517.0,11894476.0,11604436.0,10274746.0,9730434.0,10281624.0,10413836.0,10445525.0,5750293.5,13547938.0,12254320.0,14030974.0,11019579.0,12519014.0,9958946.0,9224804.0,11200012.0,9294332.0,9758594.0,9444519.0,10194318.0,9959838.0
1880-12-01,12747710.0,10486325.0,14027747.0,13639306.0,12364655.0,11496650.0,12136934.0,11965848.0,12240872.0,9753818.0,16210748.0,14625780.0,16120610.0,13929218.0,14504574.0,12051702.0,10970060.0,13553661.0,10656497.0,11438310.0,11205848.0,12475256.0,11509875.0
1881-01-01,14774003.0,12376885.0,15681050.0,15786976.0,14554803.0,13278220.0,13787035.0,13527636.0,13703532.0,12462932.0,17945860.0,16397146.0,17978252.0,15927940.0,16393402.0,13895218.0,12513207.0,15768022.0,11794536.0,12948174.0,13278472.0,13939308.0,13196310.0
1881-02-01,16155505.0,13435831.0,16522515.0,16864602.0,15601498.0,14100027.0,14513715.0,14258322.0,14243668.0,13740169.0,18742838.0,17563456.0,18963040.0,16667551.0,17293960.0,14606376.0,13367321.0,16863520.0,12379092.0,13768013.0,14133262.0,14797194.0,13706523.0
1881-03-01,16768724.0,13901480.0,16495638.0,17359800.0,15411054.0,14240468.0,14570336.0,14442774.0,14526938.0,14050823.0,18968976.0,17555600.0,19484288.0,16707127.0,17288586.0,14678212.0,13346858.0,16732678.0,12630360.0,13967909.0,14766386.0,14767210.0,13810659.0
1881-04-01,16360098.0,13701280.0,15878227.0,16580594.0,15029964.0,13811582.0,14213676.0,13910512.0,14254666.0,13591270.0,17890804.0,16520868.0,18880248.0,15773305.0,16460458.0,13743551.0,12579031.0,15355594.0,12224661.0,13685526.0,13915386.0,14346134.0,13079842.0
1881-05-01,14582662.0,12266887.0,14139035.0,14616936.0,13315490.0,12101082.0,12611647.0,12409437.0,12764812.0,12105931.0,15571239.0,14733782.0,16655813.0,13656886.0,14741679.0,11945614.0,10970142.0,12866094.0,11271160.0,12185040.0,12072474.0,12571652.0,11291118.0
1881-06-01,11544712.0,9573140.0,11597027.0,12231626.0,10662948.0,10156474.0,10438616.0,10637493.0,10660828.0,9491961.0,12528664.0,11434271.0,13383337.0,11149576.0,12836742.0,10017852.0,8738342.0,10244314.0,9612183.0,9719466.0,9499690.0,9748679.0,9452990.0
1881-07-01,8088565.5,7045836.5,9008504.0,9321146.0,7888249.0,7437116.0,8080983.5,8188733.0,8203595.0,5427143.5,9494618.0,8715018.0,10296952.0,8322654.5,11153974.0,7448810.0,6446638.5,8082116.0,7533108.0,6628701.0,6823461.0,7233622.0,7123635.0
1881-08-01,5812371.5,5457901.0,6973258.0,6123994.0,6301579.0,4811039.0,6473868.5,6330487.0,6228735.0,883751.1,7742916.0,7118529.5,8742365.0,5883314.5,9728988.0,4672647.0,4338526.0,6309708.0,6224876.0,4945758.0,5055048.5,5156159.0,5078292.0
1881-09-01,6182132.0,4976563.5,7821287.5,5946088.5,6295805.0,4238028.0,6198889.0,6087443.0,5753879.5,443531.38,8421818.0,8241297.0,9600829.0,5336038.5,9691556.0,4376456.5,4151791.0,6372199.0,6556128.5,4710152.0,4769245.5,4775750.0,4932337.0
1881-10-01,8137253.5,5853303.0,10004968.0,8610776.0,8023513.0,7141983.0,7867127.0,7986682.0,7717609.0,2498373.2,10442731.0,10355428.0,11488348.0,8064927.5,11045358.0,6449125.5,6983257.0,8386571.0,8400244.0,6273090.0,6321022.0,7113799.0,7247326.0
1881-11-01,10674403.0,7546510.0,12174350.0,11496179.0,10425880.0,9912630.0,10134126.0,10383927.0,9797476.0,6524395.5,13024490.0,12389127.0,13919220.0,10616109.0,12595930.0,9305152.0,9592924.0,10883215.0,9372681.0,9121574.0,9224398.0,9613690.0,9749766.0
1881-12-01,12782702.0,10321920.0,14303895.0,13527524.0,12736139.0,12070114.0,12365436.0,12225080.0,12135400.0,10164270.0,15396398.0,14816685.0,16712275.0,13407862.0,15058616.0,11718232.0,11309204.0,12871841.0,10584022.0,11159181.0,11361750.0,12132617.0,11645109.0
1882-01-01,14796158.0,12451406.0,16098223.0,15939452.0,14596535.0,13651925.0,13777924.0,13597092.0,13410760.0,12501802.0,17480574.0,16211820.0,18568490.0,15409730.0,17257108.0,13414434.0,12938860.0,14478307.0,11682422.0,12818238.0,13177996.0,13556896.0,12990024.0
1882-02-01,16133206.0,13663487.0,16923100.0,17022330.0,15711692.0,14098600.0,14407752.0,14222635.0,14132878.0,13587286.0,18680486.0,17165568.0,19453944.0,16569626.0,18306164.0,14135080.0,13530840.0,15865403.0,12204045.0,13564612.0,14287326.0,14199596.0,13563860.0
1882-03-01,16462817.0,14082950.0,17031656.0,17463872.0,16159804.0,14321366.0,14687134.0,14497052.0,14363272.0,14029729.0,18988928.0,17427752.0,19806736.0,16987244.0,18601334.0,14107955.0,13254649.0,16016868.0,12267782.0,13675258.0,14875526.0,14459802.0,13786616.0
1882-04-01,15993284.0,13715808.0,16046221.0,16837330.0,15363690.0,13836677.0,14299946.0,14073704.0,13961213.0,13466938.0,17951338.0,16880640.0,18872836.0,15940094.0,17263772.0,13415898.0,12582725.0,14601836.0,11900206.0,13189019.0,13931704.0,14155254.0,12945182.0
1882-05-01,14298686.0,12197296.0,13976849.0,14924686.0,13395868.0,12391763.0,12789384.0,12773212.0,12490752.0,11622021.0,15909449.0,15103012.0,16796020.0,13660674.0,14950105.0,11731440.0,11012045.0,12115588.0,11115608.0,11977416.0,12210097.0,12491852.0,11085154.0
1882-06-01,11477890.0,9630114.0,11145634.0,12228434.0,10318024.0,10551904.0,10703451.0,10983556.0,10437824.0,8921542.0,12769403.0,11739034.0,13618409.0,11037371.0,12913431.0,9812881.0,8592050.0,9405570.0,9422983.0,9719673.0,9495360.0,9500128.0,9249292.0
1882-07-01,8295591.5,6909470.0,8471878.0,8935843.0,7562052.0,8255412.0,8454596.0,8771792.0,7784195.5,4646642.5,9391120.0,8838364.0,10951920.0,8280318.5,9783376.0,7054411.5,6759855.5,6970816.5,7391665.5,6783714.0,6807432.5,7016463.0,7033117.5
1882-08-01,6032401.0,4969074.5,7025550.0,6548452.0,5894962.0,5920665.0,6478245.0,7063807.0,5804633.0,809336.06,7896774.0,7275598.0,9560991.0,5936053.0,7912364.0,4679814.0,5515500.5,5055080.5,6366502.5,4987588.0,5243069.0,4962016.0,5040828.0
1882-09-01,5776854.5,4527404.0,7712958.5,6255875.5,6203066.0,5187733.0,6311371.0,6780954.0,5199708.5,332651.53,8998686.0,8624760.0,10473719.0,5542782.0,9103857.0,4672830.0,5614207.0,5138887.5,6653953.0,4972675.0,5081786.0,4606333.5,4829987.0
1882-10-01,7740300.0,5675584.0,9762830.0,8777085.0,8492862.0,7262558.5,8216086.5,8569193.0,6748479.0,2227285.8,10954660.0,10432900.0,12500132.0,8475243.0,11175337.0,6578425.5,7704186.0,6910566.0,8238472.0,6850729.5,6602417.5,6829718.0,7224592.5
1882-11-01,10530676.0,7948308.0,12118156.0,11327803.0,10739664.0,10086658.0,10622288.0,10556422.0,9912480.0,5943323.0,13120314.0,12693636.0,14689921.0,10878912.0,12557453.0,9320430.0,9575196.0,9724439.0,9241905.0,9100723.0,9109209.0,9353015.0,9302037.0
1882-12-01,12551437.0,10464751.0,14261938.0,13783027.0,12705018.0,11979633.0,12603037.0,12362454.0,12206285.0,10143111.0,16008528.0,15160180.0,16832586.0,13137674.0,14614748.0,11517460.0,11267343.0,12490796.0,10378131.0,11026694.0,11472958.0,12231380.0,11560502.0
1883-01-01,14455944.0,12701511.0,16246942.0,16107483.0,14632554.0,13392950.0,13927948.0,13556308.0,13211338.0,12433427.0,17465046.0,16508174.0,18439470.0,15471037.0,16412142.0,13540212.0,12906082.0,14228296.0,11599480.0,12840905.0,13525416.0,13750097.0,13003011.0
1883-02-01,15793520.0,13598942.0,16790270.0,17108940.0,15580580.0,13939355.0,14466146.0,14152178.0,13910981.0,13193480.0,18604156.0,17203272.0,19613344.0,16412703.0,17527792.0,14527456.0,13691776.0,15600768.0,12207692.0,13711635.0,14613162.0,14098945.0,13779272.0
1883-03-01,15716074.0,13783795.0,16889566.0,17521202.0,15604278.0,14113762.0,14774206.0,14139759.0,14285452.0,13650948.0,18933294.0,17406664.0,19878674.0,16734799.0,17868786.0,14643456.0,13547104.0,15680045.0,12413596.0,13925468.0,14463222.0,14278575.0,13944885.0
1883-04-01,15431294.0,13337864.0,15993842.0,16744016.0,14704884.0,13604418.0,14381788.0,13636017.0,14076390.0,13141264.0,18150962.0,16622430.0,19336016.0,15724018.0,16729069.0,14009921.0,12895356.0,14583182.0,12067366.0,13452334.0,13392606.0,14214482.0,13387671.0
1883-05-01,14032243.0,11831408.0,14085406.0,14621446.0,12824870.0,12121730.0,13153642.0,12219841.0,12630534.0,11453064.0,16292772.0,14561064.0,17056980.0,13572733.0,14442052.0,12143462.0,10984696.0,12030980.0,11081000.0,12251490.0,11854188.0,12683202.0,11651292.0
