,MPI-ESM1-2-HR,ACCESS-CM2,INM-CM4-8,CESM2-WACCM-FV2,MPI-ESM-1-2-HAM,CESM2-WACCM,ACCESS-ESM1-5,MRI-ESM2-0,AWI-CM-1-1-MR,CESM2-FV2,CESM2,MPI-ESM1-2-LR,INM-CM5-0,NorESM2-LM,NorESM2-MM,IPSL-CM6A-LR
1940-06-15,12.766157,13.097586,13.716793,12.039151,11.212295,12.646911,13.358095,11.691421,12.138245,12.175581,12.115888,10.940963,13.687281,9.796674,10.147241,11.944097
1940-07-15,8.871261,10.1932,11.021777,10.298876,8.990188,11.039586,10.291731,9.3762865,8.655773,9.885978,9.657679,8.503414,11.492891,7.827881,8.167979,9.621377
1940-08-15,7.0344524,7.6888695,8.842093,7.951608,7.5575204,8.896202,7.865653,7.467658,6.592166,8.234047,7.518881,7.0748215,9.724789,6.143745,6.6289287,7.6248946
1940-09-15,6.6115904,6.6894827,8.767687,6.9476557,7.461496,7.814618,7.2625685,6.6924834,6.008606,7.400114,6.1662207,6.8759804,9.348864,5.7272077,6.606453,7.098998
1940-10-15,7.649149,8.688922,10.411907,8.55877,8.4559355,9.654383,8.0498905,7.9573917,7.250518,8.924761,8.438843,7.840218,10.432533,8.17892,8.6920185,8.865864
1940-11-15,10.18701,10.820478,11.958101,10.716656,9.992578,11.641516,10.092737,10.296082,10.496571,10.717735,10.372053,9.732117,12.51939,10.097304,10.985347,11.289787
1940-12-15,12.652843,13.048806,14.896166,13.105219,12.30527,13.525465,12.747932,12.871601,13.395183,13.020132,12.7368145,11.528943,15.027723,12.2241745,12.595767,13.96806
1941-01-15,14.979844,15.043097,16.17462,14.3125105,14.478028,14.222288,14.661713,14.555719,15.511849,14.654317,13.93482,13.288253,16.7216,13.587323,13.566137,16.214466
1941-02-15,16.436739,16.27342,17.701714,14.90228,15.697459,14.769423,15.615685,15.211969,16.74913,15.17884,14.409061,14.528797,17.840448,13.919892,14.372843,17.19528
1941-03-15,16.702751,16.649094,18.517181,15.252261,16.010628,15.006787,15.8355055,15.453336,16.981361,15.461974,14.483316,14.787571,18.304657,14.093977,14.293088,16.990604
1941-04-15,16.027056,16.474413,18.264748,15.33047,15.052357,14.937458,15.831665,15.122964,16.501797,14.96411,14.372671,14.207091,18.073444,13.469383,13.711459,16.248983
1941-05-15,14.38849,15.667025,16.81407,14.464197,13.343218,14.321544,14.99967,13.523216,14.844743,13.957259,13.354642,13.22722,16.433428,11.8979845,12.359011,14.447532
1941-06-15,12.492361,13.516013,13.3480015,12.654025,11.614373,12.562124,13.113023,11.787162,12.035815,12.275432,12.013341,11.363251,13.38241,9.7857895,10.330111,12.338398
1941-07-15,8.996688,10.616254,10.950744,9.964961,8.77837,10.72296,10.47834,9.219337,8.513215,9.930109,10.281777,8.800655,10.99371,7.659985,8.291134,10.436891
1941-08-15,6.8854675,7.9112353,9.275558,7.9183693,7.3768272,8.440282,7.8651605,7.549986,6.7172995,8.431621,7.6250086,7.7088947,9.009245,6.0137625,6.7910786,7.7218366
1941-09-15,6.466042,7.045742,8.985344,6.917871,6.8865647,7.483427,6.852334,6.7250657,6.34062,7.437277,6.4233403,7.4974313,8.530973,5.817163,6.771397,7.2182055
1941-10-15,7.438201,8.874912,10.382971,8.618145,8.264924,8.976087,7.626092,7.478328,7.697886,9.241814,8.13734,8.359353,10.503349,7.580418,8.450564,9.133239
1941-11-15,10.096994,10.907422,12.111572,11.150009,10.21405,10.66782,10.376983,9.668394,10.63248,10.955507,10.561235,10.028168,12.397505,10.215501,10.906097,11.286642
1941-12-15,12.512409,13.174767,14.429237,13.370061,12.251182,12.755291,12.541862,12.236997,13.857801,13.413501,12.419518,12.050125,14.734119,12.321037,12.906009,13.781635
1942-01-15,14.492242,14.784652,16.29778,14.687755,13.968412,14.18578,14.494889,13.967242,15.960414,14.168117,13.714144,13.725835,16.783962,13.601807,13.923659,15.814817
1942-02-15,15.622612,16.16148,17.7136,15.429633,15.108007,14.931054,15.198124,14.990924,16.996628,14.703673,14.327291,14.725015,17.934769,13.994007,14.507537,16.76651
1942-03-15,16.324188,16.839838,17.966095,15.680396,15.473927,15.374261,15.521544,15.073781,17.056646,15.1160965,14.539709,15.080659,18.571108,14.091407,14.541541,16.416277
1942-04-15,16.394075,16.574095,17.656904,15.433468,15.169961,15.428886,15.363107,14.360275,16.675299,15.112303,14.469705,14.402543,18.117228,13.368629,13.837742,15.644622
1942-05-15,14.65952,15.454767,15.690816,14.51193,13.396463,14.588536,14.516501,13.344111,15.082541,14.2752695,13.2678,13.187246,15.643768,11.998795,12.126606,14.039927
1942-06-15,13.022516,12.943338,12.809921,12.771737,12.019596,12.372837,13.092843,11.690714,11.864202,12.229245,11.774116,11.49,13.221927,9.96679,10.293803,11.908912
1942-07-15,9.332724,10.031154,10.342638,10.683705,9.506166,10.502334,10.100392,8.909104,8.509093,10.539279,9.45385,9.098199,10.546193,7.727074,8.260289,9.649984
1942-08-15,6.998837,7.8532305,9.051733,8.432268,7.9310875,8.266525,8.053226,6.577257,7.3079185,8.712556,7.477448,7.906558,8.844576,6.066601,6.7702537,7.8825245
1942-09-15,6.6057954,7.1010633,8.7645445,7.5504656,7.761518,7.561658,6.775602,5.6711597,6.5860367,7.4925656,6.503822,7.5400853,8.232487,6.162934,6.741299,7.4299626
1942-10-15,7.8808613,8.739673,10.006468,9.100468,8.555132,9.111629,7.6821566,6.8516884,7.898012,8.900779,7.8110924,8.509574,9.90077,7.9382052,8.726141,9.108275
1942-11-15,10.460699,10.558109,11.71216,10.966938,10.083663,10.647893,10.423928,9.481719,10.931567,10.798083,10.418864,10.20971,11.927256,10.140533,11.190404,11.164405
1942-12-15,12.730736,12.7404785,14.206835,13.600957,12.3888445,12.744495,12.178717,12.302607,13.3054695,12.875533,12.6617,12.341614,14.53215,12.240148,12.861066,13.132453
1943-01-15,14.316247,14.975624,15.848236,14.920949,13.913675,13.979727,14.118415,14.157027,15.489345,14.016594,13.801259,14.133465,16.421713,13.322924,13.958295,15.058828
1943-02-15,15.288589,16.232843,16.812496,15.504667,14.987508,14.695589,15.153494,15.179826,16.632757,14.644037,14.547531,14.916152,17.529358,14.093241,14.45769,16.201342
1943-03-15,15.84539,16.770903,17.492615,15.699436,15.109521,15.099576,15.405832,15.305514,17.314022,14.994027,14.771797,15.153844,18.105835,13.887178,14.269031,16.460262
1943-04-15,14.995181,16.462692,16.941994,15.603107,14.713331,14.872795,15.302031,14.358994,16.560564,14.946835,14.526435,14.716039,17.58192,13.487789,13.694612,15.517826
1943-05-15,14.027532,15.603056,15.395626,14.736377,12.823326,14.335152,14.303252,13.187925,14.571358,14.150047,13.829347,13.505244,16.04625,11.791181,12.078596,13.774337
1943-06-15,12.514201,12.847678,12.927454,13.113899,10.852516,12.650842,13.02993,11.8856945,11.901991,11.916518,12.335684,11.80582,13.284614,9.945853,10.382426,11.649375
1943-07-15,9.493386,10.240329,10.684852,11.037956,8.659508,10.619339,10.340612,9.101791,8.804907,10.1685,9.997018,8.865827,10.682515,7.96536,8.254871,9.046191
1943-08-15,7.7300854,7.9375997,9.199839,8.514373,7.724603,8.73649,8.591274,6.124869,7.0436263,7.9817348,7.218656,6.901373,9.207799,6.2078686,6.707058,6.630397
1943-09-15,7.471821,7.0612373,9.091696,7.2361326,7.6362276,7.495185,7.2483873,5.161597,6.553675,7.5035176,6.357591,6.501799,8.291137,5.9820905,6.725264,6.5321965
1943-10-15,8.841748,8.990638,10.211251,9.166556,8.180476,8.87172,7.954762,6.3076687,7.685832,8.426881,7.589577,7.983929,10.1117115,9.124598,9.05552,8.083645
1943-11-15,10.827962,11.027896,12.143991,11.349602,9.640428,11.050142,9.728519,9.499334,10.173357,10.7352295,10.851662,9.824589,12.315067,10.561644,10.938802,10.906487
1943-12-15,12.722544,13.12899,14.276575,13.672937,11.851092,13.097749,12.216927,12.570661,12.592578,12.636631,13.046197,11.889471,15.180093,12.304727,12.63977,13.234492
1944-01-15,14.434911,15.013577,15.48369,14.747977,13.401561,14.4549055,14.250765,14.169639,15.308353,13.84267,14.095975,13.350224,16.70289,13.654136,14.035095,15.346792
1944-02-15,15.520234,16.053999,16.954979,15.343205,14.546965,15.044032,15.109289,15.010577,17.021193,14.544411,14.824176,14.410793,18.018635,14.09442,14.682024,16.573505
1944-03-15,15.884022,16.695307,17.560947,15.754553,15.028903,15.297052,15.486462,15.330343,17.501501,14.897364,14.968994,15.057459,18.458622,13.904434,14.534328,16.762947
1944-04-15,15.3054905,16.23373,16.93658,15.439618,14.838679,15.256831,15.384888,14.748096,16.656923,14.77897,14.7401495,14.674114,17.993843,13.425526,13.8160095,15.817451
1944-05-15,14.025469,15.385159,15.253817,14.369945,13.400017,14.317027,14.497225,13.311724,14.030042,13.924898,13.91223,13.24809,15.954792,11.99061,12.297298,13.618753
1944-06-15,12.051713,13.463313,12.718092,12.586735,11.229017,12.802474,12.5692005,11.639159,11.497974,12.391771,12.333113,11.716772,13.231897,10.182378,10.22175,11.26199
1944-07-15,9.118321,10.7996,10.356611,11.016795,8.761017,10.589906,10.939457,9.302944,8.90672,11.06048,10.18006,9.196026,11.14106,8.19801,8.063463,9.2674265
1944-08-15,7.5668583,7.9272823,9.393812,9.127753,7.324701,7.881804,8.59449,6.8026175,7.240623,9.1706915,7.5202518,7.700013,9.269247,6.750169,6.642268,8.006903
1944-09-15,7.380776,7.601605,8.677816,7.8211694,7.136623,6.6700945,7.6180596,5.9298415,6.5045266,8.088111,6.787811,7.309959,8.944038,6.362173,6.802335,7.439855
1944-10-15,8.703811,9.2166605,10.138467,9.1770735,8.280234,8.045174,7.8071885,6.7591996,7.786603,9.183765,8.788305,8.605805,10.528903,8.400076,8.9591,8.5925865
1944-11-15,10.707071,11.188947,11.948402,11.410483,9.715408,11.12288,9.645235,9.583843,9.931182,11.231567,10.769554,10.502666,12.814257,10.148392,10.655633,10.3430805
1944-12-15,12.744897,13.4651,14.239718,13.625946,12.105868,13.466699,12.216135,12.689445,12.479487,13.151908,12.761625,12.292383,15.052059,11.775689,12.898654,13.052816
1945-01-15,14.443956,14.942075,16.123838,14.7269535,13.837104,14.711498,14.534693,14.360138,14.796242,14.33467,14.24752,14.191658,16.164381,13.256658,14.047626,14.820716
1945-02-15,15.389621,15.917655,17.496824,15.413562,14.874229,15.210439,15.528801,15.3024025,16.445913,15.048059,14.851756,15.214186,17.178928,13.970637,14.666602,15.951374
1945-03-15,15.69652,16.529232,18.37151,15.849073,15.625574,15.490746,16.129105,15.689792,16.650097,15.476869,15.005616,15.464343,17.704987,13.939992,14.779917,16.128426
1945-04-15,15.486983,16.203205,17.656994,15.789804,15.005283,15.453189,16.057413,15.090013,15.900706,15.3744545,14.9682865,15.052398,17.32752,13.2534685,13.984311,15.072677
1945-05-15,13.959832,15.115771,15.793348,14.736015,13.052786,14.518105,15.300243,13.511654,14.344622,14.3934765,14.107876,13.51011,16.05328,11.516809,12.309421,13.299354
1945-06-15,11.525936,13.075846,13.03646,12.671948,10.762023,12.628254,13.073192,11.975869,11.172031,12.446051,12.564024,11.677508,13.583729,9.464116,10.519955,11.466975
1945-07-15,9.354547,10.410493,11.008577,9.97259,8.342369,10.790606,10.388636,9.832388,8.203599,10.365505,10.854317,9.167512,11.72575,7.3895473,8.537555,9.56685
1945-08-15,7.7204595,7.1877966,9.769377,7.891423,7.3291216,8.656842,7.597946,8.017212,6.634634,7.862469,8.363361,7.69609,9.808632,5.923748,7.065072,7.8057256
1945-09-15,7.4393263,6.659612,9.238651,7.4572086,7.178865,7.348114,6.332551,7.3179927,5.7700357,7.057209,6.926261,7.4288926,9.265514,5.7910395,7.423027,6.7727084
1945-10-15,8.573155,8.466653,10.612143,8.503379,7.894281,9.051194,7.60661,8.092244,7.281067,8.850443,8.77114,8.684042,10.865422,7.9283214,9.460204,8.462885
1945-11-15,10.544165,10.891844,11.98506,11.2661705,9.545597,11.278921,9.923758,10.359438,9.795249,11.037137,11.136022,10.211358,12.408512,10.180011,11.444922,11.52971
1945-12-15,12.54146,13.228768,14.265913,13.211213,11.805619,13.118861,12.417955,12.959855,12.457276,13.179069,13.042435,12.126205,14.89324,12.093244,13.07137,13.233176
1946-01-15,14.475046,15.008881,15.935156,14.345048,13.840801,14.514487,15.053825,14.463609,14.818304,14.257596,14.04676,13.857772,16.688396,13.349387,14.084926,15.134508
1946-02-15,15.530237,16.018446,17.143871,14.901215,14.70197,15.4108095,15.991618,15.086256,16.235285,14.921111,14.608456,14.887775,18.023064,13.979483,14.723718,16.239119
1946-03-15,16.0968,16.420944,17.9673,15.460229,15.215822,15.722149,16.540535,15.454723,16.524717,15.341801,15.064327,15.332858,18.630493,13.932684,14.567835,16.417519
1946-04-15,15.732547,16.31472,17.773642,15.233741,14.857761,15.570857,16.477795,14.5145445,15.966216,15.17381,14.970655,14.806795,18.085194,12.870116,13.943607,15.395223
1946-05-15,14.739845,15.294636,16.065048,14.463361,13.036211,14.7904625,15.414528,13.153096,14.137669,14.363549,13.949763,13.426965,16.45512,11.199167,12.432608,13.463732
1946-06-15,12.690559,13.176142,13.834934,12.461004,11.287082,12.773668,13.351328,11.562798,11.390404,11.977629,12.466314,11.4492655,13.783514,9.598631,10.532649,11.7834215
1946-07-15,9.861914,10.48681,11.114298,10.38665,8.718574,10.988359,10.92649,8.936619,8.552491,8.850476,10.669185,8.460196,11.173973,7.2373676,8.511807,9.525804
1946-08-15,7.8092084,7.0993958,9.992472,8.012206,7.3485546,8.994787,8.414213,7.1422887,6.8185067,7.126556,7.7884274,7.022651,9.592564,5.5189805,6.978239,7.5853024
1946-09-15,7.3967752,6.569223,9.844366,6.949318,7.090387,7.636608,6.902053,6.441781,6.420041,6.224498,7.174151,6.80436,8.933753,5.4392753,7.0883155,7.248572
1946-10-15,8.730149,8.111356,10.867725,8.852845,8.174536,9.229351,7.3697,7.2875805,7.5904546,8.053669,9.048009,7.772018,10.32539,7.5869203,9.463594,8.838929
1946-11-15,10.92153,10.65997,12.3106575,11.016509,9.650675,11.26997,9.93272,9.644272,9.933532,10.189999,10.843145,9.602436,12.006944,10.327393,11.007078,11.292571
1946-12-15,13.087707,12.863697,14.400524,13.4338255,11.663228,13.612908,13.010682,12.331414,12.841976,12.980778,12.948903,11.630409,14.855402,12.156683,12.802026,13.732722
1947-01-15,14.8718815,14.617975,16.198742,14.63819,13.699108,14.798846,15.316893,14.237999,15.296978,14.048811,14.317998,13.501343,16.658335,13.09925,13.948835,15.258891
1947-02-15,15.77767,15.686147,17.697285,15.422273,14.532363,15.279073,16.129581,15.020162,16.458494,14.586135,14.915841,14.448623,17.69585,13.967567,14.65248,16.295322
1947-03-15,16.131557,16.255373,18.231915,15.663715,14.904242,15.536093,16.322668,15.140738,16.861141,14.850893,15.239118,15.009071,18.084259,13.996985,14.548405,16.56784
1947-04-15,15.670314,16.22027,17.930382,15.665813,14.670365,15.560157,16.1183,14.75235,16.110409,14.612521,15.215251,14.491832,17.191906,13.211235,14.228653,15.671052
1947-05-15,14.224064,15.028742,15.694235,14.848021,13.222581,14.717427,15.308066,13.499123,14.245718,13.705576,14.293115,13.076204,15.8655615,11.844186,12.699921,13.62456
1947-06-15,11.74824,13.022285,13.0033245,12.827683,11.211468,12.530909,13.414085,11.663275,11.807705,12.501619,12.699007,10.750509,13.426517,10.20989,10.722769,11.745574
1947-07-15,8.950049,10.29498,10.815647,10.265036,9.046266,10.225451,11.121777,9.351894,8.35564,10.888028,10.880043,8.428874,11.389291,7.7849355,8.651041,9.655557
1947-08-15,7.495359,7.509307,8.901823,8.377527,7.7888613,8.712326,7.777093,7.595352,6.53359,8.316904,8.31291,7.0523996,9.423411,5.5619297,7.027448,7.3383894
1947-09-15,6.9397645,6.898488,8.866989,7.6873665,7.5532465,8.076288,6.716047,7.1006427,6.055635,7.297031,7.107849,6.8982654,8.976604,5.245837,7.1686554,6.3645916
1947-10-15,8.146358,8.883722,10.252428,8.960355,8.242407,9.250248,7.422313,7.4076896,7.329234,8.890628,8.957216,7.8682566,10.275107,8.0032425,9.552089,8.314138
1947-11-15,10.140748,10.975206,12.060969,10.967142,10.039175,11.065892,9.664265,9.861497,9.921584,10.801916,11.029541,9.454993,12.500116,10.295418,11.691966,11.082312
1947-12-15,12.250816,13.534458,14.190745,13.489983,11.690344,13.128966,12.107907,12.395489,12.333759,13.421271,13.104372,11.042262,14.726502,12.153159,13.323761,13.602904
1948-01-15,14.171382,15.373293,16.084846,14.858626,13.505296,14.348415,14.588522,14.408006,15.231412,14.605999,14.531656,13.472134,17.018663,13.411961,14.316446,15.579446
1948-02-15,15.36666,16.34721,17.349113,15.580299,14.442712,14.990145,15.673398,15.400966,16.696793,15.450212,15.039795,14.513171,17.772732,13.920464,14.865514,16.969805
1948-03-15,15.834921,17.355274,18.229712,15.861242,14.736763,15.171095,16.275795,15.26725,16.70544,15.521294,15.350839,14.956226,18.389288,14.101974,14.823401,17.067324
1948-04-15,15.210065,17.137304,17.912035,15.7898855,14.439251,15.008393,16.297325,14.482547,16.303331,15.391908,15.139828,14.361052,18.364662,13.445804,14.265923,16.143393
1948-05-15,13.852104,15.926507,16.361004,14.583489,13.323908,14.244781,15.398343,13.298439,14.654878,14.624708,14.390065,12.90353,16.681042,11.612304,12.719894,13.843813
1948-06-15,11.556349,14.182514,13.154157,12.467495,10.798017,12.948309,13.103599,11.523832,11.514671,12.691924,12.587164,10.926628,13.98568,9.522631,10.754475,11.505157
1948-07-15,8.614356,11.585854,10.746445,10.602014,8.331569,11.420992,10.148335,8.551852,8.699762,10.547523,10.432941,8.353781,11.100709,7.3296957,8.707707,9.279632
1948-08-15,7.21965,9.070821,9.7662735,8.45762,7.1398478,8.720398,8.804535,6.159175,7.0935416,8.336095,8.572236,6.776281,9.119616,5.663867,6.8806825,6.7932115
1948-09-15,7.1598153,8.201422,9.372115,7.679371,7.135254,7.9586153,7.476237,5.2258554,6.7140956,6.349482,7.327426,6.511665,8.857289,5.376684,6.821645,6.510787
1948-10-15,8.319644,9.83573,10.531792,8.912358,8.198292,9.932433,8.374258,6.382413,7.72566,9.363161,9.11803,7.8683534,10.717263,7.665578,9.159247,7.8097954
1948-11-15,10.377482,11.4991455,12.076031,10.868408,9.728478,11.55786,9.7965355,9.481218,9.911272,11.159716,11.043008,9.826728,12.592263,10.058984,11.022836,10.792509
1948-12-15,12.83508,14.248338,14.43896,13.013436,11.838174,13.664375,12.123067,12.399921,12.976262,13.533732,13.034818,12.004883,14.913437,12.341558,12.898834,13.456995
1949-01-15,14.551896,16.107721,16.02081,14.660165,13.822665,14.426374,14.470104,14.131849,15.73071,14.865215,14.059712,13.885141,16.918177,13.687058,14.034142,15.557587
1949-02-15,15.629949,16.897211,17.829071,15.636111,15.261905,15.124429,15.322961,15.065895,17.000298,15.362604,14.51126,15.04011,17.944763,14.133369,14.470192,16.839651
1949-03-15,15.776853,17.358675,18.368893,16.061228,15.845178,15.40228,15.76969,15.177829,16.850052,15.539868,15.158996,15.152049,18.033524,14.163701,14.252621,16.968023
1949-04-15,15.184316,17.122255,18.340765,15.890959,15.06473,15.17151,15.586649,14.477089,16.293453,15.57026,14.852481,14.592172,17.469255,13.308972,13.192793,15.715318
1949-05-15,13.913158,16.297626,16.955078,14.900881,12.944816,14.275933,14.532887,12.916183,14.51845,14.899335,13.962886,13.437825,15.670514,11.49525,11.79412,13.701661
1949-06-15,11.813655,13.874808,13.163515,13.250865,11.206946,12.824319,12.815864,11.186766,11.953705,12.6781,12.184674,11.127369,13.638346,9.604585,10.005096,11.359669
1949-07-15,8.926377,10.852945,10.972803,10.814855,8.597841,11.062941,10.139139,8.8145275,8.686703,10.368318,9.787773,8.427124,10.690584,7.3895855,8.012762,8.572981
1949-08-15,7.228834,8.951968,9.29601,7.801954,7.0285378,8.515484,8.391518,6.808471,7.1810904,8.222426,7.144936,7.0159144,8.50669,5.743494,6.521217,6.097916
1949-09-15,6.904319,8.224322,8.983328,6.499294,6.745125,7.2183127,7.5118437,5.6018033,6.8424854,7.243801,6.239628,6.911673,7.7939725,5.4154534,6.693972,5.3959656
1949-10-15,8.425948,9.741151,10.490864,8.569668,8.084563,8.783134,7.7566395,6.370032,8.036621,8.954493,8.519606,8.004512,9.626585,7.862513,8.626824,7.105569
1949-11-15,10.564712,11.398313,12.202715,11.156429,9.847366,10.773619,9.742843,8.687274,10.289702,11.400122,10.658843,9.609789,12.040085,10.4097,10.267442,10.174382
1949-12-15,12.638847,13.239726,14.706631,13.68074,11.749652,13.316504,11.815811,11.366963,13.079775,13.361343,12.810944,11.871604,14.548789,12.439352,12.46225,13.272598
1950-01-15,14.460557,15.685199,16.444742,14.762338,13.61475,14.386716,14.469363,13.3859825,16.033379,14.63951,14.143767,13.733034,16.298016,13.558436,13.550654,15.060077
1950-02-15,15.792375,17.019773,17.821474,15.463879,14.931704,14.968775,15.510047,14.401186,17.803535,15.338017,14.8405075,14.580388,17.208664,14.148947,14.159465,16.012688
1950-03-15,16.180655,17.48248,18.484064,15.871776,15.630051,15.434425,16.296448,14.676385,18.261518,15.733325,15.150286,15.057593,18.17376,14.302649,14.262647,16.561956
1950-04-15,15.688491,17.560322,18.230286,15.827438,14.62635,15.155155,16.139957,14.235132,18.035282,15.627218,15.092032,14.164895,18.101591,13.542334,13.264751,15.653338
1950-05-15,14.285544,16.617197,16.449898,14.900128,12.8998785,14.171095,15.190724,12.792314,16.43775,14.928413,14.28238,12.921513,16.864067,11.572636,11.733125,13.509707
1950-06-15,11.712255,14.049903,13.08144,13.136781,10.849984,12.757797,13.269357,11.046463,12.573291,13.028258,12.261374,10.804262,14.409052,9.724143,10.189934,11.4562235
1950-07-15,8.75958,11.002414,10.30226,11.150167,8.291113,10.605801,10.76686,8.443997,8.9161005,11.189413,10.170412,8.739774,11.279504,7.64408,8.101337,9.047997
1950-08-15,7.355937,7.736611,8.376763,8.419113,7.3848224,8.477414,8.357568,6.4207535,6.9032702,9.021195,7.412375,7.7570453,8.630711,5.508337,6.2465153,6.8857102
1950-09-15,6.886698,6.7402935,8.362188,7.161953,7.3404565,7.363546,7.5258307,5.3405027,6.266153,8.469547,6.3603177,7.624948,8.362579,5.462785,6.3524804,6.042841
1950-10-15,8.189822,9.32633,9.80148,9.37127,8.030015,8.605582,8.367068,6.5468388,7.8013554,9.752894,7.863998,8.399616,10.099324,8.742076,8.426599,7.567448
1950-11-15,10.273751,11.470717,12.208811,11.833123,9.156589,10.909403,10.076398,9.3676815,10.007581,11.654648,10.918177,10.08158,12.923126,10.754881,10.655546,10.60363
1950-12-15,12.183735,13.498835,14.550278,13.582856,11.353763,12.690721,12.297798,11.883067,13.2994795,13.527529,12.729567,11.914929,15.735287,12.469288,12.440409,12.951495
1951-01-15,14.175414,15.684886,16.393927,14.610769,14.0797,13.8060055,14.482207,13.402839,16.194475,14.484567,13.857023,13.540954,17.729586,13.893977,13.437413,15.038949
1951-02-15,15.484316,16.86158,17.780281,15.160225,15.517189,14.514914,15.64253,14.173647,17.852087,15.065609,14.626593,14.793234,18.816273,14.566588,14.156257,16.137266
1951-03-15,15.739274,17.20091,18.356092,15.39848,16.272854,14.786311,16.200542,14.36641,18.300753,15.20781,15.020142,15.272031,19.626629,14.435458,14.269979,16.576914
1951-04-15,15.390334,16.992012,17.787846,15.232542,15.857242,14.750204,16.139679,14.126565,17.164188,15.06049,14.898478,14.588788,19.296242,13.445445,13.580829,15.426019
1951-05-15,14.211348,16.143724,15.915046,14.4607,14.341399,13.943542,15.345531,12.968296,15.24817,14.289098,13.779844,13.557279,16.933994,11.758925,12.059491,13.348107
1951-06-15,11.905894,14.130966,12.829607,12.275374,11.686267,12.1290245,13.340867,11.497577,12.347566,12.609728,12.193819,11.711179,13.958727,9.725369,10.08548,11.518807
1951-07-15,9.074205,11.530618,9.888974,10.659971,8.732066,10.156772,11.182431,8.975735,9.20215,10.568061,9.851254,9.027777,11.260214,7.8012557,7.9814763,9.181632
1951-08-15,7.127952,8.127707,9.108185,8.614282,7.5168653,8.628036,8.752137,6.9558296,7.55964,8.604799,7.1405144,7.3450375,8.589338,6.1639214,6.3296785,6.029216
1951-09-15,6.827993,7.203557,8.550232,7.6335382,7.2306185,7.76421,7.2261,6.6439104,6.870818,7.1153965,5.8606095,6.618993,8.256983,5.7250423,6.424803,5.1943774
1951-10-15,8.173177,9.155306,9.709981,9.227307,8.313549,8.63619,7.961743,7.2624216,8.188229,8.500303,7.5970564,7.6286693,9.444996,8.280686,8.638352,6.7876205
1951-11-15,10.1441965,11.355759,11.9186535,11.196815,9.996598,10.325799,9.859267,9.637534,10.50865,10.968613,10.562204,9.540434,11.609306,10.316119,10.586702,9.970051
1951-12-15,11.960725,13.949652,14.390305,12.928295,12.090208,12.956732,12.534835,12.323117,13.512528,13.422061,12.76952,12.015273,14.28317,12.283632,12.393579,12.753931
1952-01-15,14.121116,15.863439,16.173653,14.273468,14.147739,14.175291,15.4069395,14.0528145,15.829165,14.741601,14.102736,13.755655,16.164732,13.727415,13.456257,14.661307
1952-02-15,15.498781,17.019903,17.440914,14.9185,15.895535,14.761839,16.428247,14.820265,17.016811,15.587243,14.621932,14.926673,17.81693,14.237657,14.011178,15.714226
1952-03-15,15.621975,17.480522,18.516644,15.240151,16.669477,15.123818,16.893145,14.890438,17.354881,15.799364,14.807795,15.168106,18.539902,14.050002,14.103234,15.790513
1952-04-15,15.446954,17.293444,18.168293,15.2832775,16.455227,15.061356,16.656075,14.610432,16.740713,15.535377,14.847464,14.748948,18.377865,13.153014,13.272124,14.729561
1952-05-15,14.104445,15.990646,15.821057,14.198254,14.640596,13.863782,15.480718,13.505563,14.916744,14.494891,13.705492,13.038465,16.836666,11.301031,11.78399,13.327243
1952-06-15,11.667571,13.398807,12.989189,12.578915,11.330978,12.003219,13.46591,11.843292,12.524944,12.49085,12.575575,10.707146,13.502291,9.403177,9.89243,11.629163
1952-07-15,8.94737,10.720753,10.116519,10.140282,8.99262,9.958252,9.547131,9.300391,9.245946,9.809697,10.758886,7.9111843,10.50885,6.9911795,7.83105,8.776367
1952-08-15,7.6944485,8.2584095,8.696476,8.174352,7.786826,7.776089,7.5135603,7.5531693,7.2131724,7.407591,8.100446,6.2388396,8.891075,4.875398,6.183014,6.681064
1952-09-15,7.4488244,7.914141,8.624306,7.43304,7.708546,6.680347,6.9600034,7.287696,6.4861584,6.6021204,6.679101,5.931054,8.56078,4.530718,6.2108064,6.0983276
1952-10-15,8.396422,9.458545,9.645372,8.5588255,8.686943,8.091549,7.2492485,8.189735,7.722084,8.1538,8.631973,7.1685853,9.994544,7.506202,8.385794,7.7781544
1952-11-15,10.326327,11.083211,11.340111,10.017413,10.355824,10.168343,9.555711,10.43855,10.206593,10.532575,10.550115,9.189664,12.225597,9.9245405,10.487144,10.548619
1952-12-15,12.663919,13.320658,13.952776,12.864811,12.4202795,12.796468,12.533783,12.568258,13.347612,13.27893,13.037936,11.077338,14.741227,11.637772,12.067102,13.263218
1953-01-15,14.67687,15.130424,15.863886,14.361557,14.629832,14.154192,15.381604,14.02826,16.441286,14.64027,14.157012,13.244383,16.661627,13.390853,13.586756,14.867897
1953-02-15,15.929874,16.053377,17.146225,15.36031,15.909709,14.791395,16.564154,14.782639,17.769747,15.357122,14.885954,14.3811865,17.521502,13.988931,14.272079,15.959702
1953-03-15,15.824538,16.535717,18.184334,15.692681,16.461264,15.048687,16.973602,15.201302,17.749035,15.616733,15.023684,14.999838,18.033667,13.749467,14.397426,16.076025
1953-04-15,15.296474,16.449902,17.879868,15.596288,15.87384,14.925284,16.85207,14.554081,16.727564,15.657089,14.979893,14.547889,17.95768,13.198082,13.76735,15.055459
