,MPI-ESM1-2-HR,ACCESS-CM2,INM-CM4-8,CESM2-WACCM-FV2,MPI-ESM-1-2-HAM,CESM2-WACCM,ACCESS-ESM1-5,MRI-ESM2-0,AWI-CM-1-1-MR,CESM2-FV2,CESM2,MPI-ESM1-2-LR,INM-CM5-0,NorESM2-LM,NorESM2-MM,IPSL-CM6A-LR
1850-01-15,14.524994,15.400951,16.555944,14.800295,13.759284,14.373685,14.901051,14.435524,15.848625,14.464868,14.36174,15.367842,16.584423,14.09959,14.148132,16.124708
1850-02-15,15.057966,16.383898,17.993713,15.304046,14.711484,14.819675,15.802239,15.492135,17.196268,14.896288,15.0535345,16.44919,17.948383,14.428174,14.753365,17.646687
1850-03-15,15.522406,17.105118,18.55846,15.387679,15.301144,15.2257395,16.476192,15.889923,17.14865,15.399905,15.573739,16.917143,19.090279,14.314548,14.805148,17.59533
1850-04-15,15.14609,16.801937,18.207396,15.451011,14.589539,15.264583,16.14402,15.126458,16.392406,15.327523,15.279046,16.015171,18.50925,13.89515,14.015628,16.752907
1850-05-15,13.729387,15.766763,16.393532,14.638363,13.233748,14.512105,15.310038,13.832352,14.70808,14.551849,14.347973,13.972161,16.09663,12.263137,12.435895,14.313114
1850-06-15,11.691986,13.222713,13.919706,12.794264,11.383313,12.589458,13.327413,11.717315,11.702624,12.914488,12.749128,11.72097,13.374386,10.199754,10.62745,12.158464
1850-07-15,8.958784,10.659947,11.0174675,10.554864,8.830965,11.020106,10.113587,9.109551,8.7370825,10.737557,10.46692,9.471777,10.990667,7.9693933,8.348596,10.561819
1850-08-15,7.2421308,8.155228,8.605551,9.164129,7.544117,9.153994,7.850359,7.2856083,7.3441586,9.030472,8.0422735,8.067208,8.402084,6.450364,6.866777,8.443036
1850-09-15,6.931667,7.1242447,8.108042,8.6099205,7.4104776,8.576957,6.708025,6.2003794,6.9370356,8.187983,6.8864546,7.666921,7.706031,6.5238633,6.78451,7.622627
1850-10-15,8.147691,8.958847,10.260231,9.531274,8.3495655,9.345299,7.434063,7.397095,7.888159,9.549302,8.295012,8.759417,9.637302,8.767949,8.583997,9.210293
1850-11-15,10.576307,11.095143,12.590977,11.637453,10.156693,11.011623,9.994569,9.755679,9.866611,11.319523,10.952489,10.470877,12.100857,10.253238,10.835263,11.536955
1850-12-15,12.771038,13.49106,14.480718,13.405175,12.225862,13.042205,12.48353,12.766553,12.304707,13.695528,13.307421,11.990128,14.620506,12.415656,12.843973,14.227608
1851-01-15,14.461723,15.217244,16.32343,14.839859,13.957995,14.281581,15.002096,14.652698,15.263891,14.84333,14.320768,14.20971,16.452545,13.923391,13.771438,16.064995
1851-02-15,15.45898,16.391909,17.996866,15.532183,15.262486,15.022917,16.058723,15.486114,16.386147,15.514909,14.983929,15.615844,17.962196,14.681677,14.381734,17.412949
1851-03-15,15.555117,17.02865,18.929102,15.957474,16.140135,15.024987,16.56594,15.693188,17.011786,15.859077,15.239833,16.449148,18.81562,14.59125,14.257356,16.923487
1851-04-15,14.899274,17.098354,18.77118,15.808725,15.812802,15.065389,16.385338,15.493839,16.62115,15.78045,15.0518,16.084335,17.945858,13.888316,13.610977,16.07106
1851-05-15,13.85417,16.456385,16.793934,14.839838,14.022965,14.415207,15.64404,14.156011,15.048766,15.00479,14.213957,14.75169,16.217857,12.137974,12.194772,14.278307
1851-06-15,12.180524,13.662009,13.805025,13.003088,11.539153,12.686077,13.496356,11.955236,11.719793,12.865689,12.614076,12.490497,13.331873,10.060601,10.341478,11.82559
1851-07-15,9.5450735,11.236108,11.400988,11.000934,9.229348,10.788513,10.766655,8.726598,8.602694,10.700323,10.910402,9.536009,10.421383,7.998113,8.205739,9.077107
1851-08-15,7.7435284,7.943214,9.846485,8.722322,7.9305806,9.224063,7.945377,7.0273986,7.03862,9.007045,8.212183,8.568123,8.466071,6.3460765,6.580387,7.107418
1851-09-15,7.402849,6.9984016,9.190416,8.133648,7.765594,8.716543,6.924441,6.3804116,6.466287,8.315519,6.654032,8.3833885,8.045664,6.051758,6.550566,6.2631454
1851-10-15,8.469486,9.619645,10.673399,9.423077,8.607937,9.847886,7.825341,7.160752,7.8112884,9.2854595,8.441018,9.017519,9.596726,8.193961,8.276563,8.053514
1851-11-15,10.777766,11.424121,12.627276,11.445727,10.11692,11.467779,9.905863,9.950531,10.312855,11.274443,10.704201,10.439685,11.965454,10.341748,10.831762,10.859568
1851-12-15,12.876807,13.845499,15.392681,13.70871,12.254595,13.312353,12.8200655,12.701362,12.653969,13.502954,12.712447,12.705574,14.74739,12.337733,12.752897,13.385301
1852-01-15,14.293837,16.338047,17.108982,14.763594,14.239087,14.449787,14.853883,14.673056,15.859766,15.144979,14.030859,14.761332,16.686092,13.830476,13.869299,15.244563
1852-02-15,15.1834755,17.458986,18.713081,15.441066,15.50349,14.953302,16.194092,15.493004,17.24119,15.8028145,14.649742,16.306734,18.039513,14.2257395,14.406026,16.959291
1852-03-15,15.617348,18.016188,19.492264,15.753473,15.7977705,15.31748,16.390469,15.925196,17.353498,15.978795,15.090477,17.03976,19.048162,14.129104,14.304128,17.015684
1852-04-15,15.35939,17.951029,19.00035,15.577292,15.113105,15.1418915,16.250286,15.406572,17.052391,16.004314,14.953309,16.215555,18.54407,13.109074,13.714145,16.25569
1852-05-15,14.245666,16.743786,16.998035,14.624887,12.803538,14.42551,15.519965,14.009383,15.102264,15.523,14.193674,14.656161,16.507801,11.768114,12.173688,13.865807
1852-06-15,11.9690895,14.143012,13.797407,12.842169,10.954931,12.795713,13.23814,11.874475,11.4887905,13.087966,12.164132,12.354176,13.857592,9.96806,10.343499,11.593038
1852-07-15,9.11359,10.659134,11.583985,10.975835,8.588814,10.974487,10.642063,9.0628395,8.318397,10.912292,9.896227,9.340242,11.232067,7.8486276,8.247506,9.663696
1852-08-15,7.6995707,8.335699,10.047638,9.260672,7.889691,8.714039,8.608976,6.61087,6.9782243,8.882298,7.5870256,8.10688,9.013,6.0755095,6.6152916,7.7463493
1852-09-15,7.6334877,7.5177217,9.469455,8.696419,7.738688,7.594796,7.1826305,5.8744335,6.5285273,8.326336,6.6583977,7.8765426,8.500775,6.0028586,6.612481,7.4464006
1852-10-15,8.7986145,9.275732,10.75947,9.9138975,8.46835,9.673875,8.243311,6.4121037,7.5143623,9.429296,8.3722,8.919186,9.702386,8.440132,9.285867,8.532432
1852-11-15,10.9353,10.998925,12.339338,11.546319,10.115229,11.350143,10.146243,9.673903,10.235959,11.377047,10.341185,10.67626,11.499124,9.981312,11.125492,10.443901
1852-12-15,12.972289,13.866386,14.791672,13.643088,12.298895,13.140785,12.856734,13.186048,12.905761,13.4941635,12.59399,12.951127,14.622158,11.837922,12.650883,13.143322
1853-01-15,14.829682,16.025335,16.895948,14.79032,14.128102,14.378958,15.390476,14.482864,15.212473,14.846406,14.021183,14.371113,16.601177,13.221978,13.908337,14.7878275
1853-02-15,15.82781,17.385834,18.086124,15.313595,15.1766615,15.174973,16.327127,15.451583,16.431616,15.117354,14.678164,15.760646,18.010122,13.955094,14.393849,16.315298
1853-03-15,16.480267,18.102419,19.068676,15.378229,15.587812,15.178431,16.69716,15.758515,16.812496,15.575235,14.745786,16.437422,18.371265,13.972641,14.451481,16.47336
1853-04-15,15.812195,17.761162,19.020248,15.338747,14.878741,15.291515,16.565104,14.850692,16.156898,15.499992,14.580043,16.045372,17.864473,13.174712,13.799191,15.833605
1853-05-15,14.7031975,16.75424,17.418491,14.257289,13.410943,14.549298,15.779181,13.407135,14.882278,14.596776,13.857666,14.177096,15.991992,11.3613825,12.392374,13.65076
1853-06-15,12.153386,13.766267,14.709358,12.272536,11.767023,12.80223,13.233027,11.718124,11.66002,12.834081,12.316227,11.353762,12.94339,9.569153,10.413823,11.660592
1853-07-15,9.258437,10.960599,11.419075,10.857432,9.151579,10.899457,10.024611,9.388987,8.041037,11.087871,10.481704,9.309384,10.287696,7.3596315,8.364679,8.808473
1853-08-15,6.9304667,7.7053905,9.624986,9.073198,7.536662,9.155745,8.156049,6.8376675,6.465168,8.736702,8.223764,7.9347258,8.516144,5.5185986,6.5241776,6.9201355
1853-09-15,6.669985,6.865279,9.470085,7.9091387,6.933632,8.434333,7.012976,6.157816,6.159396,8.067239,6.993388,7.7721,8.173712,5.3165975,6.5016565,6.5894265
1853-10-15,7.9339776,8.420792,10.876809,9.763696,8.209515,9.6197405,7.723417,7.2995844,7.307798,9.326277,8.990296,8.700869,9.887804,7.8897414,8.749765,8.131482
1853-11-15,10.359964,10.853429,12.73084,11.020376,10.057016,11.169511,10.108616,10.137884,10.230415,11.481901,10.827241,10.261228,11.972019,10.080306,10.948904,10.445647
1853-12-15,12.741943,13.322414,15.360988,13.16025,12.338309,13.144287,12.632545,12.747535,13.327428,13.440002,12.944691,12.458015,14.356224,11.938587,12.723192,12.521523
1854-01-15,15.035135,15.949829,17.094576,14.551994,13.7784815,14.547575,14.979672,14.451209,16.201303,14.7266,14.19808,14.173624,16.027742,13.332812,13.947791,14.443917
1854-02-15,16.07926,17.277388,18.352856,15.269613,14.570198,14.944627,16.067274,15.172084,17.366251,15.38304,14.859444,15.436542,17.283325,14.062695,14.418517,15.963948
1854-03-15,16.393166,17.587875,18.947384,15.692673,15.0094595,15.178732,16.525654,15.706413,17.271723,15.588585,15.014135,16.010145,17.697596,13.946307,14.395052,15.870844
1854-04-15,15.925022,17.315796,18.330055,15.369579,14.863688,14.933242,16.335999,15.032482,16.451633,15.404209,14.82786,15.405867,17.331537,13.453904,13.797241,14.90063
1854-05-15,14.474528,16.350294,16.924644,14.683037,13.816007,14.226844,15.46158,13.582462,14.755589,14.609457,14.125014,13.780994,15.280782,11.754671,12.075217,13.404745
1854-06-15,11.55604,14.102739,14.539175,12.911135,11.930271,12.416419,13.742352,11.937444,12.136792,12.897372,12.111447,11.899327,12.582104,9.882949,10.262481,11.355362
1854-07-15,8.617523,11.315499,11.46188,11.346497,9.044745,11.157597,10.82213,10.169575,8.59695,10.669835,9.921386,9.42513,10.417782,7.557751,8.096617,8.918669
1854-08-15,6.572328,7.3324046,9.919245,9.082496,7.7837133,9.233707,8.692745,8.267563,6.4469275,8.996856,7.441203,8.018025,8.838937,5.643603,6.250247,7.05694
1854-09-15,6.205096,6.5090237,9.785817,7.990151,7.6472244,8.184329,7.5378814,7.154885,5.8994865,8.126021,6.276494,7.8308063,8.638392,5.5642247,5.861126,6.620428
1854-10-15,7.6650577,8.4953,11.058216,9.607205,8.921897,9.473427,8.531542,8.582138,7.022214,9.517855,7.921708,8.487977,10.275278,7.926461,8.103108,8.055671
1854-11-15,10.3593025,11.069483,12.673282,11.373823,10.624487,11.155243,10.070656,10.644712,9.751928,11.960101,10.444444,10.607162,12.262594,10.240393,11.068738,10.291694
1854-12-15,12.695838,13.741736,15.581672,13.439067,12.688691,13.161513,12.4726715,12.737995,12.482371,13.999871,12.662465,12.550047,14.328836,12.491907,12.516533,12.726095
1855-01-15,14.56005,15.622092,17.014597,14.370799,14.363003,14.386734,15.187118,14.568881,15.460905,14.985528,13.765585,13.983963,16.070408,13.579997,13.716862,14.731658
1855-02-15,15.422401,17.211605,18.154789,14.857894,15.39262,14.941141,16.155508,15.474572,16.8541,15.423086,14.629121,14.813615,17.041208,14.056354,14.004452,16.160366
1855-03-15,15.420193,17.663717,18.787804,15.092926,16.212946,15.118521,16.570885,15.569725,16.65871,15.519422,14.952825,15.33815,17.421242,14.00957,13.995907,16.742891
1855-04-15,14.937024,17.779022,18.63575,15.026508,15.415838,15.065792,16.360697,15.168814,16.381886,15.471612,14.840761,14.896962,17.397976,13.171925,13.575702,15.543298
1855-05-15,13.699947,16.843454,17.014149,14.123385,13.98636,14.075928,15.270272,13.858541,14.580461,14.668601,13.992418,13.847582,16.03051,11.581747,11.82634,13.512009
1855-06-15,11.837157,14.229402,14.3550825,12.600513,11.96983,12.446101,12.820066,12.248571,11.695546,13.316687,12.100295,11.697394,13.659449,9.85123,9.9396305,11.137832
1855-07-15,9.110506,11.340738,11.945493,11.117868,9.567706,11.123437,10.290353,9.256935,8.653787,11.653405,10.370782,9.016472,11.43807,7.6930637,8.172017,9.14152
1855-08-15,7.3770113,7.7905836,10.215429,8.982451,8.2681265,9.041708,8.135488,7.0550456,7.0509715,9.46499,7.612445,7.8020196,9.980099,5.703989,6.535926,7.5939054
1855-09-15,7.090613,6.9351664,9.648684,8.056557,7.9700627,7.794997,6.879867,6.339968,6.6305866,8.660854,6.688105,7.483944,9.053741,5.397354,6.4114113,7.021179
1855-10-15,8.371324,9.321761,11.142265,9.677167,8.901403,8.889327,7.4205794,7.3916945,7.7348604,10.272112,8.758987,8.330464,10.574792,7.9418077,8.941479,8.31053
1855-11-15,10.404892,11.177011,12.855325,11.519893,10.741882,11.068139,9.470297,10.086263,10.000288,11.481412,10.68007,9.988074,12.935392,10.269576,11.065438,10.82383
1855-12-15,12.869975,13.791891,15.160913,13.184509,12.781548,12.793853,11.892773,12.870029,12.950984,13.777753,12.650173,12.560421,15.257299,12.223459,12.612539,13.359908
1856-01-15,14.791512,15.874887,16.759094,14.5393095,14.2981205,14.187979,14.130197,14.560665,15.334958,14.960669,13.864188,14.362136,16.801775,13.595122,13.780647,14.975244
1856-02-15,15.8897085,16.984272,18.530226,14.995139,15.608341,14.835423,15.404402,15.374681,16.374166,15.584219,14.719742,15.516387,17.939857,14.082699,14.353538,15.9332695
1856-03-15,16.23458,17.554304,19.293465,15.154231,15.902555,15.086365,15.86917,15.485803,17.131174,15.92644,15.038901,15.913655,18.652815,14.040711,14.440986,16.480837
1856-04-15,15.788847,17.014238,18.747444,14.715167,15.16652,14.850405,15.698827,15.065756,16.424107,16.049904,14.78016,15.357385,18.277122,13.42975,13.915562,15.620661
1856-05-15,14.543178,16.140907,16.852549,13.983591,13.52748,14.016075,14.774284,13.998048,14.731454,15.047268,13.788568,13.698284,16.306803,11.743819,12.62479,13.483934
1856-06-15,12.407849,13.776498,14.067106,12.421775,11.526145,12.676597,12.702784,12.0976715,11.983281,13.182461,12.211603,11.631416,13.611545,9.813446,10.469212,11.004374
1856-07-15,9.277857,11.024646,11.679193,10.89064,9.532885,11.251343,9.324279,9.276644,8.946379,11.265557,10.427272,8.700896,11.299398,7.483299,8.613205,8.942263
1856-08-15,7.6377625,8.261676,9.852374,8.752287,8.559018,8.589586,7.0492167,7.4951415,7.2219386,8.907565,7.82523,7.1810837,9.414175,5.7260385,7.0939407,7.4788995
1856-09-15,7.2615595,6.7792063,9.555437,8.248578,8.440143,7.5597563,6.791176,7.029663,6.614019,7.9369617,6.5149317,7.225839,8.751096,5.502486,7.407747,7.250812
1856-10-15,8.711883,8.99961,10.917426,9.032737,9.055383,9.128317,7.3378425,7.6843705,8.088469,9.958774,8.462559,8.626061,10.338053,8.092087,9.49166,8.2979765
1856-11-15,11.062976,11.31552,12.9486065,11.022806,10.598051,11.074694,9.246143,10.057518,10.543892,11.192252,10.24855,10.587577,12.341271,10.37459,11.260189,10.783502
1856-12-15,13.236405,14.142239,15.215367,13.214263,12.236596,13.052046,11.807723,12.799095,13.66987,13.52348,12.252077,12.767288,14.727768,12.468855,13.002905,13.331138
1857-01-15,15.011004,16.313002,16.990532,14.016468,14.243783,14.116748,14.146235,14.203738,15.902142,14.734558,13.81462,14.70679,16.14013,13.707169,14.006318,15.303909
1857-02-15,16.39328,17.192345,18.771017,14.580588,15.265267,14.7754345,15.178141,15.138789,17.20781,15.403865,14.610952,16.187263,17.32663,14.182621,14.31214,16.787943
1857-03-15,17.053715,17.676535,19.325512,14.939707,16.004747,14.93938,15.519558,15.573839,17.363718,15.6682005,14.923709,16.684841,18.077354,14.455933,14.159546,16.479311
1857-04-15,16.101002,17.50294,18.751156,14.634348,15.555257,15.008096,15.519086,14.713012,16.54385,15.721395,14.666698,15.7235,17.452278,13.816038,13.584061,15.44104
1857-05-15,14.212895,16.637428,17.503838,14.032774,14.359475,14.351282,14.495666,13.59458,15.007576,14.554355,13.743918,13.771828,15.718041,11.9311285,12.30774,13.68274
1857-06-15,12.293135,13.811794,13.955303,12.465468,12.362015,12.902014,12.481279,11.771128,12.206032,12.523083,12.031843,11.900167,13.392816,9.992173,10.602223,11.980783
1857-07-15,9.105119,10.99486,11.785135,10.757695,9.87458,11.118806,10.075803,8.999695,9.282408,10.240358,10.165526,9.166758,10.362019,7.4586573,8.847688,9.720794
1857-08-15,6.913478,8.089528,10.399717,8.723843,8.3382435,8.005265,7.631684,7.185574,7.3789806,7.982312,7.701778,7.5278754,8.928436,5.262927,7.400002,7.3652215
1857-09-15,6.7800303,7.310168,9.783102,7.8847303,8.122028,6.7560024,6.796137,6.37797,6.5901423,7.4993963,6.692899,7.256485,8.600302,4.8730288,7.586871,7.252797
1857-10-15,8.097752,9.482918,11.017131,8.71129,9.095204,8.647335,7.5324106,7.312027,8.392658,9.391438,7.8499684,8.39957,10.0320015,7.1593423,9.777316,8.774735
1857-11-15,10.832729,11.540009,12.854134,10.639109,10.849764,10.59656,9.701821,10.207969,10.62337,10.774778,10.079836,10.3219795,12.184149,10.253114,11.069835,11.294161
1857-12-15,12.898317,13.869266,14.889916,12.821683,13.340016,12.830397,12.120162,12.710216,13.369743,13.294106,12.352161,12.453838,14.393995,12.739237,12.72508,13.485141
1858-01-15,15.05083,15.955973,16.494003,14.028612,14.943024,14.191669,14.347567,14.69875,15.90275,14.705595,13.961572,13.984779,16.517864,13.795409,13.866026,15.402472
1858-02-15,16.162638,17.057943,17.918777,14.74662,15.729093,15.08744,15.258135,15.474739,17.09692,15.576189,14.64489,15.204984,17.707388,14.509624,14.444679,16.691746
1858-03-15,16.521673,17.56773,18.99076,14.903654,16.220152,15.349653,15.822942,15.489702,17.348818,16.013712,14.854511,15.868146,18.496851,14.437197,14.469972,16.855556
1858-04-15,16.201414,17.883076,18.372608,14.845871,15.74892,15.277695,15.602569,15.312083,16.504646,15.984947,14.886884,15.025437,18.016293,13.696848,13.706883,15.403207
1858-05-15,14.563334,16.907837,16.704899,14.013589,14.0734825,14.567624,14.673154,14.078444,14.783921,15.115287,13.898082,13.483449,16.394981,11.946597,12.299088,13.54213
1858-06-15,12.374224,14.037804,14.226715,12.576836,12.205475,12.787127,13.009789,12.013578,12.093439,13.137935,12.151993,11.383116,13.557472,9.66955,10.652158,11.5806055
1858-07-15,9.436476,10.80183,11.300073,11.166987,9.660989,10.505136,10.436558,9.601114,8.664282,10.565278,10.373857,9.050548,11.015495,7.4605412,8.592288,9.073452
1858-08-15,7.6949887,8.7534075,9.562313,8.908367,8.55972,7.9358387,7.9144673,7.7284026,6.97619,9.143362,8.343804,7.7402916,9.145668,5.882482,7.1788864,7.445606
1858-09-15,7.3817487,7.8739095,9.21132,7.636745,8.151376,6.8503866,6.75048,7.09571,6.449545,8.281302,7.731179,7.395564,8.625725,5.682568,7.2723074,7.0894847
1858-10-15,8.920083,9.453739,10.769177,9.165205,9.164064,8.968495,7.759153,8.071831,7.7339797,9.239205,9.387313,8.735482,10.189683,7.967551,9.242452,8.660315
1858-11-15,10.826317,10.701405,12.416745,10.712286,10.784161,11.225082,10.222747,10.159519,10.20691,11.209018,10.729039,10.372822,12.279824,10.275648,10.973202,11.118819
1858-12-15,13.225426,13.673083,14.979246,12.8588295,12.728616,13.200732,12.248835,12.834045,13.606601,13.443491,12.995842,12.500456,14.880321,12.264669,12.898917,13.806857
1859-01-15,14.863206,15.954097,16.918434,14.060723,14.318882,14.258449,14.861074,14.739241,16.559917,14.611739,14.130379,14.302969,16.358936,13.6612835,13.895242,15.267773
1859-02-15,16.347506,16.815214,18.272015,14.532754,15.281683,14.810597,15.539438,15.629224,17.862558,15.300582,14.847995,15.579604,17.29863,14.427784,14.359099,16.35055
1859-03-15,16.73326,17.057932,18.630848,14.816331,15.86374,15.176055,16.05945,15.785369,17.976645,15.747625,15.123061,16.315111,17.9244,14.488338,14.383639,16.611788
1859-04-15,15.938178,16.969416,18.1361,14.815555,15.336248,15.281314,16.117182,15.040032,17.463,15.62752,14.670039,15.635616,17.502258,13.897683,13.469458,15.517105
1859-05-15,14.56885,15.4739485,16.873539,14.136736,14.23395,14.4250765,15.287,13.47918,15.666614,15.023231,13.811287,13.6443,15.803967,12.396381,12.254818,13.563241
1859-06-15,12.520558,13.464461,14.337107,12.435028,11.626425,12.562253,13.205822,11.550482,12.4036,12.808484,12.301748,11.239492,13.494267,10.172191,10.312483,11.287227
1859-07-15,9.642327,10.835665,11.608281,9.940975,9.153211,10.238751,10.934273,9.207407,8.916216,10.22395,10.501249,8.963929,10.957822,8.0620365,8.294139,8.227371
1859-08-15,7.82894,8.332348,9.612286,7.822862,8.340029,8.295407,8.146285,7.1034517,7.58268,8.433069,8.288664,7.5467463,9.073442,6.3316894,6.726682,6.302339
1859-09-15,7.494022,7.1882234,9.423206,6.788522,8.382264,7.8158245,6.7559843,6.5187154,7.1921806,7.8880243,6.9886646,7.343506,8.69757,6.190919,6.958393,6.4392686
1859-10-15,8.574107,9.234151,10.964126,9.15908,9.12673,9.251254,7.6751633,7.299118,8.095896,9.43094,8.911697,8.171304,10.405746,8.553484,9.144861,7.800951
1859-11-15,10.602647,11.055129,12.552224,10.952025,10.759128,11.022829,10.2282095,9.804607,10.4437475,11.003289,11.039137,9.754443,12.315671,10.695918,11.146602,10.482243
1859-12-15,12.628289,13.340433,15.0219555,13.127898,12.988762,13.268578,12.419862,12.541273,13.0545225,13.11156,13.058372,11.828463,14.64718,12.79286,12.880301,12.964071
1860-01-15,14.739128,15.1201725,17.206562,14.343349,15.063187,14.239016,14.7931595,14.577812,15.819676,14.510421,14.343088,14.280124,16.363258,14.193335,13.922871,15.0406275
1860-02-15,16.049606,16.505075,18.803381,14.901018,16.09263,14.779988,15.937116,15.583179,16.941193,15.198686,15.01752,15.679735,17.530643,14.818088,14.505459,16.513407
1860-03-15,16.0344,17.003843,19.700947,15.362237,16.509745,15.106444,16.467422,15.77331,17.228905,15.376747,15.266854,16.57093,18.226952,14.582555,14.072252,16.730091
1860-04-15,15.418139,17.050594,19.475788,15.3867445,15.675119,15.081829,16.32589,15.141628,17.10778,15.179602,15.012103,16.035868,17.631214,13.775769,13.498592,15.7766285
1860-05-15,14.302898,16.027308,17.861702,14.342788,13.900071,14.169368,15.479038,13.857013,15.429245,14.369071,13.95953,13.832935,16.003609,12.440637,11.913852,13.544775
1860-06-15,12.031023,13.035165,13.918322,12.520761,11.76067,12.347796,13.351204,11.943023,11.988624,12.735682,12.538461,11.133579,13.6886635,10.447245,10.154215,11.738803
1860-07-15,9.279286,10.307914,10.880981,9.999583,9.454098,10.775804,10.988902,9.451162,8.75831,10.992258,10.668297,8.626518,11.080141,8.662491,8.14065,9.5925455
1860-08-15,8.042642,7.6407323,9.5481205,7.8851542,8.018763,8.778187,8.773438,7.3438096,7.5045295,8.729728,8.034155,7.647098,8.635594,6.963604,6.8228774,7.9949875
1860-09-15,7.747304,7.214383,9.041294,7.5357127,8.032745,7.988115,7.6179023,7.12806,6.891781,7.5212827,6.6651673,7.287546,7.9873433,6.802712,7.1492176,7.2338142
1860-10-15,8.8873415,8.773183,10.526254,8.793848,8.981049,9.103198,8.58556,8.346411,8.055973,9.144173,8.2858925,8.399433,10.297003,9.1445465,8.852132,8.992828
1860-11-15,11.052744,10.941593,12.209292,11.091795,10.318583,11.041642,10.316474,10.689759,10.610765,11.001491,10.836407,9.730353,13.223402,11.0118885,10.756665,11.635628
1860-12-15,12.877919,13.1429205,14.950557,13.233077,12.49479,13.185282,13.142967,13.031875,13.007406,13.209913,12.949604,12.198642,15.58187,12.63109,12.470761,13.715594
1861-01-15,14.76097,15.184202,16.83262,14.6327095,13.9426775,14.697598,15.518334,14.512889,15.699861,14.075307,14.427774,14.165262,17.035574,13.86293,13.7601,15.625981
1861-02-15,15.752375,16.49706,17.742146,15.16198,14.851884,15.498205,16.313116,15.418266,17.145039,14.880281,14.918806,15.487493,18.351349,14.606327,14.115521,16.759705
1861-03-15,15.785979,17.008165,18.744083,15.375009,15.516076,15.822364,16.724312,15.693782,17.613255,15.117427,15.087067,15.923567,18.891499,14.5723095,14.40417,16.960114
1861-04-15,15.164537,16.891338,18.656218,15.031368,14.698703,15.634918,16.666384,14.991335,17.256733,14.866125,14.574389,15.480071,18.325672,14.03468,13.637857,15.444716
1861-05-15,14.012669,15.78625,17.472492,14.423031,13.115506,14.479458,15.851752,13.597839,15.291725,14.206762,13.64568,13.565438,16.519567,12.546019,12.140896,13.040293
1861-06-15,11.884153,13.628731,13.997412,13.076596,11.258797,12.730658,13.491831,12.200063,11.479251,12.572409,12.716451,10.767948,14.221662,10.469922,10.328596,10.743005
1861-07-15,9.092062,10.5682,11.043919,11.186417,9.202479,10.862655,10.579605,10.380056,8.750211,10.9538555,10.825093,8.138649,11.092775,8.473982,8.432733,8.023737
1861-08-15,7.4936404,8.278158,9.504814,8.617132,8.121991,9.101027,8.39743,8.296747,7.0260763,8.234525,7.303281,7.05195,9.2904825,6.623913,6.8991942,6.289748
1861-09-15,7.4092345,7.514684,9.488924,7.4512506,7.9451933,8.261677,7.2720385,7.495411,6.330245,7.1662946,5.9968433,6.988015,8.836605,6.410632,7.1449666,6.0038457
1861-10-15,8.646775,8.975948,10.549927,9.219289,8.623443,9.883274,8.120293,8.411865,7.579538,9.242029,8.646577,8.030049,10.154262,9.217028,9.31457,6.9792047
1861-11-15,10.703951,11.421039,12.272673,11.36685,9.970114,11.322096,10.084804,10.71062,10.2780075,11.811895,11.439883,9.765049,13.2591305,11.033697,11.182835,10.328309
1861-12-15,12.822546,13.556095,15.246705,13.397842,11.617756,13.55605,12.881148,13.501475,13.581914,13.268338,13.089264,11.886301,15.594263,13.002368,13.195226,13.104364
1862-01-15,14.357327,15.754377,17.365374,14.639685,13.5025,14.78874,15.267191,14.905331,16.212019,14.211604,14.152751,13.852314,17.298603,13.974075,14.151996,14.325021
1862-02-15,15.235653,16.90212,18.734293,15.274282,14.722322,15.409798,16.036865,15.542566,17.471436,14.810105,14.576334,15.257391,18.435762,14.643301,14.629174,16.042452
1862-03-15,15.136,17.821438,19.180775,15.652989,15.00213,15.6991625,16.4139,15.809336,17.801056,15.067523,14.795774,16.00468,19.058153,14.510564,14.517233,16.459778
1862-04-15,14.423781,17.795254,19.269297,15.581291,14.909894,15.595905,16.444315,15.246775,16.874975,14.803118,14.648363,15.005646,18.670223,13.681113,14.101104,15.934039
1862-05-15,13.5948715,16.340168,17.492249,15.000232,13.769443,14.908837,15.671488,13.951124,15.415641,14.193495,13.819237,13.18271,16.458994,12.104918,12.474108,13.879423
1862-06-15,11.650985,13.772187,14.220752,13.015677,11.236794,13.263104,13.6554985,12.121486,12.569597,12.46445,12.784098,11.133669,13.637543,10.271939,10.599547,11.541613
1862-07-15,8.757273,11.218767,11.371418,10.991605,8.755943,11.599015,10.668007,9.051098,9.387387,10.916332,10.466323,8.430763,10.579636,8.404203,8.598934,9.015515
1862-08-15,7.477899,8.360518,9.677996,8.677261,7.627137,9.806251,7.922815,7.084652,7.583294,8.799195,7.5982647,6.974127,8.560974,6.921456,7.0610147,6.984797
1862-09-15,7.4663124,7.5683618,9.4372425,7.315802,7.528838,8.946805,7.3694777,6.4287467,7.1443973,8.345606,6.1945357,6.616959,8.268927,6.911119,7.279254,6.8628387
1862-10-15,8.328302,9.187981,10.762472,9.518255,8.377722,10.48931,8.088675,7.678113,8.499595,9.22612,8.010981,7.699647,10.079569,9.289067,9.4692,8.229666
1862-11-15,10.048981,11.118412,12.352477,11.304523,10.14022,11.696581,10.501086,10.25334,11.178361,10.694712,11.400422,9.722234,12.248925,11.13616,11.18457,10.861916
1862-12-15,12.139082,13.672432,14.978123,13.613438,12.553411,13.968521,12.616318,12.847264,13.942232,12.918882,13.350381,11.660354,14.876859,13.014202,12.811353,13.649765
