,ACCESS-CM2,INM-CM4-8,CESM2-WACCM,ACCESS-ESM1-5,MRI-ESM2-0,CESM2,MPI-ESM1-2-LR,INM-CM5-0,NorESM2-MM,IPSL-CM6A-LR
2033-09-15,2.2528915,6.007874,2.212941,1.6464512,0.82580954,0.50193065,2.3526115,5.096306,5.8714824,0.9989915
2033-10-15,4.7167735,7.7857723,5.052688,3.1697206,1.7558018,3.1288323,4.4595637,6.4900885,8.269789,2.7255073
2033-11-15,8.119692,9.848595,8.143882,5.074473,4.973673,7.3774767,7.0491323,9.075319,10.642523,6.805072
2033-12-15,10.528897,11.249109,10.261549,8.104056,8.694148,9.752824,9.382972,11.167693,12.137873,10.429755
2034-01-15,12.330148,12.90999,12.290179,10.105698,11.316315,11.96356,11.120652,13.160848,13.166693,13.052783
2034-02-15,13.944679,14.205284,13.214232,11.699426,12.693833,12.77328,12.291507,13.76431,14.005171,14.5681095
2034-03-15,14.556882,14.624861,13.267266,12.442207,12.625853,12.8610325,12.541715,13.828379,14.042111,14.674077
2034-04-15,14.187364,13.545919,12.586319,11.9458275,12.21345,12.56178,12.1649885,13.207939,12.985311,13.78382
2034-05-15,12.296303,11.650208,10.9616585,10.576286,10.275261,11.111758,10.30304,11.40398,11.466348,11.366494
2034-06-15,9.23996,9.523401,9.021338,8.446876,7.4424872,8.895123,7.2448883,9.260723,9.563024,8.405148
2034-07-15,5.055071,6.8129215,6.2801933,5.3061914,4.8755884,5.406338,4.6483064,7.0432005,7.484767,4.622438
2034-08-15,1.6635224,5.0433626,3.3105876,2.019696,1.7639269,1.8657274,2.7041278,5.5312614,5.741924,1.6335403
2034-09-15,0.86792535,4.7952747,2.2052498,1.1448668,0.47935924,0.85559267,2.246905,5.3376293,5.3858976,1.2326263
2034-10-15,3.883351,6.445279,4.479197,2.253834,2.0477533,3.2384894,4.052768,6.7499046,8.210766,2.3393927
2034-11-15,7.5909176,9.367238,7.8112,4.2607536,5.901493,6.6136303,6.7534037,8.814596,10.16011,5.881495
2034-12-15,10.329215,11.334989,10.1325245,8.089054,8.70893,9.515781,8.759199,10.833962,11.921337,9.887899
2035-01-15,12.384242,13.517273,11.978756,10.899742,11.257142,11.690273,10.6261425,12.776419,13.289876,12.380422
2035-02-15,13.431654,14.369044,13.068971,12.105364,12.305838,12.934724,11.959795,13.591203,13.826773,13.888064
2035-03-15,13.876282,14.903054,13.36346,12.263288,12.348726,13.093681,12.179829,13.715496,13.906465,14.187734
2035-04-15,13.295291,14.373107,12.801318,11.768496,11.775946,12.400883,11.5943,12.855469,13.170026,13.588148
2035-05-15,11.790432,12.443727,11.119496,10.4453535,10.02024,10.454215,10.183161,11.151823,11.733073,11.571202
2035-06-15,9.438717,10.369493,8.824092,8.535747,7.48232,8.070776,7.2980967,9.293861,9.576006,8.658527
2035-07-15,4.3782215,7.860322,6.122963,5.892556,4.6903987,3.9214344,4.3772798,6.823956,7.0884333,5.1683903
2035-08-15,1.2170129,6.138834,2.8821476,2.4321241,1.8531477,0.7242351,2.3671386,4.9894524,4.892425,2.3179166
2035-09-15,0.6349682,5.8952413,1.7456421,1.3491493,0.80884916,0.42315206,2.0602524,4.6108036,4.6506186,1.9407878
2035-10-15,2.6653187,7.503098,4.4282727,3.304427,1.663814,1.2487578,3.9634175,6.001315,8.009678,3.2296033
2035-11-15,6.6348825,10.074357,7.7391977,5.4852047,5.2347765,4.9576883,6.8309684,8.533358,10.019734,6.8646674
2035-12-15,9.878339,12.119546,9.841046,8.569599,8.70824,9.273684,9.168991,10.81188,11.815543,11.30802
2036-01-15,11.721975,13.9752655,11.75581,10.794709,10.919945,11.4721575,11.039589,12.726912,13.385093,13.1928625
2036-02-15,12.759036,15.113607,12.86164,12.002883,12.331788,12.555735,11.98825,13.564125,13.955969,14.002931
2036-03-15,13.073888,15.612241,13.11556,12.467213,12.547222,12.736896,11.985417,13.69443,13.99344,14.512496
2036-04-15,12.628935,14.579804,12.805249,11.908596,11.76696,12.260737,11.535272,12.500471,13.433825,13.772766
2036-05-15,11.074308,12.09933,11.192144,10.451292,9.654196,10.849592,10.331562,10.707321,11.986955,11.672713
2036-06-15,8.716205,9.863719,8.884983,8.200853,6.621111,8.521845,7.6931057,8.6804,9.92632,8.441575
2036-07-15,4.9914775,7.5458107,5.960923,5.058069,3.7395103,4.9818244,4.6505413,6.5961547,7.726424,4.9198265
2036-08-15,1.9508184,5.5770044,2.8497572,1.9936677,1.2171453,1.5435119,2.783581,4.839936,5.71322,2.0454886
2036-09-15,1.5660349,5.082151,1.8616685,1.3742723,0.499437,0.61180365,2.5422442,4.346756,5.215305,1.5532973
2036-10-15,3.553936,6.4664655,4.3663445,2.7473838,1.252021,2.759419,4.2112417,5.5307093,7.2962766,3.6672394
2036-11-15,6.445395,9.521072,7.552495,4.676622,3.1463342,6.7518907,7.1337824,8.161985,9.851673,6.450902
2036-12-15,9.529397,11.668573,10.059715,7.8784766,6.0551023,9.445993,9.377108,10.489259,11.894212,10.16074
2037-01-15,11.583515,13.229209,11.920806,10.655783,9.936264,11.638268,10.9805,12.128511,13.570112,12.188139
2037-02-15,13.104983,14.524256,13.020531,11.917837,11.597785,12.556107,11.786344,12.998978,14.0571785,13.318096
2037-03-15,13.50636,14.89938,13.540581,12.511374,11.859337,12.626531,11.969911,13.175232,14.10075,13.467315
2037-04-15,13.248053,14.170711,13.026021,11.892373,11.353998,12.077733,11.613035,12.47771,13.260608,12.990647
2037-05-15,11.539785,12.440348,11.267843,10.219176,9.464365,10.53811,10.203898,10.705078,11.633781,10.896414
2037-06-15,8.6711645,9.99338,8.786915,7.922314,5.9076324,8.336226,7.2827287,8.778242,9.597487,8.339935
2037-07-15,3.708121,7.647455,5.175729,4.787069,3.0405083,4.4139695,4.2524285,6.1623983,7.1710587,5.0948057
2037-08-15,0.96756953,6.032054,1.7174029,2.0010197,0.91044235,0.94874096,2.3968673,4.3365784,5.1158395,2.1826956
2037-09-15,0.45318696,5.67871,0.9101753,0.94762254,0.38543144,0.37420952,2.1725812,3.868494,4.6939483,1.8959601
2037-10-15,2.2421448,7.1983805,2.7141926,2.1025333,0.85017043,1.8871342,3.7877963,5.5900555,7.6264834,3.5679243
2037-11-15,5.66893,9.860536,6.929314,3.9591043,2.6225166,5.882414,6.2728653,8.321289,10.062236,6.723489
2037-12-15,9.154328,11.818298,9.506583,6.8677716,5.748817,8.65594,9.111362,10.378288,11.85089,10.2734995
2038-01-15,11.657563,13.767658,11.5963,9.975073,9.234763,11.05951,11.021859,12.234146,13.322627,12.470317
2038-02-15,13.278196,14.711888,13.011071,11.831678,11.590335,12.328763,11.798756,13.26926,13.871946,13.508395
2038-03-15,14.009702,15.029751,13.255578,12.390373,12.105381,12.687415,12.010366,13.459944,13.980687,13.380149
2038-04-15,13.71857,14.315679,12.708602,11.861198,11.608626,12.052473,11.376898,12.653812,13.165454,12.508106
2038-05-15,12.023248,12.488829,11.131691,10.387252,9.349108,10.456411,9.804307,10.918819,11.685669,10.612581
2038-06-15,9.286092,9.943569,8.66991,8.0055895,5.829387,8.257852,6.8032184,8.811118,9.695406,7.790879
2038-07-15,4.484483,7.045555,4.598139,4.763146,2.2990062,4.536342,3.948942,6.2002172,7.494036,4.2991033
2038-08-15,1.1642978,5.401515,1.0141053,1.876487,0.3498206,1.2569522,1.8780376,3.820702,5.294873,1.3034545
2038-09-15,0.62600845,4.967959,0.47830346,0.9864534,0.11852661,0.43099666,1.3878819,3.4342456,4.585962,1.2098504
2038-10-15,2.3592374,6.1004124,1.5485306,1.994339,0.29347587,1.9984616,3.0529518,4.396822,7.3806014,2.7906473
2038-11-15,6.335478,9.393121,5.5930977,3.8996477,1.054671,5.6119657,6.229485,7.4687653,9.835318,5.350834
2038-12-15,10.337726,11.576926,9.431404,7.4892006,4.8792963,8.626984,8.765689,10.196867,11.982315,10.057298
2039-01-15,12.281563,13.16236,11.251296,10.669984,8.963709,11.089037,10.440527,12.234106,13.544528,12.42704
2039-02-15,13.449294,14.459468,12.865292,12.438137,10.885892,12.409688,11.521237,13.269119,14.042466,13.208261
2039-03-15,13.899287,14.794822,13.444294,12.991241,11.368333,13.064491,11.745626,13.458716,13.997936,13.2569
2039-04-15,13.704747,13.803285,13.102668,12.261284,10.721842,12.49152,11.334266,12.569335,13.1924,12.52154
2039-05-15,12.128831,11.98412,11.386755,10.389363,9.487764,10.550027,10.054673,11.019826,11.568541,10.287259
2039-06-15,9.613459,9.566682,8.869259,8.243677,6.483268,7.9697104,7.3587623,8.77981,9.484406,7.689235
2039-07-15,5.0028744,6.815245,6.127675,5.0406413,2.7924063,3.8075383,4.1759024,6.0942097,7.0538397,4.6123104
2039-08-15,1.472758,5.435999,3.1185431,1.8845115,0.37573144,0.53431034,2.4405682,4.3778496,4.634118,1.782279
2039-09-15,0.92635334,5.042733,1.8843282,0.98014283,0.08365004,0.20709409,1.9827548,3.95624,4.0921955,1.2511538
2039-10-15,3.4313686,6.9217777,4.2304354,1.935097,0.21685348,0.7825953,3.122645,4.9587135,7.3607965,2.5387568
2039-11-15,6.92634,9.553431,7.9969654,3.9826415,1.7060882,5.0155625,5.9893355,7.509014,10.0940485,6.4235663
2039-12-15,10.322043,11.449343,10.269386,7.6056337,5.377099,8.313817,8.923069,10.296566,11.743917,9.783535
2040-01-15,12.473486,13.33305,11.86288,10.548671,9.009452,10.657479,10.359041,12.429694,13.426749,11.786548
2040-02-15,13.703868,14.315565,12.894501,12.005171,11.18735,12.344789,11.730842,13.616631,13.927769,13.050125
2040-03-15,14.12479,14.753248,13.062709,12.669971,11.440894,12.8102255,11.904312,13.924323,13.890927,13.567617
2040-04-15,13.879219,13.990919,12.437918,12.139124,11.1681795,12.122155,11.496776,12.725558,13.072286,12.770541
2040-05-15,12.299978,12.269864,10.9785385,10.6810255,9.964625,10.245884,10.191038,10.766012,11.505473,10.870872
2040-06-15,9.8313,9.912277,8.515507,8.405261,6.5842295,7.439916,7.5407314,8.464186,9.478806,7.7768397
2040-07-15,5.2133274,7.5217314,4.721031,5.517851,3.1299443,3.5339737,4.417944,6.024338,7.063672,4.295121
2040-08-15,1.6986201,6.0046506,1.390345,1.8397478,0.6008817,0.6983418,2.2317553,4.183552,5.074323,1.6727207
2040-09-15,1.0084841,5.8336973,0.66442746,0.6127479,0.11358965,0.2488841,1.817738,3.6198368,4.7674217,1.3299521
2040-10-15,3.9628317,7.453838,2.848556,2.2162418,0.5017187,1.3300802,3.2842536,4.522475,7.1976643,2.6107397
2040-11-15,7.7546463,9.48768,6.0133452,5.6633897,2.0483859,4.1301155,5.7247295,7.195661,9.894735,5.099622
2040-12-15,10.476563,11.250607,9.496133,8.494708,6.0722594,7.6530013,8.623332,10.220086,11.867566,9.0982895
2041-01-15,12.335157,13.250316,11.341289,10.478225,9.4763975,10.0759115,10.560708,12.241978,13.500259,11.333506
2041-02-15,13.709861,14.232425,12.570819,12.198077,10.999921,11.952307,11.605491,13.492663,13.780888,12.5854025
2041-03-15,13.997351,14.755915,12.88182,12.964218,11.368094,12.892995,11.541955,13.795362,13.896702,12.739225
2041-04-15,13.625184,13.935014,12.406157,12.352648,11.019554,12.46788,11.150675,12.837095,13.291071,11.726446
2041-05-15,12.058498,12.027553,10.684744,10.675763,9.304664,10.502161,10.01584,10.864601,11.640923,9.791531
2041-06-15,9.543437,9.4833355,8.08921,8.486208,6.063783,7.5086126,7.4629507,8.624495,9.547272,7.1765194
2041-07-15,4.795955,7.519801,3.7066596,5.436999,2.4541643,2.9149103,4.3176823,6.0007787,7.286969,3.6546574
2041-08-15,1.3501582,6.0676117,0.6984191,1.7610216,0.6457049,0.46539658,1.9815477,3.9323845,4.8205986,0.95899236
2041-09-15,0.75578624,5.649934,0.3993191,0.5893781,0.3096997,0.22669773,1.5485065,3.2260613,4.568142,0.72474986
2041-10-15,3.0722063,7.6088457,1.0066801,1.9855168,0.73733044,1.0023155,3.4903488,4.5954933,7.18835,1.5939293
2041-11-15,6.8864594,9.9006605,5.007615,5.058481,1.9428946,4.8150134,6.0398993,7.6600046,9.914515,3.7123213
2041-12-15,10.267333,11.464499,8.835343,7.9942217,5.7371283,8.559016,8.592699,10.160335,11.5500965,8.196963
2042-01-15,12.065791,13.31503,11.308275,10.64376,9.686944,10.709342,10.049165,11.993519,13.08626,10.986152
2042-02-15,13.087157,14.510514,12.888431,12.217525,11.183431,12.369129,11.330587,13.228812,13.761241,12.180628
2042-03-15,13.983246,14.792861,13.248694,12.577913,11.736303,13.026003,11.670076,13.361823,13.99215,12.206042
2042-04-15,13.52748,13.878498,12.882836,11.958712,10.913129,12.473237,11.137822,12.56254,13.017883,11.462232
2042-05-15,11.855196,12.14714,11.044507,10.526816,9.228317,10.502126,10.105439,10.635845,11.248598,9.666163
2042-06-15,9.065361,9.52504,8.3273115,8.269887,5.911294,7.7270036,7.306321,8.230644,9.04852,6.853415
2042-07-15,4.283884,7.4331784,4.112141,5.2392445,2.2529714,3.0192616,3.7917976,6.236536,6.9457126,3.2412596
2042-08-15,1.1057103,5.8712993,0.90351397,1.9207089,0.28917485,0.41953912,1.5542089,4.6620197,4.8519015,0.49862275
2042-09-15,0.5734217,5.332798,0.36346945,0.8382604,0.076496564,0.1923607,1.1828947,4.153637,4.4840975,0.14612073
2042-10-15,2.5122962,6.7850733,1.0772332,2.1125555,0.20669918,0.6673658,2.5840251,5.153152,6.940536,0.72747093
2042-11-15,6.1439724,9.280003,4.8379107,4.6162043,1.3211366,3.8810544,5.708275,7.439186,9.550277,3.5515
2042-12-15,9.892047,11.486237,8.762697,7.917472,4.394117,7.8246484,8.833846,9.765779,11.433886,8.062084
2043-01-15,12.194139,13.6270685,11.124024,10.370379,8.6286125,10.808124,10.617327,11.55838,13.181041,10.918269
2043-02-15,13.676794,14.593728,12.808,11.565893,10.936229,12.225767,11.944943,12.531828,13.871127,12.1970215
2043-03-15,14.326694,15.063173,13.113557,12.096873,11.475014,12.342266,12.380136,12.673936,14.136351,12.491815
2043-04-15,13.908474,14.228611,12.740261,11.682625,11.100806,11.994944,11.694485,12.114756,13.369993,11.622139
2043-05-15,12.16337,11.991997,10.894383,10.125406,9.30892,10.441994,10.334215,10.427339,11.502642,9.535051
2043-06-15,9.344532,9.303253,8.376636,8.048004,5.957878,7.5213494,7.2910614,7.925402,9.423107,6.809763
2043-07-15,3.9389963,7.2016964,3.6816688,5.4911737,1.4389961,3.0290687,3.7579787,5.6667833,7.043578,2.8608732
2043-08-15,0.8117497,5.605507,0.53074884,2.513018,0.104359075,0.4830443,1.4840345,4.0628586,4.7526946,0.4036027
2043-09-15,0.22234043,5.624954,0.23370983,1.2383189,0.038114786,0.21339239,1.0247793,3.6945457,4.164144,0.197091
2043-10-15,2.352949,7.4372315,1.8736588,2.9118114,0.12557054,1.0383995,2.5238726,4.7211146,6.8087993,1.0970049
2043-11-15,6.09861,9.490851,5.602726,5.142969,0.74980813,4.025493,5.373371,7.058196,9.752189,3.802158
2043-12-15,10.069716,11.098524,9.369501,8.098278,3.65874,8.533626,8.742402,9.452174,11.638064,7.610559
2044-01-15,11.895685,12.906261,11.463144,10.350172,8.936127,10.713359,10.759264,11.261741,13.353554,10.51725
2044-02-15,13.140851,14.286882,12.657412,11.690984,10.950962,11.951795,11.482237,13.032003,14.179556,11.787695
2044-03-15,13.771602,14.587421,12.962811,11.864645,11.505762,12.645842,11.676181,13.398257,13.967359,11.947025
2044-04-15,13.560198,13.8770275,12.578894,11.065751,10.981386,11.946554,11.3735695,12.625599,13.452119,11.269578
2044-05-15,11.980629,11.845947,11.099564,9.424812,9.124749,10.228506,10.132416,10.881418,11.571078,9.346563
2044-06-15,9.125603,8.733347,8.762241,7.442472,5.856141,7.0010133,7.1841063,8.677774,9.340949,6.4077907
2044-07-15,4.02444,6.577382,4.962538,4.0739293,1.9644346,2.2037482,3.9838023,6.419206,6.7038713,1.6445953
2044-08-15,0.9508351,5.072368,1.0361736,1.2086431,0.08660367,0.30974182,1.6590236,4.5334487,4.086559,0.19966333
2044-09-15,0.39847824,4.8123193,0.35286018,0.49493092,0.020657169,0.13370085,1.2683562,4.135365,3.4268668,0.1126952
2044-10-15,2.580502,6.064831,1.488761,1.2151265,0.056118608,0.48946616,2.8897963,5.0564985,6.2423663,0.47285458
2044-11-15,6.759661,8.414254,5.599297,3.3690116,0.8100019,2.5434873,5.830072,7.554569,9.706733,1.7239331
2044-12-15,10.028586,10.6879225,8.9060135,6.973933,5.189853,7.127904,8.087882,10.116263,11.764624,5.471899
2045-01-15,12.079841,12.511269,11.302599,10.185556,9.345037,10.445174,10.370377,11.939378,13.578254,10.465636
2045-02-15,13.275974,14.186029,12.685733,11.594879,10.870607,12.1794195,11.546321,12.899263,13.952365,11.927032
2045-03-15,13.82247,14.4997015,13.170595,11.8258505,11.365073,12.649527,11.90241,13.212042,13.832042,12.108749
2045-04-15,13.497226,13.65955,12.853294,11.3270855,10.9921465,12.077576,11.558595,12.358303,13.322152,11.333508
2045-05-15,11.750818,11.949821,11.106166,9.929203,9.219368,10.479376,10.215527,10.481207,11.621529,8.923535
2045-06-15,9.066307,9.515055,8.687196,7.848729,6.0123935,7.9925942,7.7257323,8.302784,9.604898,5.9879537
2045-07-15,3.833096,7.232963,5.338113,4.201667,2.491363,3.0890424,4.360906,5.7584996,6.7668066,1.4285642
2045-08-15,0.8739729,5.542446,1.3271871,1.3867894,0.15560204,0.33948997,2.234447,3.818859,4.0450783,0.07187464
2045-09-15,0.29036346,5.1258693,0.4076674,0.7630967,0.031119645,0.13208564,1.7682525,3.2187324,3.4150097,0.013360623
2045-10-15,1.5922983,6.671734,2.4341686,1.3601451,0.06210961,0.5150581,2.8235345,4.6050887,6.4195027,0.20172569
2045-11-15,5.730887,9.255113,6.4701276,2.6919203,0.8129399,3.9409857,5.8098435,7.3055983,9.814169,1.5790423
2045-12-15,9.71923,11.200853,9.378054,6.318027,5.432106,8.109625,8.750143,9.907519,11.542508,5.497615
2046-01-15,12.022536,12.637758,11.351772,9.8532915,9.15599,10.637201,10.480346,12.021538,12.952852,10.013697
2046-02-15,13.085875,13.774788,12.916116,11.265393,10.783624,11.8994,11.461047,13.270387,13.817364,11.630198
2046-03-15,13.533217,14.260494,13.218448,11.687494,11.653512,12.323809,11.697904,13.348723,13.938678,12.324053
2046-04-15,13.087639,13.60334,12.99095,11.436012,11.3385315,11.909958,11.312031,12.68689,13.101814,11.668707
2046-05-15,11.660639,11.766439,11.244952,10.151984,9.724502,10.271985,9.949383,10.995544,11.64512,9.648459
2046-06-15,9.070346,9.142805,8.676687,7.906325,6.559069,8.02619,7.181979,8.591957,9.4672785,6.535868
2046-07-15,4.624014,7.2686405,4.8648105,4.2656045,2.5638008,3.7215006,3.9473474,6.219553,7.1229296,1.6815509
2046-08-15,1.3651553,5.668756,1.18233,1.0995922,0.25815162,0.42859927,1.5645983,4.3028507,4.283024,0.19632538
2046-09-15,0.53939354,5.162644,0.43406934,0.38132685,0.047621112,0.16433875,1.1542422,3.6384876,3.4319327,0.10116235
2046-10-15,2.4398868,6.518556,2.4463983,1.1545478,0.14920032,0.9278799,2.66789,5.210597,6.3668327,0.68730885
2046-11-15,6.092008,9.03968,6.393206,3.4599638,0.8223119,4.6341157,5.5734134,7.7780867,9.656847,2.2842295
2046-12-15,9.70635,11.053566,9.419622,6.936503,4.850083,8.503583,8.438645,10.120327,11.432216,5.527992
2047-01-15,11.3331995,12.791821,11.600764,10.208539,9.011969,10.771593,10.168564,12.087935,13.135483,10.194706
2047-02-15,12.918306,14.071047,12.856705,11.677337,11.203555,12.194631,11.029684,13.001276,13.937843,11.564968
2047-03-15,13.397414,14.193766,13.277134,11.935652,11.727167,12.495051,11.497813,13.358866,13.9389105,11.852936
2047-04-15,12.892248,13.527332,12.823934,11.291516,11.309768,12.03717,10.915086,12.678284,13.318189,11.308576
2047-05-15,11.337057,11.896482,11.250152,9.8361,9.24125,10.283208,9.919534,10.71643,11.5075655,9.791612
2047-06-15,8.9125185,9.56751,8.895068,7.790001,5.7686787,7.7453756,7.027277,8.302988,9.284636,6.27871
2047-07-15,4.173338,7.148946,5.221234,4.2516384,2.821432,4.141971,3.5897799,5.612672,6.8200054,1.5472246
2047-08-15,0.90133977,5.3590417,1.7446795,1.1798351,0.2532255,0.6049754,1.2926592,3.9464717,4.2875376,0.20962156
2047-09-15,0.3423416,4.859317,1.0351347,0.5070505,0.02341381,0.19239171,0.85295427,3.703877,3.2664852,0.11491037
2047-10-15,1.6054221,6.1829844,2.3158753,1.2287707,0.020132968,0.7544503,2.1609519,4.6549754,6.313899,0.51861477
2047-11-15,5.4654913,9.057882,5.505829,2.8094301,0.9857872,4.6364017,5.268763,7.130745,9.269013,2.048422
2047-12-15,9.719244,10.935323,9.244006,6.084501,5.3977046,8.519405,8.377893,10.180774,11.011668,4.6410084
2048-01-15,11.500537,12.424249,11.541244,9.760581,8.837726,10.654705,10.63314,12.2322445,12.953698,9.75208
2048-02-15,12.8650875,13.491877,12.701641,11.5816345,11.047804,12.354578,11.559282,12.986623,13.836771,11.722565
2048-03-15,13.279615,13.595804,12.868231,11.973362,11.484056,12.959658,11.964583,13.100096,13.775345,12.016181
2048-04-15,12.377821,12.876328,12.504118,11.384516,10.876765,12.248884,11.215347,12.572071,13.204074,11.300467
2048-05-15,10.699326,11.011345,10.93377,9.904102,9.042512,10.431394,9.545939,10.921862,11.67843,9.60534
2048-06-15,8.306271,8.769102,8.316397,7.9480205,5.6161127,7.9452395,6.723563,8.764385,9.283676,6.387256
2048-07-15,3.8421195,6.793082,5.103308,4.8367414,2.7121098,3.2281835,3.4311485,5.841478,6.921294,1.5532258
2048-08-15,0.69908315,5.158934,1.6692245,1.5377138,0.20116478,0.4874249,1.519018,4.0296736,4.5597663,0.16268767
2048-09-15,0.22733758,4.781594,0.58699244,0.64321494,0.024404848,0.19202358,1.325191,3.731222,3.8766692,0.11008657
2048-10-15,1.3121555,6.452491,2.1116865,1.7589319,0.052306782,0.8636189,2.4758856,4.866072,6.801976,0.4813478
2048-11-15,5.720654,8.8349,5.1132236,4.1349263,0.90332973,4.3613887,5.143012,7.1010785,9.518649,1.8613108
2048-12-15,9.22375,10.956909,8.465768,7.4267836,5.393155,8.704988,8.170578,9.7976055,11.511778,6.434057
2049-01-15,11.027352,12.615599,11.041692,10.017104,8.825811,10.585124,10.168241,11.869949,13.231681,10.658339
2049-02-15,12.50809,13.392967,12.52243,11.406437,11.134139,12.052463,11.48659,13.094755,13.866269,11.842383
2049-03-15,13.16125,13.78852,12.883585,12.011321,11.567639,12.186831,11.931464,13.099895,14.089099,12.065382
2049-04-15,12.64911,13.287443,12.556884,11.609657,11.104433,11.540838,11.178982,12.368198,13.335031,11.371156
2049-05-15,11.1064825,11.427818,11.061289,9.895525,9.591665,10.003272,9.409023,10.764406,11.41053,9.598502
2049-06-15,8.544218,8.57277,8.568214,7.796,5.9689116,7.152334,6.8969426,8.363514,9.105961,6.007477
2049-07-15,4.3272424,6.013294,4.781748,4.640535,2.5759177,2.278834,3.8203614,5.442479,6.370608,1.263312
2049-08-15,1.2737939,4.2610188,1.01904,1.3043507,0.25977975,0.3844242,1.7715001,3.78403,3.8686116,0.13757876
2049-09-15,0.64594245,3.9289546,0.38046905,0.43433577,0.0453946,0.16069841,1.5105319,3.433793,3.2804651,0.08761187
2049-10-15,2.0808358,5.381854,1.9353303,1.2953562,0.070326276,0.48734447,3.1165893,4.295266,6.436607,0.2986175
2049-11-15,5.5137777,8.72093,6.2882433,3.6993823,1.7295995,2.9359667,5.912065,6.858906,9.5655985,1.7680575
2049-12-15,8.808541,10.974435,9.29654,7.2782817,6.116113,7.205862,8.532772,9.590055,11.312305,6.601857
2050-01-15,10.87225,12.327896,11.25901,10.041872,9.269401,9.902995,10.783264,11.721363,12.86106,10.40346
2050-02-15,12.284502,13.560076,12.888195,11.335096,11.425271,11.627198,11.856822,12.723446,13.725533,11.810671
2050-03-15,13.0379925,13.87815,13.256836,11.904845,11.634493,12.140319,12.219075,12.837145,13.798421,11.799038
2050-04-15,12.688257,13.333371,12.718008,11.39834,11.141795,11.752801,11.491544,12.2178545,13.22741,10.912136
2050-05-15,10.871642,11.569412,11.020198,9.865111,9.087433,10.279727,10.071867,10.421704,11.5910225,8.738568
2050-06-15,7.96482,9.186907,8.788201,7.3722434,5.5885396,7.556039,7.5691123,7.952698,9.422195,5.631139
2050-07-15,2.6294672,6.71284,5.756037,4.2803082,2.5143602,2.2085776,4.116011,5.1631827,6.6208377,1.7510605
2050-08-15,0.35803074,4.6276865,1.7683245,1.2138587,0.29376218,0.23349285,1.8656921,3.691683,3.7802744,0.20250162
2050-09-15,0.077167116,4.2436414,0.6824615,0.3553577,0.028005332,0.081001334,1.3561734,3.3448513,2.99702,0.084634446
2050-10-15,0.35825545,5.728398,3.1717005,1.2778927,0.0899768,0.18747355,2.9028156,4.0147305,6.0117054,0.6985876
2050-11-15,4.111136,8.999149,6.5892663,3.6801836,1.1292455,2.1843693,5.72569,6.40932,9.428196,2.4039164
2050-12-15,8.555317,11.240726,8.784926,6.3782163,4.7787113,6.9038057,8.404162,9.303141,11.391954,5.3603873
2051-01-15,10.798655,12.834368,10.421287,9.403813,9.17139,10.036504,10.41492,11.700373,13.276114,9.832123
2051-02-15,12.292425,14.05048,11.891972,10.920731,11.147308,12.00889,11.57207,12.72246,13.858126,11.514796
2051-03-15,12.776109,14.420544,12.629404,11.099582,11.633086,12.798717,11.817872,12.893235,13.891705,12.026475
2051-04-15,12.672841,13.731321,12.514539,10.568114,11.306757,12.155039,11.395363,12.236637,13.35893,11.23887
2051-05-15,11.283463,11.786709,10.991253,9.096524,9.894759,10.255707,10.096777,10.432112,11.935356,9.268401
2051-06-15,8.693326,9.280397,8.403615,7.141357,6.789683,7.7334094,7.4044223,8.137321,9.808168,6.2075415
2051-07-15,3.0943086,6.9477377,4.8056836,3.9891672,3.3942373,3.4495277,4.099026,5.6251335,7.035898,1.6574465
2051-08-15,0.44135684,5.384638,1.3031619,1.0660024,0.30183795,0.38473037,1.9284722,3.8860674,4.166598,0.18897806
2051-09-15,0.14210874,5.2822285,0.52440876,0.3541283,0.041163623,0.11324486,1.3206012,3.373418,4.0200944,0.111609764
2051-10-15,0.93327004,6.9297123,2.6188586,0.75272906,0.11843661,0.310079,2.8257143,4.681752,6.409302,0.3557594
2051-11-15,4.7978907,9.031084,6.3602457,2.5857134,0.95834744,3.1822777,5.336357,7.387866,9.973456,1.3221893
2051-12-15,8.967431,10.832753,9.027052,5.667081,5.596301,7.5772724,7.8175635,9.572528,11.745076,4.074192
2052-01-15,11.420338,12.238211,10.953477,8.581256,9.51387,9.971328,9.918652,11.428877,13.245383,8.889981
2052-02-15,12.723663,13.609068,12.4040985,10.110054,11.1652355,11.456174,11.489994,12.612497,13.777532,11.012067
2052-03-15,13.228272,13.997768,12.787609,10.866336,11.777548,11.909037,11.795027,12.759468,13.558927,11.646778
2052-04-15,12.855329,13.398142,12.246292,10.4073925,10.997508,11.286405,11.198576,11.870104,12.876183,10.835169
2052-05-15,11.223163,11.58247,10.535648,8.905679,9.425506,9.544681,9.427468,10.304131,11.347692,8.894598
2052-06-15,8.638993,9.11514,8.263246,6.886111,6.3977075,6.580968,6.5051036,7.907052,9.29848,5.817279
2052-07-15,3.2688224,6.7324705,4.4929447,3.3914456,3.1051912,1.9023318,3.4959695,5.361226,6.493017,1.9933047
2052-08-15,0.4620283,5.0725408,0.8098404,0.7244716,0.38528544,0.23469858,1.4185145,3.5975502,3.4900963,0.35806298
2052-09-15,0.10781466,4.682569,0.3532963,0.22158562,0.051783964,0.08804574,0.9348268,3.2336414,2.5523157,0.31158894
