,ACCESS-CM2,INM-CM4-8,CESM2-WACCM,ACCESS-ESM1-5,MRI-ESM2-0,CESM2,MPI-ESM1-2-LR,INM-CM5-0,NorESM2-MM,IPSL-CM6A-LR
2052-10-15,0.6707147,5.9525375,1.1840017,0.4308816,0.17035891,0.2671378,2.2477832,4.247259,4.878649,0.53954524
2052-11-15,4.7085123,8.640783,5.748274,2.1110604,1.613079,2.6254222,5.079346,6.99081,8.672599,1.7926358
2052-12-15,8.737317,10.996885,8.83424,5.5241895,5.5679107,6.789667,7.9397573,9.708797,10.858989,5.7466817
2053-01-15,10.908459,12.859829,10.586117,8.799878,9.399251,9.617334,9.957264,11.147959,12.631805,9.147861
2053-02-15,12.433982,13.938125,11.80453,10.333774,11.481905,11.23856,11.054395,12.53625,13.533946,11.044794
2053-03-15,13.280298,14.095234,12.506475,10.999444,11.977366,11.837763,11.650731,12.604172,13.626281,11.304176
2053-04-15,12.8444195,13.455254,12.055515,10.318613,11.419116,11.64856,11.283671,11.857592,12.776688,10.59242
2053-05-15,10.992215,11.5184765,10.225665,8.990399,9.715001,9.974812,9.7040615,10.332331,11.096444,8.738459
2053-06-15,8.402556,9.238697,7.2941556,7.0480194,6.431521,7.152341,7.002504,8.19116,8.748718,5.775433
2053-07-15,3.7853363,7.4808025,3.1740925,3.6664164,3.1643481,2.243798,3.9644215,5.784751,5.9730945,1.5676562
2053-08-15,0.87719214,5.73081,0.59382504,0.9238737,0.45646062,0.24376367,1.5036771,4.311197,3.1332188,0.010585613
2053-09-15,0.25534526,5.2995424,0.24263678,0.3330897,0.027223108,0.09559782,1.0897967,3.959896,2.565292,0.00028291048
2053-10-15,1.2727407,6.4580436,0.5938743,0.810869,0.042179536,0.25374997,2.7291508,5.3041887,5.9360766,0.03361833
2053-11-15,4.5197864,9.3558445,3.5417583,2.5943494,0.93474543,2.2383528,5.976259,7.6648197,9.215477,0.7189415
2053-12-15,8.443105,11.107247,8.106166,5.6134233,4.7276945,7.1183968,8.521995,9.964106,10.979197,4.6861467
2054-01-15,10.288828,12.623924,10.15164,8.709275,9.1914625,10.079754,10.245109,11.929678,12.741013,9.04202
2054-02-15,11.408281,13.548822,11.74984,10.352533,11.165073,11.535356,11.331496,13.023332,13.400215,10.794011
2054-03-15,12.18116,14.051845,12.274237,10.861035,11.855321,11.651409,11.574111,13.063072,13.571038,11.086503
2054-04-15,12.262919,13.434692,12.107126,10.596462,11.447528,11.536563,10.990171,12.519005,12.843003,10.30377
2054-05-15,10.87549,11.684825,10.617801,9.209998,9.60417,10.020583,9.335622,10.825712,11.192711,8.465877
2054-06-15,8.307742,9.115008,7.9736886,6.8257723,6.301705,7.048365,6.480566,8.5454855,9.091013,5.7269855
2054-07-15,3.150694,7.0280995,4.28227,3.0500565,3.0559442,2.1664298,3.6144319,5.847419,6.687457,1.5052377
2054-08-15,0.50697726,5.584693,0.78959215,0.50825644,0.4833109,0.20551865,1.5078373,4.204712,4.054139,0.030748509
2054-09-15,0.1587108,5.2390604,0.26459163,0.14722486,0.041936245,0.0799407,1.0530256,3.812484,3.3470786,0.0011836216
2054-10-15,0.7741344,6.478819,1.0482303,0.23379314,0.13034217,0.1712531,2.5224702,4.659375,6.6736546,0.19810149
2054-11-15,4.80852,9.346354,4.7194457,2.178462,1.7980899,1.4369843,5.0132713,7.0357485,9.1102495,1.8023533
2054-12-15,8.625748,11.084053,8.362676,6.1662154,6.6311584,5.0475993,7.338641,9.981957,11.0117235,5.3579545
2055-01-15,10.679655,12.748489,10.825187,9.323599,10.359285,9.132183,9.501662,11.7254925,12.817311,9.515402
2055-02-15,12.005007,13.876177,12.353433,10.503764,11.632328,11.18819,10.7455225,12.868746,13.522223,11.025984
2055-03-15,12.928408,14.18672,12.869169,10.842349,12.161797,12.275736,11.147708,13.086817,13.738745,11.565644
2055-04-15,12.469362,13.458846,12.247033,10.448274,11.322897,11.83307,10.648006,12.470557,13.363259,10.943197
2055-05-15,10.87606,11.845467,10.418998,8.855695,9.148339,9.936979,9.501331,10.55304,11.724424,9.025205
2055-06-15,8.225164,9.622007,7.6202106,6.9925175,6.059895,6.8197336,6.309275,8.209789,9.334126,5.129185
2055-07-15,2.8219311,6.6408567,2.7260072,3.1413267,3.408149,2.1086538,3.0051937,5.99631,7.023264,0.80029243
2055-08-15,0.3561884,4.7031236,0.5316677,0.49318781,0.36408645,0.20035253,1.1326731,4.347883,4.2166243,0.06913405
2055-09-15,0.079685576,4.24862,0.33974993,0.16909094,0.02319558,0.07941798,0.7542305,3.6984148,3.3402863,0.019612834
2055-10-15,0.19323075,5.315229,0.8022005,0.3146967,0.046858065,0.20215109,1.8372566,5.3123903,6.8665557,0.113424934
2055-11-15,3.5749645,8.114377,2.64213,1.8524845,0.84645385,1.1995603,4.2266564,7.7961426,9.440867,0.8826632
2055-12-15,7.8977365,10.362025,7.4438076,5.435671,5.347994,5.284599,7.410998,9.9980545,11.270022,3.6220639
2056-01-15,10.635998,12.458849,10.261027,8.72524,8.560704,9.125736,9.868072,11.559801,12.962136,8.952347
2056-02-15,11.836511,13.36867,11.657049,10.38605,11.098229,11.195625,11.085286,12.919199,13.780298,11.161369
2056-03-15,12.270088,13.396681,12.296766,10.943219,11.539216,12.055032,11.535674,13.190036,13.630747,11.620278
2056-04-15,12.037562,12.702538,11.852363,10.621434,10.992341,11.678264,11.106048,12.653856,12.9681,10.989667
2056-05-15,10.514388,11.110151,10.100738,9.147776,9.525676,9.757002,9.937565,10.697663,11.290953,8.878586
2056-06-15,7.3432765,9.184056,7.4952993,6.8760333,5.971151,6.2441115,6.893182,8.428772,9.227268,5.021694
2056-07-15,1.7914865,6.7331753,2.9392724,2.777504,2.7577085,1.0155263,3.596308,6.093049,7.1588006,0.51926696
2056-08-15,0.15701567,4.6733546,0.413372,0.34987766,0.32844412,0.108335145,1.3958606,4.445827,4.9933243,0.007180729
2056-09-15,0.038125876,4.0757375,0.19293007,0.116186075,0.026599944,0.024258941,0.75233686,3.9508739,4.2863507,0.0002350513
2056-10-15,0.27085805,5.5055428,0.6312575,0.15286544,0.099187806,0.040396873,2.136104,5.0059686,7.167963,0.08288522
2056-11-15,3.0564249,8.732288,4.0538764,1.2209373,1.2434494,1.359971,4.988112,7.127716,9.982563,0.7036992
2056-12-15,7.662076,10.602976,7.782628,4.5506916,5.064647,5.9291945,7.7932034,9.403818,11.416609,2.800115
2057-01-15,10.510482,12.374584,10.312016,8.158663,8.769117,8.932166,9.559965,11.555552,13.067484,8.707065
2057-02-15,11.900357,13.572878,11.415294,10.341535,11.210747,11.273584,10.904214,12.620523,13.833678,11.145873
2057-03-15,12.47123,13.857985,12.323019,11.058512,11.591032,12.214453,11.440138,12.77725,13.803365,11.542744
2057-04-15,12.0409975,13.288971,11.785951,10.86447,11.166482,11.803854,11.077503,12.07474,13.261095,10.615068
2057-05-15,10.609882,11.552629,9.747211,9.422206,9.575639,9.923406,9.671505,10.332727,11.562879,8.950268
2057-06-15,8.015701,9.061907,7.6263027,7.1660204,6.144895,6.4391413,6.808446,8.126699,9.491438,5.929007
2057-07-15,2.2242072,6.277228,3.2789114,3.0666003,2.7621047,1.6838411,3.4130418,5.76283,7.054876,1.3426257
2057-08-15,0.284305,4.354408,0.42043108,0.27189356,0.38083473,0.1695531,1.0921531,4.0847034,4.3029246,0.06984287
2057-09-15,0.06002766,3.7076454,0.17801979,0.060566008,0.03510241,0.055404056,0.6412672,3.7016873,3.5314584,0.017655851
2057-10-15,0.370435,5.017107,0.52838254,0.045814622,0.14729968,0.15787879,1.6037086,4.943391,6.2444835,0.15225144
2057-11-15,2.4190536,8.146048,4.4853883,1.2500421,1.1847162,1.5537773,4.884884,7.6450396,9.351526,1.0797942
2057-12-15,6.828357,10.930111,8.711833,6.014972,6.1099815,5.7491603,7.831259,9.74083,11.412519,4.2514153
2058-01-15,9.958728,12.600165,10.774275,9.266051,9.434488,9.021306,9.51078,11.104349,13.241111,9.186704
2058-02-15,11.405309,13.524822,12.283229,10.622011,10.8835335,11.389032,11.176407,12.27865,13.943931,11.049657
2058-03-15,12.172013,13.720075,12.764979,11.302306,11.161079,12.320424,11.53341,12.4590435,13.874887,11.44938
2058-04-15,11.869745,13.198113,12.286197,11.094822,10.563261,11.779745,11.036856,12.070021,13.011892,10.559848
2058-05-15,10.290966,11.429653,10.726847,9.733759,8.844213,9.829226,9.734536,10.491491,11.30974,8.688871
2058-06-15,7.323356,9.041622,7.979902,7.5592937,5.5381126,6.718714,6.629103,7.996912,9.056133,5.8318844
2058-07-15,1.6960428,6.4906173,3.4476779,3.5151286,2.2673213,1.8940018,3.0469165,4.983567,6.524507,1.3766907
2058-08-15,0.17327258,4.785019,0.49367908,0.57202387,0.38164505,0.17192921,0.66083384,3.2674031,3.4027884,0.120797515
2058-09-15,0.041077208,4.4502325,0.18539007,0.21891414,0.1282005,0.056559205,0.17694798,2.990233,2.5060322,0.052609883
2058-10-15,0.17455454,5.811993,0.78119344,0.44293252,0.26611745,0.1437815,1.0695705,3.7359345,6.0229034,0.3764736
2058-11-15,2.4324894,8.57193,3.994371,1.7648503,1.1401681,1.4957314,4.0826564,6.2186747,8.728114,1.6796219
2058-12-15,6.4544396,10.784624,7.5417576,5.62887,4.0554733,5.738736,7.5973787,9.474898,11.071394,4.9598274
2059-01-15,9.976353,12.518816,10.253419,9.023644,8.155353,8.772882,9.962793,11.397228,12.783661,9.202364
2059-02-15,11.361096,13.476103,11.293772,10.756942,10.524772,10.4778,10.851321,12.520315,13.748678,11.107312
2059-03-15,12.189544,13.613459,12.266122,11.305534,11.169967,11.360014,11.047834,12.644556,13.715409,11.679706
2059-04-15,12.027875,13.167478,12.088729,10.806338,10.7276,10.840362,11.00815,11.907395,12.91697,11.139511
2059-05-15,10.505271,11.389139,10.220487,9.250652,8.988783,8.641429,9.625971,10.164902,11.072718,9.335752
2059-06-15,7.7369957,8.928283,7.668094,6.986405,5.3627896,5.289459,6.549604,7.84439,8.62968,6.003729
2059-07-15,1.9230971,6.8371325,3.2941885,2.811609,1.8297396,0.94468975,3.2094188,5.2579365,5.4169726,1.4508418
2059-08-15,0.15360644,5.320631,0.47869977,0.48723152,0.19963294,0.11325443,0.8351124,3.1269364,2.4940805,0.10352265
2059-09-15,0.022742823,4.8635163,0.21043259,0.22150098,0.046196684,0.03155746,0.1698685,2.4512796,1.999296,0.038525812
2059-10-15,0.21618716,6.2985153,0.34246626,0.37981895,0.124373175,0.04944404,1.2940172,3.4580784,5.37508,0.29440933
2059-11-15,1.9675069,8.448084,3.9477494,1.6113057,0.8782182,0.61524016,4.2840743,5.645484,8.800625,1.1665311
2059-12-15,7.083999,10.123581,7.027759,5.16075,3.7090085,3.9826558,6.8742104,8.593392,10.892412,4.87379
2060-01-15,10.378371,11.964947,9.917432,8.640731,8.523144,8.156738,8.847038,10.575992,12.853917,9.285517
2060-02-15,11.602403,13.153591,11.106181,10.602306,10.735477,10.069585,10.569089,11.858929,13.573064,11.478366
2060-03-15,12.408729,13.523855,11.900582,10.920604,11.343337,11.305902,11.196405,12.258369,13.767849,11.683471
2060-04-15,12.276727,13.065078,11.736654,10.332102,10.667839,11.068349,10.799354,11.69154,13.169143,10.933792
2060-05-15,10.848806,11.116986,9.723244,9.119133,8.936117,9.149954,9.370961,10.234997,11.314406,9.015288
2060-06-15,8.052742,8.373806,7.055829,7.174701,5.727628,5.4313803,6.547308,7.950493,9.200843,5.80516
2060-07-15,2.238976,6.211745,2.0413795,3.2883198,2.3756185,1.2187696,3.0599322,4.727104,6.4069147,0.8919118
2060-08-15,0.23237473,4.832278,0.33235022,0.31288946,0.10417381,0.17363325,0.8148756,2.9247699,3.0371947,0.006017026
2060-09-15,0.04355021,4.66977,0.14770482,0.067401774,0.011237024,0.065355934,0.36255455,2.5661588,2.4031055,0.00072677946
2060-10-15,0.30589113,5.8857403,0.23836169,0.068979844,0.014454034,0.15111233,1.5595347,3.529241,5.6432767,0.053455025
2060-11-15,3.8896754,8.299611,2.921381,2.0239203,0.36595055,0.981189,4.3817115,5.7276955,9.238367,0.9668371
2060-12-15,8.145611,10.345711,6.8764544,5.941878,4.169165,4.970543,7.4046755,9.0929785,11.179252,4.4549627
2061-01-15,10.53366,12.020609,9.853312,8.935978,8.456112,8.21597,9.37615,11.145939,12.6734295,10.088179
2061-02-15,11.951011,13.095705,11.300077,10.384541,10.771017,10.533881,10.554935,12.122766,13.584792,11.311602
2061-03-15,12.751495,13.4789505,12.151679,11.094052,11.078642,11.985295,10.967801,11.911518,13.662568,11.417508
2061-04-15,12.4397745,12.925839,11.552012,10.791786,10.708974,11.582956,10.641706,11.460865,12.862292,10.77636
2061-05-15,10.839193,11.406925,9.868518,9.522884,9.043233,9.4904995,9.498567,9.974058,11.21137,8.915802
2061-06-15,7.933077,8.741879,6.924696,7.5486345,5.9036016,5.947202,6.490827,7.6247416,8.903017,5.5043344
2061-07-15,2.354648,6.847935,1.8021257,4.497848,2.8280747,0.9617005,3.1622772,5.2358994,5.9850826,0.5233576
2061-08-15,0.25851363,5.339365,0.1895294,1.1058517,0.2247336,0.105610825,0.7184055,3.5630174,2.9295802,0.010782032
2061-09-15,0.06231654,4.8948584,0.05666577,0.18962531,0.034484487,0.019362593,0.14627486,3.136497,2.3435612,0.0023963861
2061-10-15,0.17158762,5.8734655,0.11532534,0.68029636,0.04622376,0.067891814,1.1424862,4.2924747,5.770371,0.05073025
2061-11-15,2.284034,8.456834,2.8981843,3.1730971,0.50529236,0.9749457,3.7581146,6.1953974,8.93941,0.63394386
2061-12-15,6.885258,9.927523,7.3693395,6.4744086,3.6568544,5.198739,6.933844,8.334959,10.41997,3.0386562
2062-01-15,10.073942,11.636211,9.809734,8.959001,7.4168696,8.210517,9.16218,10.301204,12.520285,7.9175916
2062-02-15,11.616646,13.02438,11.839056,10.355268,10.090502,10.341106,10.588696,12.083065,13.790415,10.371327
2062-03-15,12.238955,13.447589,12.525586,11.025084,10.954082,11.683971,10.90917,12.496912,13.561406,11.063274
2062-04-15,12.140033,12.880036,12.123154,10.908324,10.824004,11.373247,10.358514,11.524651,12.900082,10.553133
2062-05-15,10.578219,10.926908,10.298612,9.617278,9.533633,9.093103,8.735111,9.874907,11.358745,8.893214
2062-06-15,7.806893,8.574878,7.71366,7.3348804,5.7129574,5.19291,5.697072,7.536579,8.950857,5.812042
2062-07-15,2.2083588,6.2638793,2.6841228,3.599476,1.9264808,0.7920313,2.4681833,5.0293174,6.0694494,0.7215237
2062-08-15,0.20749412,4.711342,0.22867163,0.7459233,0.18710633,0.15555261,0.4669297,3.1837516,3.0178363,0.036491312
2062-09-15,0.034330755,4.3199215,0.07075374,0.23244932,0.050268292,0.06346758,0.05081861,2.7983696,1.7367744,0.010037605
2062-10-15,0.25497863,5.3869963,0.10987258,0.5643235,0.09387292,0.13377395,0.59169847,3.6271017,4.5595403,0.040837165
2062-11-15,3.0516665,8.207251,2.1497386,1.8991671,0.85255927,0.8349292,3.143767,5.8735976,8.751746,0.61025625
2062-12-15,7.327825,10.193618,6.994477,5.5155044,3.622991,3.4769056,6.3836203,8.8091545,10.884528,3.0087423
2063-01-15,9.938192,11.9045925,10.109261,9.136376,8.253398,8.089978,8.87207,10.855421,12.515858,8.829666
2063-02-15,11.452464,12.880822,11.747788,11.132691,10.506799,10.793905,10.697738,12.117279,13.1507635,11.077291
2063-03-15,12.086628,12.907845,12.511078,11.464397,11.056839,11.857124,11.137236,12.528145,13.334896,11.416913
2063-04-15,11.888906,12.366624,12.105941,10.979244,10.78476,11.467737,10.5453615,11.641831,12.537002,10.894226
2063-05-15,10.391219,10.515763,10.280405,9.66473,8.977536,9.631169,9.3125,9.891139,10.782967,8.760196
2063-06-15,7.3307858,8.266182,7.4156427,7.461152,5.1952143,6.229741,6.117123,7.672048,8.542923,4.87743
2063-07-15,2.0036561,6.6270046,2.1480112,3.3489125,1.5040224,1.0427352,2.524629,5.2472086,5.633869,0.48620012
2063-08-15,0.18953237,5.191186,0.30253685,0.47961104,0.18167238,0.10274931,0.20173338,3.4154549,1.9285667,0.0026317358
2063-09-15,0.028644236,4.907938,0.11228488,0.12129095,0.04735011,0.021568881,0.017057542,2.8254771,1.336011,7.894859e-05
2063-10-15,0.22789614,6.265341,0.29007506,0.119736366,0.07891914,0.0045795143,0.67202884,3.6756673,4.493786,0.061185643
2063-11-15,2.164568,8.130305,1.598736,1.6701845,0.80772007,0.38568282,3.786332,6.147828,7.9313083,0.63679206
2063-12-15,6.1064396,9.799805,6.3088946,5.85476,4.3334107,5.2034335,7.319298,9.099414,10.724216,2.50485
2064-01-15,9.979124,11.348185,9.765769,9.110624,9.179091,9.194619,9.681212,11.582525,12.280339,7.473688
2064-02-15,11.656467,12.592876,11.489613,10.515478,11.328302,10.651976,10.816712,12.840912,13.48689,11.358261
2064-03-15,12.159225,12.938089,11.959913,11.028823,11.611299,11.509281,11.274198,13.057422,13.355116,12.101053
2064-04-15,11.678961,12.418847,11.754604,10.817497,10.772147,11.387382,10.62335,12.389252,12.667916,11.269062
2064-05-15,10.1516905,10.425308,10.192507,9.304938,9.487433,9.63548,9.312357,10.49696,10.716351,9.396301
2064-06-15,7.5301347,7.996565,6.8677497,6.519819,6.372219,6.277654,6.35789,8.135235,8.49734,5.389689
2064-07-15,1.8357375,5.8919306,1.8882095,2.5315156,2.72734,1.1615123,3.1720858,5.8981247,5.811818,0.56652266
2064-08-15,0.1926058,4.510829,0.274909,0.45324418,0.4477505,0.11036729,0.7705316,4.423805,2.9372993,0.01045144
2064-09-15,0.052192952,4.092421,0.114130154,0.16340384,0.215584,0.02599703,0.2024873,4.1972227,2.158572,0.0007159023
2064-10-15,0.12001165,5.1170382,0.30490547,0.27055374,0.49521318,0.031038338,0.9936827,5.242683,4.7610536,0.020248372
2064-11-15,2.8635855,7.742321,2.2518966,1.2207462,1.3141774,0.69289255,4.043328,7.7718964,8.805292,0.5147079
2064-12-15,7.8578076,9.929914,6.4209747,5.246747,5.4092255,4.343462,7.4543676,10.117508,10.677083,3.6485524
2065-01-15,10.305362,11.561515,9.251827,8.771963,9.756517,8.095429,9.271802,11.813526,12.467295,9.046975
2065-02-15,11.511886,12.969922,11.100498,10.263437,11.358919,10.281984,10.660803,12.61607,13.456394,11.190543
2065-03-15,12.430064,13.038352,11.840567,11.098617,11.726954,11.074404,10.812101,12.628809,13.491489,11.252858
2065-04-15,12.31632,12.074679,11.545024,10.631399,11.166608,10.647643,10.367984,11.87426,12.435467,10.650066
2065-05-15,10.812809,10.475939,9.736923,8.985012,9.005432,9.210008,8.975447,10.422874,10.908021,8.71276
2065-06-15,8.263716,8.31253,6.720334,6.371166,5.531803,5.971359,5.9978228,8.51853,8.787923,4.8788075
2065-07-15,3.549963,6.134112,1.8507993,2.074932,2.3318453,1.0079668,2.115339,6.3954573,5.7960973,0.6229984
2065-08-15,0.47111103,4.560487,0.29002953,0.29992783,0.2242367,0.108712554,0.04820818,4.9148664,2.9414957,0.018536419
2065-09-15,0.16776636,4.0656114,0.107442066,0.12142128,0.06567412,0.02752898,9.222791e-05,4.3504276,2.0407817,0.0052145952
2065-10-15,0.6304687,5.0747566,0.073837236,0.12573709,0.16144823,0.01840863,0.25459418,5.368203,4.4708047,0.034463312
2065-11-15,4.2686305,7.604828,1.2640054,0.7610708,1.0586803,0.57030725,2.7853038,7.45986,8.351361,0.58498967
2065-12-15,8.141819,9.905707,5.704537,4.409874,3.8002,4.3126035,6.722152,9.56668,10.29386,3.628706
2066-01-15,10.574541,11.607107,8.576405,8.36153,8.500323,7.5673823,8.740564,11.649363,12.069642,8.680438
2066-02-15,11.93189,12.663154,10.603436,9.85894,10.608113,9.77073,10.277835,12.591097,13.1457205,10.42167
2066-03-15,12.502997,13.051014,11.807473,10.705964,11.339935,11.051138,10.629371,12.560991,13.348222,11.369014
2066-04-15,11.860553,12.535615,11.193947,10.374419,10.96375,10.984319,10.389942,12.013674,12.746859,10.689377
2066-05-15,10.245977,10.563189,9.177869,9.024246,9.651167,9.430326,9.00393,10.25502,10.792978,8.535708
2066-06-15,7.526666,8.121607,5.9026895,6.8771524,6.296464,6.1912217,6.1931353,8.213967,8.420417,4.680097
2066-07-15,2.0258944,5.4794893,1.345694,2.941728,2.3690028,1.0750943,2.8671608,5.840517,4.8897443,0.28789455
2066-08-15,0.2840803,3.6055849,0.14797105,0.48493186,0.21396784,0.08473844,0.4553725,3.9853754,1.9127287,0.0011582444
2066-09-15,0.08266163,3.04289,0.051946476,0.1264972,0.016592242,0.020912055,0.04132525,3.5627816,1.1924763,0.0
2066-10-15,0.10755982,3.782778,0.28231698,0.19869387,0.026053444,0.027493399,0.47526082,4.332352,4.2582364,0.031781804
2066-11-15,2.5208254,6.0370727,2.1840878,1.7930253,1.0080965,0.45640472,3.7372565,6.1939573,7.446446,0.6079382
2066-12-15,7.0860333,9.312939,6.054024,5.1306887,5.3765554,4.195918,7.099278,8.887569,10.195865,2.4878812
2067-01-15,9.869842,11.194397,9.597345,8.762349,9.208315,8.866848,9.314357,11.28038,11.99412,6.9825754
2067-02-15,11.166848,12.503075,11.658559,10.123974,10.98759,11.022751,10.630145,12.542139,13.253969,9.790234
2067-03-15,11.761417,12.8565235,12.15228,10.852702,11.140253,11.895118,11.050843,12.655466,13.378683,10.783653
2067-04-15,11.274846,12.306282,12.031929,10.482688,10.395848,11.456751,10.720317,11.952097,12.713955,10.400326
2067-05-15,9.7932415,10.405369,10.575604,9.051323,8.786596,9.7092495,9.315723,10.432019,10.7351675,8.294565
2067-06-15,7.4404607,8.061296,7.571595,6.9915633,5.51116,6.705871,6.5303216,8.0166645,8.678026,4.5550513
2067-07-15,2.1028197,5.4462814,2.8669016,2.8767014,1.7155238,1.6950396,3.0146153,5.474973,5.8234463,0.45989433
2067-08-15,0.24159081,3.7888021,0.3250043,0.6173424,0.09251521,0.17102015,0.56239825,4.027231,2.3774867,0.025589041
2067-09-15,0.048322152,3.3040242,0.12077614,0.310973,0.016674139,0.051654533,0.000596308,3.628827,1.1985041,0.0011552245
2067-10-15,0.061295897,4.0859184,0.17355444,0.5223047,0.019102097,0.07408342,0.4973086,4.6157837,4.3218036,0.006121814
2067-11-15,1.6236901,6.379266,1.181968,1.1452259,0.16961122,1.5177598,3.7651107,6.776322,7.492064,0.27761757
2067-12-15,6.15338,9.4302025,5.2551126,3.6807525,2.364981,6.0392504,7.2717195,9.194365,10.173814,2.5732818
2068-01-15,8.535631,11.37475,9.105012,8.030899,7.2759523,9.075066,9.563789,11.12612,12.143813,7.7009716
2068-02-15,10.6185875,12.279887,11.479808,10.043327,10.098861,10.965354,10.736431,12.280519,13.113652,9.962504
2068-03-15,11.508878,12.475631,12.167365,10.694295,10.950997,11.813133,11.017526,12.294588,12.980089,10.716653
2068-04-15,11.124024,11.681535,11.824518,10.500458,10.680637,11.245862,10.49501,11.609692,12.301348,10.368239
2068-05-15,9.76281,10.151715,9.988529,8.863355,8.824072,9.33547,9.006404,10.099747,10.153663,8.172111
2068-06-15,7.07241,8.018426,6.9315066,6.820227,5.687918,5.8705893,6.4121146,8.135813,8.016551,4.2153873
2068-07-15,1.9383744,5.8763,2.0012672,2.8219774,2.4159708,1.0754329,2.9358873,5.957691,4.894492,0.34779432
2068-08-15,0.16436297,4.4060974,0.19248231,0.5325615,0.1592567,0.09286255,0.7325068,4.2057457,1.72353,0.022146082
2068-09-15,0.026313305,3.8465507,0.04917847,0.24129611,0.048827212,0.01692038,0.46870086,3.766233,1.0458066,0.004905898
2068-10-15,0.029626671,5.073349,0.15724358,0.3068439,0.11086554,0.025820663,1.7635304,4.7194147,3.015806,0.0024205833
2068-11-15,2.000162,7.8659286,1.198796,1.017248,0.6507661,0.46031144,4.009851,7.290716,7.576214,0.08356682
2068-12-15,6.100348,9.719525,5.55089,4.8105993,4.106797,4.3720784,7.2440424,9.515892,10.039482,1.4971606
2069-01-15,9.216633,11.222132,9.091252,8.030585,8.979403,7.9773226,9.418253,11.201186,11.9330225,5.5883436
2069-02-15,10.709808,12.177237,10.980827,9.722843,10.959605,10.332746,10.446556,12.231305,13.191676,9.313587
2069-03-15,11.486577,12.047498,11.901041,10.380266,11.197233,11.406773,10.877562,12.2155905,13.320781,10.536734
2069-04-15,11.2117815,11.621829,11.846224,9.943903,10.689001,10.932596,10.33216,11.502735,12.577415,9.534341
2069-05-15,9.66797,10.1866,10.179515,8.473397,8.867738,8.62011,8.714622,9.989525,10.657851,7.5114355
2069-06-15,7.2217836,8.008953,7.3538523,6.1220136,5.416966,4.424596,5.733247,7.999456,8.331837,3.9269617
2069-07-15,2.378302,5.6971602,1.9685401,2.2773492,2.2265399,0.35112002,1.8607881,5.7589903,5.1726727,0.40832427
2069-08-15,0.23340875,4.207736,0.18854895,0.24769723,0.25822818,0.056019656,0.04914591,4.157751,1.9953725,0.036893416
2069-09-15,0.039793704,3.9351735,0.057013657,0.093153104,0.06797925,0.008226432,0.001937663,3.709865,1.3440827,0.0055028857
2069-10-15,0.09276737,5.051255,0.14044672,0.07107318,0.13180847,0.012029825,0.107961185,4.4380302,4.439421,0.052851804
2069-11-15,1.5290358,7.1325655,1.1518574,0.34351605,0.5382397,0.18964064,1.4601324,6.937793,7.3699174,0.62295055
2069-12-15,6.0074606,9.712526,5.920726,3.0769136,2.8054147,1.724458,5.4222693,9.040333,9.929988,2.270232
2070-01-15,9.224434,11.375919,9.265307,6.8183355,7.404414,6.5461016,8.429598,10.92373,11.596298,5.010514
2070-02-15,10.72908,12.613214,11.260329,8.893308,10.103813,9.667255,10.210401,12.081148,13.268849,8.132084
2070-03-15,11.4220085,12.669421,12.286146,9.77647,10.841917,10.400894,10.871289,12.3182335,13.370534,9.285951
2070-04-15,11.189984,11.738418,11.774995,9.383082,10.458319,10.014076,10.090997,11.4935255,12.552143,9.230022
2070-05-15,9.91305,9.975335,10.083395,8.281996,8.439331,8.427873,8.183574,10.002156,10.672167,6.9579926
2070-06-15,7.153005,8.202569,7.184136,5.5770593,4.451798,4.9067054,5.103235,7.9797893,8.243355,3.087493
2070-07-15,2.2462862,6.2661576,2.1790726,1.355069,0.7882185,0.41628125,1.2272903,5.4065857,5.3548408,0.12785746
2070-08-15,0.23475268,4.484303,0.20418718,0.16685233,0.040929083,0.036698334,0.0036800457,3.6282573,2.279593,0.00044503904
2070-09-15,0.05528013,4.133064,0.079371504,0.06340061,0.014119216,0.0031397156,0.0,3.1481457,1.1859294,0.0
2070-10-15,0.07708479,5.1962357,0.1482147,0.04614235,0.019902231,0.00089878734,0.035893314,4.339037,3.8314598,0.00393782
2070-11-15,1.7506257,7.907406,1.6917139,0.2322469,0.18597355,0.123000845,1.5041779,6.5889378,6.875685,0.21194486
2070-12-15,6.1570325,9.677494,6.396753,2.4651313,1.8567588,2.4459,6.085384,9.083277,9.525615,1.8345637
2071-01-15,9.345322,11.096382,9.295345,6.665148,6.4716506,6.982096,8.779268,10.941941,11.669574,4.877233
2071-02-15,10.884495,12.300358,11.230173,8.79616,9.828083,9.411052,10.158716,11.996993,13.001759,8.467305
2071-03-15,11.546102,12.92947,11.980893,9.509855,11.012398,10.649464,10.8144045,12.245817,13.084006,10.176986
2071-04-15,11.114783,12.318815,11.450904,9.461059,10.597635,10.424028,10.5366535,11.66147,12.153487,9.496535
2071-05-15,9.193347,10.57914,9.7379265,7.933304,9.123213,8.686479,8.979038,10.080446,10.71155,6.983551
2071-06-15,6.4166884,8.270161,6.025838,5.0947733,5.594259,4.931966,6.479217,7.770849,8.36186,1.9577001
2071-07-15,1.1516855,6.217652,1.2823641,1.3596368,1.3570732,0.60016584,2.6227229,5.1508164,5.269386,0.04891054
2071-08-15,0.09572109,4.63647,0.16908596,0.23383649,0.03268311,0.08738728,0.2835099,3.5980747,2.106262,0.00086202985
