time,ACCESS-CM2,ACCESS-ESM1-5,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CanESM5,CESM2,CESM2-FV2,CESM2-WACCM,CESM2-WACCM-FV2,CIESM,CMCC-CM2-HR4,CMCC-CM2-SR5,EC-Earth3-Veg,EC-Earth3-Veg-LR,FGOALS-f3-L,FGOALS-g3,FIO-ESM-2-0,IPSL-CM6A-LR,MIROC6,MPI-ESM-1-2-HAM,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NorCPM1,NorESM2-LM,SAM0-UNICON
1850-01-01,14360240.0,13457716.0,16097896.0,16802056.0,17576776.0,14550249.0,13547086.0,13760965.0,13688188.0,14210922.0,11716551.0,12938600.0,12124214.0,18177752.0,18423954.0,16729644.0,17173632.0,13334561.0,15397087.0,11362574.0,13117072.0,13755316.0,14447423.0,13860890.0,14088892.0,14144803.0,14813354.0
1850-02-01,15281235.0,14722373.0,16985936.0,18009074.0,19028808.0,15670126.0,14335662.0,14209130.0,14102424.0,14715774.0,13176329.0,13534498.0,13020886.0,19250762.0,19000772.0,17516276.0,18422700.0,14076882.0,16789690.0,11820062.0,13845349.0,14027688.0,15411666.0,14934191.0,14469271.0,14478758.0,15507712.0
1850-03-01,15842692.0,15127807.0,17373376.0,18554690.0,19139794.0,15848560.0,14726431.0,14611516.0,14379152.0,14646940.0,13231140.0,13583027.0,13053524.0,19876140.0,19118552.0,17629036.0,18562284.0,14270909.0,16678749.0,12032821.0,14094798.0,14464465.0,15690824.0,15169263.0,14748364.0,14366575.0,15750076.0
1850-04-01,15233435.0,14531400.0,16811230.0,17723876.0,17738096.0,15071427.0,14247329.0,14280625.0,14256235.0,14509631.0,12924729.0,12757454.0,12261930.0,18936374.0,17871600.0,16545032.0,17398080.0,13668474.0,15664985.0,11795844.0,13434156.0,13865459.0,14638568.0,14281004.0,14312141.0,13946235.0,14918893.0
1850-05-01,13534406.0,12930198.0,14641344.0,15487308.0,15176936.0,13393489.0,12705245.0,12839067.0,12801426.0,13103408.0,11274357.0,10900238.0,10401434.0,16794464.0,15823251.0,14350639.0,15063509.0,11788157.0,13053456.0,10685100.0,12110467.0,12429346.0,12482128.0,12515517.0,12849529.0,12318432.0,13293026.0
1850-06-01,10919244.0,10162418.0,11730783.0,12276910.0,12696896.0,10683006.0,10767033.0,10851494.0,10560425.0,10998866.0,8636592.0,9145614.0,8242919.0,13362836.0,12837784.0,11922411.0,12681522.0,9834105.0,10577687.0,8902096.0,9911019.0,9957027.0,10000781.0,9515424.0,11199896.0,10271858.0,11447663.0
1850-07-01,7852715.5,7643759.0,8323969.5,9292974.0,10027958.0,7531627.5,8107666.0,8524947.0,8331374.0,8904941.0,3562849.8,7420934.0,4032028.2,10276260.0,9932528.0,8793443.0,9726464.0,6931244.0,8668905.0,7167431.0,7153052.0,6818786.0,7298053.0,6857314.5,9301519.0,8088839.5,9351858.0
1850-08-01,5584922.5,5850814.0,6306065.0,7172108.5,7940206.0,5602764.0,6055778.0,6913016.0,6733844.0,7370406.0,432172.3,6146102.0,736787.8,8961951.0,8602778.0,6629981.0,7927021.5,4384787.0,6682393.0,6079217.0,5508380.5,5115420.0,5663304.0,5095763.0,7994277.5,6554733.0,7638186.5
1850-09-01,5637268.0,5392644.0,6198767.0,7429485.0,8012477.5,5821827.5,5598796.5,6599690.0,6304395.0,7067375.5,277976.06,6344029.0,468071.56,10367882.0,9389604.0,6346386.5,9055402.0,4220519.5,6712934.0,6352318.0,5399871.0,4994812.5,5439925.0,4933750.0,8078188.5,6589826.0,7660845.0
1850-10-01,7696977.0,6590167.5,8567439.0,9130802.0,10119820.0,7672241.0,7258322.0,8638919.0,8186652.5,8471028.0,1098621.2,8583052.0,1920036.0,12030930.0,11295284.0,8967898.0,11303844.0,6040938.0,8734961.0,8004209.0,6856688.0,6750273.0,7136745.0,6633332.0,9551893.0,8804190.0,9755746.0
1850-11-01,10307286.0,8745830.0,11553946.0,11357024.0,12619302.0,10260446.0,9974403.0,10554460.0,10417559.0,10831982.0,3742752.5,10163168.0,6947299.0,14159608.0,13669976.0,11304414.0,12740795.0,9437571.0,11004378.0,8833172.0,9502407.0,9670350.0,9841746.0,9172290.0,11583152.0,10295096.0,11845152.0
1850-12-01,12242527.0,11223598.0,14360832.0,14297383.0,15868932.0,12517720.0,12186712.0,12714370.0,12151976.0,12568752.0,8762078.0,11611814.0,9924691.0,16607989.0,16006269.0,14221384.0,15036292.0,11822760.0,13581118.0,9848107.0,11539288.0,11934398.0,11346186.0,12171194.0,13600096.0,12454512.0,14028666.0
1851-01-01,14124052.0,13472486.0,16159999.0,16315407.0,18103556.0,14556425.0,13639162.0,14121221.0,13491774.0,14115187.0,12385588.0,12775606.0,12091126.0,18550064.0,17870566.0,16277664.0,17402780.0,13589160.0,15337591.0,11270270.0,13191664.0,13696828.0,13441673.0,14016280.0,14614934.0,13968833.0,14929024.0
1851-02-01,15233722.0,14742092.0,16891534.0,17499556.0,19404306.0,15458478.0,14141186.0,14841062.0,14280044.0,14836058.0,13656700.0,13406254.0,12953546.0,19631088.0,18882328.0,17289838.0,18367070.0,14060212.0,16473374.0,11607258.0,14384540.0,14570108.0,14826879.0,14827840.0,15106212.0,14726946.0,15859590.0
1851-03-01,15759978.0,15283614.0,17167130.0,17939870.0,19449504.0,16051876.0,14389600.0,15015249.0,14240672.0,15047224.0,13619813.0,13250238.0,13010570.0,19862192.0,19111804.0,17482844.0,18509670.0,14164544.0,15895047.0,11759570.0,15144696.0,14600730.0,15491624.0,15012800.0,15110954.0,14642195.0,15655620.0
1851-04-01,15535189.0,14624859.0,16273520.0,17357180.0,18311026.0,15360354.0,14004866.0,14662177.0,14088955.0,14641170.0,13243759.0,12218308.0,12063072.0,18666184.0,18400744.0,16486413.0,17115212.0,13270234.0,15057988.0,11587748.0,14586992.0,13905600.0,15079162.0,14547966.0,14120429.0,13962641.0,15116504.0
1851-05-01,13976737.0,12905206.0,14488751.0,14745140.0,15510109.0,13317844.0,12545552.0,13158790.0,12775037.0,13266892.0,11655098.0,10415232.0,10084682.0,16305492.0,16089920.0,14261634.0,15089914.0,11660983.0,12810601.0,10696611.0,12654643.0,12691024.0,13472970.0,13004784.0,12750812.0,12215562.0,13751914.0
1851-06-01,11156938.0,10307474.0,12076130.0,11851404.0,11707808.0,10751816.0,10488608.0,10817761.0,10754252.0,11150294.0,9203241.0,8946954.0,7818868.5,13022834.0,12980271.0,11793833.0,12837280.0,9568088.0,9953999.0,8928721.0,10059017.0,10459758.0,10813804.0,9668979.0,10925805.0,10145380.0,11682530.0
1851-07-01,8118263.0,7752361.5,9388904.0,9183482.0,8793773.0,7646232.0,7818838.0,8846632.0,8679234.0,8689726.0,4929033.0,7344128.0,3152849.0,9985895.0,10312810.0,9111364.0,10071412.0,6437110.0,7504893.0,7273033.0,7408657.0,7317886.0,7752079.5,6883752.0,8875844.0,8105062.0,9393031.0
1851-08-01,5518013.0,5657206.5,6982027.0,7266487.0,7146669.0,5792725.0,5320802.0,7256644.0,7194789.0,6692662.0,731198.3,5961902.5,495821.94,8095523.0,8604689.0,6858072.5,8248505.0,4060012.0,5811387.0,6205576.0,5770303.5,5335845.0,6214732.0,5135480.5,7630825.5,6444117.0,7598456.0
1851-09-01,5538220.0,5276221.0,7572782.0,7520416.0,7281067.0,6359584.5,4667018.5,6940524.0,7107547.0,6490561.5,425447.38,6112898.0,365295.44,8542400.0,9892228.0,6388512.0,9069697.0,4118719.5,5697281.0,6606571.5,5556095.5,5051536.0,6065216.0,4923784.5,7747955.5,6139411.0,7679595.0
1851-10-01,7996011.0,6733892.0,10072853.0,9673132.0,9169357.0,8369064.5,7330712.5,8316424.5,8755355.0,8473544.0,2168714.0,7741452.0,1536286.8,11064787.0,11883876.0,9075716.0,11376056.0,5765532.5,7568566.0,8222130.0,7333664.0,6563482.5,7553735.0,6427189.0,9234604.0,8241120.0,9395260.0
1851-11-01,10598516.0,8567258.0,12075951.0,11896177.0,12160279.0,10107090.0,9873757.0,10382640.0,10782099.0,10724744.0,6367001.5,9940427.0,6348301.0,14199919.0,13926082.0,11842268.0,12929786.0,8310548.5,10301248.0,9253524.0,9488301.0,9763973.0,9633268.0,9331041.0,10795705.0,10389778.0,11558271.0
1851-12-01,12512552.0,11365754.0,14715786.0,14321955.0,15425836.0,12435865.0,11836318.0,12531157.0,12290198.0,12532250.0,10403727.0,11486833.0,9547742.0,16822368.0,16442142.0,14783868.0,14776483.0,10998928.0,12773876.0,10068795.0,11518758.0,12125062.0,11931128.0,12125304.0,13081238.0,12381432.0,14045028.0
1852-01-01,15037591.0,13519644.0,16304281.0,16726265.0,17936012.0,14592842.0,13240641.0,14354417.0,13602306.0,14125551.0,12434354.0,12312888.0,11617304.0,18543610.0,17839380.0,16564944.0,16646517.0,13243210.0,14512132.0,11395751.0,13310284.0,13554010.0,13865908.0,14073670.0,13966661.0,13874706.0,15471150.0
1852-02-01,16273140.0,15029726.0,16982902.0,17963216.0,19281314.0,15810663.0,13920088.0,15053134.0,14278239.0,14752544.0,13397594.0,12981980.0,12316078.0,19483582.0,18909036.0,17431086.0,17496392.0,14055569.0,15996537.0,12060176.0,14374416.0,14351146.0,15385524.0,14895339.0,14528566.0,14277186.0,16226903.0
1852-03-01,16633390.0,15182662.0,17201328.0,18079288.0,19037072.0,16030769.0,14297940.0,15114038.0,14385038.0,15007860.0,13634969.0,12740836.0,12462199.0,19251892.0,18982098.0,17388084.0,17706852.0,14177053.0,16022257.0,12245787.0,14459965.0,14632953.0,16036238.0,15129436.0,14399709.0,14182894.0,16034028.0
1852-04-01,16261686.0,14564802.0,15997152.0,17391360.0,17607600.0,15267048.0,13915221.0,14828555.0,13920516.0,14555300.0,13186540.0,11781962.0,11655029.0,18181096.0,18252104.0,16166045.0,16580861.0,13396831.0,15115547.0,11975634.0,13691883.0,14229484.0,15055222.0,14607620.0,13946572.0,13181125.0,15044440.0
1852-05-01,14318497.0,13043842.0,14198437.0,15477279.0,14634936.0,13192718.0,12520769.0,13427097.0,12583714.0,12888920.0,11633959.0,10289739.0,9635172.0,15749066.0,15825205.0,14019258.0,14937016.0,11588459.0,12494789.0,11045888.0,11879542.0,12859012.0,13398644.0,12876206.0,12630621.0,11826064.0,13335447.0
1852-06-01,11212244.0,10654331.0,11714408.0,12592331.0,11758435.0,10004972.0,10287064.0,10822002.0,10373174.0,10929531.0,9280467.0,8760248.0,7475670.0,12982927.0,12762208.0,11409442.0,13152958.0,9521958.0,9949848.0,9431803.0,9692898.0,9966680.0,10658453.0,9700688.0,10674088.0,10043694.0,11255262.0
1852-07-01,7847261.0,8171433.0,9479320.0,9360520.0,8430248.0,7425705.5,7889841.0,8792108.0,8310251.0,8883586.0,3902168.8,7127295.0,3298481.0,10154768.0,10351836.0,8546496.0,11359260.0,6647247.0,7706263.0,7331222.0,7215869.0,6689411.0,7732604.0,6804253.0,9076946.0,7944150.0,9318958.0
1852-08-01,5752316.5,6213571.0,7482195.0,7330898.0,6395589.0,5896275.5,5653446.0,7039836.0,6516191.5,7268039.0,105125.65,5937338.5,371552.25,8536666.0,9027850.0,6356093.0,10047950.0,4452299.0,6099406.0,6128153.5,5913115.0,5002649.0,6344763.0,4632847.0,7996198.0,6211102.0,7670321.0
1852-09-01,6117928.0,5849348.0,7455837.5,7505133.0,6859186.0,6020606.5,5217307.0,6747031.5,6091007.0,7184881.0,52273.816,6048861.0,236942.69,9245524.0,10435820.0,5876672.0,10273568.0,4506577.0,6733986.0,6610199.0,5691749.5,4974432.0,6242891.0,4425845.5,8550324.0,6094959.0,7764835.5
1852-10-01,8187126.5,7218448.0,9662700.0,9680126.0,9005045.0,7483782.0,7351470.5,8337690.0,7924758.0,8931211.0,430342.97,7395162.0,1018309.94,11318932.0,11823666.0,8293828.0,11641944.0,6440163.0,8171312.0,8167906.0,7055114.0,6803550.0,7715462.0,5774467.5,10123790.0,8487430.0,9184098.0
1852-11-01,10167720.0,9107356.0,11616790.0,12407312.0,12066764.0,9731596.0,9544898.0,10575667.0,10656500.0,10851374.0,3716641.5,9185278.0,5569850.0,13711144.0,13345212.0,11450084.0,12860906.0,9188013.0,10005153.0,9382697.0,9535028.0,10000677.0,9888081.0,8948430.0,11762165.0,10023227.0,11034004.0
1852-12-01,12447973.0,11522604.0,14018721.0,14901692.0,15442782.0,12160154.0,11625014.0,12579572.0,12239248.0,12811186.0,9277828.0,10986034.0,9603103.0,16370895.0,15767665.0,14099786.0,14880447.0,11321705.0,12514487.0,10781116.0,11687290.0,12168498.0,12279448.0,12549100.0,13400739.0,11886003.0,13649003.0
1853-01-01,14680472.0,14048764.0,15572878.0,17101974.0,18085808.0,14354667.0,13331552.0,14111262.0,13631640.0,14106560.0,12721747.0,12224974.0,11520128.0,18138224.0,17134712.0,16139251.0,16678730.0,13472513.0,14061114.0,11660320.0,13211829.0,13984690.0,13488725.0,13852096.0,14401434.0,13265476.0,15205070.0
1853-02-01,16167372.0,15144702.0,16057396.0,18003468.0,19207036.0,15399223.0,13961318.0,14387400.0,14445696.0,14549788.0,14307158.0,12868493.0,12403937.0,18931324.0,18545214.0,17175910.0,17640872.0,14248582.0,15426046.0,12260052.0,14092068.0,14944200.0,14698104.0,14717956.0,15056158.0,14000806.0,16152782.0
1853-03-01,16574339.0,15388676.0,16211610.0,18244028.0,19363952.0,15714842.0,13980856.0,14719776.0,14396012.0,14556114.0,14225004.0,12966121.0,12474986.0,19140468.0,18728444.0,17467876.0,17540088.0,14307008.0,15510109.0,12315876.0,14482024.0,15300625.0,15292994.0,14961316.0,15039092.0,14026866.0,16074140.0
1853-04-01,16092530.0,14955025.0,15526206.0,17592032.0,18198528.0,15181672.0,13605816.0,14517893.0,14224962.0,14245698.0,13600154.0,12255138.0,11695870.0,18237964.0,17966716.0,16303674.0,16551957.0,13898130.0,14700426.0,12055122.0,13846358.0,14686861.0,14760994.0,13898898.0,14083946.0,13239773.0,15192335.0
1853-05-01,14171116.0,13251763.0,14055009.0,15312029.0,15080016.0,13072663.0,12249700.0,12965810.0,12861781.0,12619267.0,12091369.0,10564236.0,9788085.0,15814724.0,16019960.0,13875879.0,14880704.0,12093350.0,12221247.0,11169042.0,12278329.0,13228430.0,12724122.0,12129436.0,12547843.0,11447391.0,13525500.0
1853-06-01,11152518.0,10573261.0,11725914.0,12621828.0,12179248.0,10211740.0,10259194.0,10967942.0,10814025.0,10663744.0,9310322.0,8893086.0,7435842.0,12818786.0,12580142.0,11490238.0,12933775.0,9891028.0,9662836.0,9487884.0,10040912.0,10308599.0,9957409.0,9391764.0,10755985.0,9641378.0,10998669.0
1853-07-01,7910707.0,7947962.0,8638532.0,9685220.0,8764844.0,7894906.0,7995500.0,8666046.0,8663285.0,8657854.0,5128249.0,7132272.0,3166531.2,10340664.0,9826112.0,8947530.0,10081979.0,7288663.0,7028086.0,7339168.5,6974055.0,6774233.0,7553582.0,6952181.0,9163172.0,7463438.0,9214257.0
1853-08-01,5517912.0,6144260.5,6684006.0,7590124.0,6579518.0,6530884.0,5692501.5,6878373.0,7050344.5,6949247.5,1151210.4,5948574.0,744958.5,8822504.0,8456529.0,6600267.5,8295099.5,4913888.0,5361422.0,6251043.0,5169840.0,4697948.0,5968989.0,4743956.0,7960257.0,5631644.0,7751205.5
1853-09-01,5477342.0,5516247.0,7559180.0,7369691.0,6876101.0,6522474.0,5029566.0,6522836.0,6946475.0,6582679.5,627724.3,6275609.0,422574.0,9864254.0,9614714.0,6286714.5,9191913.0,4808780.0,5846702.0,6395463.5,4771360.5,4590103.0,5855401.0,4750719.0,8631339.0,5405306.0,7813925.0
1853-10-01,7212451.5,6678394.5,9560416.0,9816741.0,9302570.0,8090268.0,7536949.0,8313195.0,8702842.0,8475664.0,2487226.5,7915341.0,1634397.2,12447985.0,10963249.0,9258889.0,11241266.0,6788229.5,7642892.0,8146623.0,6548358.0,6440315.0,7238582.0,6653937.0,9927743.0,7951906.5,9519945.0
1853-11-01,9780522.0,8919441.0,11620348.0,11952528.0,12849336.0,10169945.0,10108653.0,10608718.0,10447376.0,10391229.0,6084696.0,9682313.0,4828394.0,14607830.0,12788444.0,11833833.0,12870577.0,9500030.0,9950580.0,9214870.0,9298278.0,9359236.0,9517223.0,9534511.0,11617411.0,10130837.0,11374104.0
1853-12-01,12137464.0,11296392.0,13927701.0,14511848.0,15738612.0,11966640.0,12094291.0,12587560.0,12251970.0,12247876.0,10080172.0,11391631.0,8705450.0,16119174.0,15245976.0,14275017.0,15099806.0,11878184.0,11918874.0,10437726.0,11455809.0,11952366.0,11773612.0,12157070.0,13361848.0,11976991.0,13567512.0
1854-01-01,14613661.0,13754532.0,15408088.0,16668800.0,17840184.0,13963214.0,13434039.0,14048354.0,13831324.0,13789436.0,12673239.0,12263226.0,11332266.0,17473686.0,16809964.0,16611930.0,17124134.0,13621350.0,13728452.0,11359910.0,13130642.0,14136387.0,13345222.0,13840646.0,14378796.0,13375798.0,15102114.0
1854-02-01,16106565.0,14871746.0,16291722.0,17580166.0,19162816.0,15126540.0,14083066.0,14714048.0,14255236.0,14624110.0,13563737.0,12638547.0,12121109.0,18239312.0,17987130.0,17808464.0,17965072.0,14462722.0,15082327.0,11947951.0,13766865.0,15008916.0,14532794.0,14460392.0,15136120.0,14105129.0,16133808.0
1854-03-01,16138699.0,15249591.0,16514514.0,17793264.0,19400560.0,15557890.0,14111728.0,14777624.0,14343136.0,14916302.0,13888278.0,12651294.0,12231856.0,18187154.0,18533716.0,17911870.0,18207248.0,14455525.0,14971247.0,12143675.0,14158658.0,15237440.0,15038984.0,14992898.0,15089632.0,14000123.0,16291724.0
1854-04-01,15788642.0,14645186.0,15625918.0,17102112.0,18313448.0,14961442.0,13697243.0,14346999.0,13884031.0,14508256.0,13291198.0,11917434.0,11565464.0,17446804.0,17875510.0,16845938.0,17148364.0,13904522.0,13923334.0,11811642.0,13944892.0,14628180.0,14257986.0,14145420.0,14175816.0,13503988.0,15507575.0
1854-05-01,14191679.0,13145818.0,13822255.0,14937977.0,15265426.0,13039712.0,12059323.0,12903253.0,12423771.0,13321973.0,11861094.0,10579726.0,9651696.0,15876255.0,16035854.0,14483566.0,14978404.0,12321302.0,12160430.0,10976105.0,12724422.0,12921982.0,12580237.0,12539173.0,12763400.0,11837370.0,13758216.0
1854-06-01,11309547.0,10479872.0,11353902.0,12541907.0,12288480.0,10575912.0,9955474.0,10845167.0,10627611.0,11469283.0,9276238.0,8858946.0,7185394.0,12937774.0,12732079.0,11598210.0,12804329.0,10345328.0,9645892.0,9316678.0,10319844.0,9494053.0,10202388.0,9915431.0,11024428.0,9957604.0,11311510.0
1854-07-01,7826534.5,7808950.0,8749847.0,9941688.0,8951628.0,7899465.5,7558867.0,8660665.0,8708498.0,9234750.0,5002323.0,7140760.0,2640685.8,9759072.0,9994539.0,8704163.0,9974555.0,7571394.0,7107070.0,7163361.0,7444004.0,6054876.0,7388897.5,7543956.0,9562826.0,7657587.0,9087282.0
1854-08-01,5097272.5,5805711.0,6815001.0,7793676.5,6696176.0,6267715.0,5335818.0,7069723.0,6860232.0,7375347.0,879216.8,5948004.0,288602.9,8118815.0,8693918.0,6442543.5,8122590.0,5094530.0,5322927.0,5840239.5,5883353.5,4017664.0,5810383.0,5445177.0,8458222.0,5751201.0,7527585.0
1854-09-01,5117005.0,5434630.5,7186276.0,7760263.5,6941084.0,6298443.0,4844360.5,6745631.0,6699129.0,6920329.0,520101.94,6164458.0,196451.19,9408043.0,9551608.0,5983466.5,9272416.0,5007315.5,5558576.0,5914249.0,5826248.5,3867788.5,5561659.5,5186857.5,8889265.0,5631296.5,7771967.5
1854-10-01,7103702.0,7467910.5,9407140.0,10118243.0,9958612.0,7977010.0,6563689.0,8511599.0,8673158.0,8605719.0,2053411.9,8241358.0,1333215.9,11287566.0,11390253.0,8768020.0,11353678.0,7054280.5,7630931.5,8059954.0,7666470.0,5957699.0,6661579.0,7675511.0,10123218.0,7991555.5,9184978.0
1854-11-01,10133294.0,9186687.0,11737572.0,12286666.0,13138106.0,10294756.0,9587370.0,10929347.0,10426123.0,10570022.0,6020908.5,10048694.0,6011443.0,13673026.0,13236406.0,11601688.0,12663158.0,9802232.0,9821756.0,9249634.0,10019656.0,9526178.0,9692421.0,10135898.0,11477462.0,10281240.0,11234277.0
1854-12-01,12445170.0,11142294.0,14062794.0,13915529.0,16048792.0,12519480.0,11670189.0,13238452.0,12316937.0,12619553.0,10345511.0,11504732.0,9423060.0,16347690.0,15767238.0,14232406.0,14997334.0,12148588.0,12146543.0,10173821.0,12064110.0,11994820.0,11897466.0,12128420.0,12879072.0,12527136.0,13291282.0
1855-01-01,14521062.0,13774906.0,16036266.0,15869052.0,18194960.0,14469270.0,13055744.0,14263584.0,13671455.0,13727822.0,12825176.0,12627682.0,11217870.0,18017672.0,17182504.0,16617147.0,16976212.0,13671819.0,13982304.0,11575834.0,13632692.0,13765239.0,13356368.0,13959554.0,13887978.0,13622625.0,14854665.0
1855-02-01,15973454.0,14978638.0,17065094.0,16893940.0,19541758.0,15385044.0,13851351.0,14735874.0,14235612.0,14223956.0,13859779.0,13173418.0,11986377.0,18788784.0,18066424.0,17703388.0,17999376.0,14378460.0,15319241.0,12147220.0,14606102.0,14504854.0,14002454.0,14854124.0,14449240.0,14106143.0,15701532.0
1855-03-01,16386353.0,15101320.0,17251090.0,17293956.0,19718300.0,15268383.0,14126864.0,14754710.0,14300572.0,14336461.0,13799794.0,12965022.0,12137623.0,19001516.0,18293764.0,17661440.0,17969172.0,14411162.0,15764864.0,12305446.0,15198242.0,14446544.0,14326176.0,14988321.0,14729232.0,14062408.0,16117803.0
1855-04-01,16089527.0,14482863.0,16353949.0,16742599.0,18317496.0,14515237.0,13823676.0,14453594.0,14007835.0,13989790.0,13425166.0,12266306.0,11619152.0,18399616.0,17796836.0,16696459.0,17169172.0,13685174.0,14413883.0,11928341.0,14358574.0,13773318.0,13786283.0,14400555.0,14013809.0,13236238.0,15263774.0
1855-05-01,14327432.0,12592265.0,14178108.0,14690994.0,15206350.0,12483314.0,12099106.0,12977974.0,12556524.0,12628183.0,11949181.0,10732791.0,9879493.0,16375844.0,15499616.0,14691028.0,15211594.0,11961233.0,12144768.0,10882886.0,12735222.0,12378283.0,12484020.0,12829995.0,12587938.0,11651168.0,13349188.0
1855-06-01,11400534.0,9957564.0,11748298.0,12310203.0,12576590.0,10321360.0,10053738.0,11059001.0,10714952.0,10762817.0,9452183.0,9149910.0,7762488.0,13240070.0,12467171.0,11987114.0,13262226.0,9674123.0,9585517.0,9095100.0,10558664.0,10123020.0,10014880.0,9948347.0,10886052.0,9917662.0,11203943.0
1855-07-01,8257271.5,7658862.0,8738956.0,9235054.0,9932716.0,8246543.0,7469439.0,8828059.0,8687676.0,8819297.0,5480839.5,7541317.0,3619267.0,10331207.0,9745750.0,9364822.0,11606919.0,7142612.0,7507662.0,7088104.0,8045160.5,6903874.5,7103302.0,6844179.5,9054386.0,7796896.0,9405512.0
1855-08-01,5723635.0,5885806.0,6580683.5,6579633.0,7459505.0,6864177.0,5212324.5,6871746.5,6867482.5,7152789.5,2007668.9,6236372.0,453184.28,8867380.0,8166749.0,7319852.5,10029332.0,5162779.5,6024246.5,5774104.5,6480161.0,5009262.0,5538944.5,4876635.5,8070010.0,5852068.0,7775650.0
1855-09-01,5519698.0,5277980.5,6946889.0,6547368.5,7474540.0,7074018.0,4849633.5,6576496.0,6276718.0,6759395.5,1422683.6,6431505.0,297105.7,9400344.0,8999134.0,6722639.5,10210752.0,5045317.0,6397298.0,5676257.0,6239286.5,5054156.5,5338572.0,4882805.5,8576575.0,5495123.5,7407372.0
1855-10-01,7705205.0,6344966.0,8939960.0,8772281.0,10130536.0,8658993.0,7634257.5,9042264.0,7895687.0,8336956.5,3760019.2,7848447.0,1615332.9,11612298.0,10867981.0,9324372.0,11334733.0,6678646.5,7911996.5,7558111.0,7773124.0,7079922.0,6928068.5,6696926.0,10121935.0,7993277.0,9280895.0
1855-11-01,10379404.0,8173540.5,12050939.0,11175422.0,13216112.0,10722936.0,9888122.0,10852476.0,10187163.0,10728781.0,6737640.0,9897084.0,6421026.5,13975398.0,13027797.0,11337067.0,13283788.0,9158958.0,10351969.0,9116178.0,10110771.0,9629270.0,9315146.0,9522248.0,11826225.0,10313400.0,11122362.0
1855-12-01,12447782.0,10542563.0,14371179.0,13739389.0,15773424.0,12538885.0,11706291.0,12722021.0,11956504.0,12400896.0,10441159.0,11343008.0,9647227.0,16692544.0,15431948.0,14753018.0,15917160.0,11697418.0,12741318.0,10067590.0,12154317.0,11993168.0,11884328.0,12326408.0,13240456.0,12269236.0,13362194.0
1856-01-01,14630492.0,12989224.0,16025089.0,15753308.0,18337624.0,14121451.0,13129943.0,14257452.0,13470327.0,13774451.0,12596282.0,12755496.0,11523326.0,18145288.0,17181692.0,16451224.0,17585886.0,13454272.0,14250604.0,11539588.0,13607643.0,13857259.0,13587400.0,13994379.0,14350631.0,13634684.0,15221368.0
1856-02-01,15797974.0,14235162.0,17126040.0,16950276.0,19975432.0,15428289.0,13882426.0,14840019.0,14099795.0,14295096.0,13400042.0,13184898.0,12194952.0,18903292.0,18121848.0,17207580.0,18480388.0,14346886.0,15086850.0,12157842.0,14632964.0,14851548.0,14471235.0,14717564.0,14613465.0,14131203.0,16358540.0
1856-03-01,16153065.0,14633564.0,17600790.0,17250298.0,20098778.0,15632968.0,14211460.0,15091240.0,14229814.0,14376996.0,13250370.0,13118702.0,12136484.0,18984218.0,18223400.0,17443950.0,18394586.0,14546388.0,15573575.0,12187990.0,14918472.0,15125330.0,14695712.0,14856249.0,14429665.0,14094404.0,16522944.0
1856-04-01,15526578.0,14107876.0,16651068.0,16570344.0,18586700.0,14947157.0,13761896.0,15036284.0,13837158.0,13728733.0,12860490.0,12368295.0,11308648.0,18166368.0,16945792.0,16419672.0,17709412.0,13706374.0,14584258.0,11939192.0,14180810.0,14592028.0,13978976.0,14344389.0,13896125.0,13488786.0,15840647.0
1856-05-01,13948155.0,12554524.0,14755798.0,14710296.0,15372086.0,13358395.0,12208106.0,13331318.0,12361487.0,12471619.0,11109972.0,10917909.0,9680050.0,16188830.0,15204589.0,14370599.0,15786090.0,11757354.0,12007910.0,10900152.0,12391166.0,13183514.0,12253376.0,12877529.0,12492173.0,11804741.0,14166683.0
1856-06-01,11359628.0,9980037.0,11638505.0,12310178.0,12452977.0,10700844.0,10328991.0,10963743.0,10579634.0,10697214.0,8614924.0,9279838.0,7541297.0,13218242.0,12186741.0,12292591.0,13295592.0,9831828.0,9147651.0,9153280.0,10164436.0,10282308.0,9934498.0,9840104.0,10703167.0,9895242.0,11730679.0
1856-07-01,8099173.0,7422324.0,8570909.0,9351626.0,9274052.0,7710282.0,7729199.0,8734105.0,8603105.0,8461488.0,4760172.0,7554256.5,3378092.5,10633868.0,9596826.0,9623144.0,10004131.0,7221405.0,7194165.0,7048835.5,8099535.0,7004854.0,7031208.0,7218156.0,9100109.0,7606231.0,9500272.0
1856-08-01,5609080.5,5709142.0,6571923.0,6513261.0,6762405.5,5748322.0,5395580.0,6718482.5,6633829.5,6619997.0,1155743.6,6449714.0,329220.75,8890365.0,8372858.0,7300469.5,8026775.5,4914276.5,5692785.0,5692924.5,6794155.5,5225474.5,5620573.5,5466108.0,8071911.0,5851167.0,7603185.5
1856-09-01,5522451.0,5527840.0,7006018.5,6633634.0,7287050.0,6130177.0,5015664.0,6102944.0,6173411.0,6443596.0,513255.4,6325612.0,174488.6,10608844.0,9492640.0,7079964.5,9343727.0,4814964.0,6463976.0,5859825.5,6689709.5,5150837.0,5519335.5,5496822.0,8439804.0,5589748.0,7543908.0
