,MPI-ESM1-2-HR,ACCESS-CM2,INM-CM4-8,CESM2-WACCM-FV2,MPI-ESM-1-2-HAM,CESM2-WACCM,ACCESS-ESM1-5,MRI-ESM2-0,AWI-CM-1-1-MR,CESM2-FV2,CESM2,MPI-ESM1-2-LR,NorESM2-LM,NorESM2-MM,IPSL-CM6A-LR
1896-09-15,5.3566566,5.6779127,7.767727,6.2884703,5.6136775,6.2708883,5.7690682,5.1305366,4.740199,5.5891356,4.290715,5.6138225,4.945839,7.7721257,6.0714498
1896-10-15,7.164903,7.5054216,9.256742,7.897168,7.5990105,7.972944,6.793653,7.5344214,6.678436,7.8014946,6.6491265,6.853357,7.4981103,9.729006,8.148347
1896-11-15,9.548867,10.3048935,11.024495,10.332275,9.573454,10.454395,8.536463,9.942922,9.61419,10.088645,9.605213,8.789657,10.253274,11.742895,10.550875
1896-12-15,11.603413,12.268383,13.635403,12.357237,11.824742,12.668221,11.037548,11.884909,12.580014,12.458897,11.937261,11.1445675,11.968322,13.48036,12.677649
1897-01-15,13.460682,14.356912,15.325281,13.917965,13.669622,13.878122,13.266005,13.305148,14.977002,13.441793,13.531045,13.268889,13.35001,14.376976,14.9379
1897-02-15,14.418114,15.859081,16.64028,14.426004,15.047424,14.339147,14.310874,14.174563,16.17805,14.2008295,14.000731,14.60828,14.151512,14.841806,16.340637
1897-03-15,14.509396,16.507822,17.237839,14.501008,15.290547,14.452861,14.485564,14.28957,16.217428,14.450024,14.290114,15.135099,14.257489,14.839938,16.417652
1897-04-15,14.17582,16.023773,16.248903,13.883361,14.384824,13.998182,13.953586,13.55274,15.36383,13.9879265,13.924798,14.272666,13.5730715,14.478059,15.246637
1897-05-15,12.790978,14.334758,13.795769,12.369046,12.411681,12.446038,12.347633,12.132063,13.624322,12.66118,12.364558,12.400896,11.927574,12.917859,12.819944
1897-06-15,10.01291,11.1737995,11.056186,10.432604,9.369357,10.6110115,10.215566,9.828778,10.366221,10.639844,10.268209,9.4921255,9.978959,11.105614,10.069737
1897-07-15,6.7029033,8.241741,8.394559,8.304677,6.732985,8.800644,7.996765,7.4073753,6.8927526,8.333989,7.8365726,6.756518,7.644059,9.262963,7.49849
1897-08-15,5.072846,5.911393,7.1921134,6.7554603,5.3642564,6.8239636,6.16254,5.6973767,4.9914603,6.461623,5.654984,5.4100714,5.523577,7.743991,5.6800685
1897-09-15,5.084186,6.384191,7.26114,6.5305376,5.2707934,6.638865,5.927499,5.4833484,4.640235,5.8540654,5.0371494,5.1883907,5.1650844,7.8211737,6.1116567
1897-10-15,6.800437,8.587101,9.221119,8.335593,7.1563873,8.415405,7.283847,7.27049,6.6448646,7.8758874,7.134156,6.5728807,7.278791,9.761645,7.675078
1897-11-15,9.799593,10.420385,10.777013,10.356531,9.311426,10.169123,9.112446,9.859838,9.517181,10.192646,9.80735,8.791332,10.396641,11.503293,10.24507
1897-12-15,12.010686,12.178233,12.963165,12.400303,11.267338,12.258954,11.338632,11.934938,12.638155,12.505104,11.576129,11.118011,12.305687,13.187542,13.018491
1898-01-15,13.517761,14.602009,14.991306,13.677452,13.839319,13.734075,13.503228,13.181949,14.696434,14.145441,13.201041,13.454186,13.47375,14.245048,14.955896
1898-02-15,14.389266,15.891356,16.179066,14.122981,15.196177,14.490861,14.545803,14.029555,15.871234,14.940727,13.783989,14.829518,14.283077,14.981253,16.098978
1898-03-15,14.915338,16.399988,16.399088,14.400276,15.892297,14.714729,14.637299,14.179067,16.016403,14.950239,14.042821,14.870139,14.333329,15.056297,16.204172
1898-04-15,14.549416,15.652272,15.83676,13.980903,15.264694,14.204237,14.352092,13.414115,15.400413,14.437465,13.682955,14.041526,13.104049,14.252793,14.992104
1898-05-15,13.153065,13.799373,13.9464855,12.547459,13.021978,12.638898,12.786977,11.76306,13.471755,12.826038,12.077302,12.255844,11.226012,12.674653,12.799876
1898-06-15,10.513449,11.096668,11.395515,10.667187,10.12868,10.6358595,10.510946,9.24657,10.362103,10.7397175,10.211698,9.500317,9.217218,10.719269,10.013644
1898-07-15,6.9828506,7.751674,8.746341,8.538328,7.37255,8.607818,8.127424,6.691707,6.8302145,8.452351,7.697287,6.580134,6.917762,8.866961,7.546068
1898-08-15,5.2625346,5.3957005,7.3556676,6.429355,5.7339783,6.765929,6.340882,4.86857,4.9251866,6.3565273,5.2174478,5.1868563,5.278865,7.4594274,5.688042
1898-09-15,5.13357,5.507745,7.437853,5.880867,5.7681623,6.262618,5.830612,4.9376917,4.852842,5.8306313,4.296117,4.99927,5.003432,7.387747,5.9550934
1898-10-15,6.8963594,7.4321733,8.974419,8.274762,7.2929277,8.162493,7.060637,6.2999196,6.819118,7.965516,6.6194396,6.475577,7.250642,9.258953,8.171162
1898-11-15,9.826844,10.143875,10.603754,10.843874,9.265062,10.190181,9.143587,8.903099,9.377057,10.533906,9.494774,8.935597,9.671491,11.351192,10.583123
1898-12-15,11.968951,12.081999,13.02253,12.588782,11.49285,12.336839,11.532656,11.69916,12.463901,12.755136,11.322378,11.118188,12.059446,13.051588,12.844988
1899-01-15,13.737439,14.13164,15.067241,13.642402,13.558036,13.573412,13.754091,13.507857,15.193649,14.582602,13.013287,12.971619,13.295777,14.213041,14.932729
1899-02-15,14.474026,15.434681,16.584513,14.24447,14.643839,14.3049965,14.807323,14.264388,16.13119,15.177862,14.012559,14.085632,13.822281,14.645821,16.303902
1899-03-15,14.272048,16.082829,17.070356,14.248086,14.980507,14.559904,15.1424055,14.447199,16.34096,15.517683,14.403483,14.545341,14.015813,14.760417,16.323008
1899-04-15,13.64408,15.634097,16.089626,13.438266,14.3648205,14.211972,14.650253,14.031755,15.29146,15.026819,13.979795,13.845223,13.204511,13.992456,15.224364
1899-05-15,12.322287,13.825452,13.944843,12.018932,12.380047,12.701978,12.901401,12.41126,13.414165,13.38056,12.6257715,11.953317,11.559984,12.424758,12.948868
1899-06-15,10.004589,11.24145,11.431838,10.376347,9.944382,10.782117,10.590729,9.549023,10.424039,11.085042,10.603317,9.599556,9.601798,10.5463295,10.278809
1899-07-15,6.7727447,7.9739347,9.0717,8.135891,7.1307325,8.371598,8.19162,6.895571,7.159635,8.629477,7.916732,6.872201,7.543321,8.683143,7.969449
1899-08-15,5.11825,5.6522164,7.552573,5.8317933,5.486241,6.2480884,6.4580746,4.8822174,5.43387,6.5564094,5.644139,5.233455,5.8514194,7.478169,6.0392346
1899-09-15,4.996141,5.7037487,7.355348,5.33693,5.4076695,6.154656,6.242041,4.4516134,4.996901,5.8122725,4.7233443,5.011097,5.759216,7.5965466,6.4424787
1899-10-15,6.6845284,7.613416,9.040948,8.11672,7.243795,8.023076,7.4451942,5.5771475,6.3971086,7.981943,7.580842,6.4601426,7.6709504,9.353967,8.240377
1899-11-15,9.583305,10.423867,11.068508,10.596546,9.566222,10.37754,9.241181,8.850995,9.333482,10.221182,10.264882,8.6728525,10.113641,11.068913,10.7034025
1899-12-15,11.696263,12.281134,12.930903,12.335457,11.8655405,12.360446,11.910152,12.028017,12.520658,12.427962,12.060137,10.874935,11.871658,12.813993,13.006855
1900-01-15,13.555657,13.932132,15.084305,14.093377,13.495953,13.65674,13.936402,13.289109,15.0133705,14.444675,13.489056,13.103794,13.35636,13.956299,14.882969
1900-02-15,14.315218,14.915889,16.237717,14.526674,14.510914,14.588488,14.6720705,14.20869,16.040722,15.381395,14.071455,14.521575,13.982997,14.536128,16.242626
1900-03-15,14.648738,15.521822,16.56887,14.711266,15.22457,15.052376,15.155597,14.526593,16.409723,15.61764,14.199575,15.162449,13.951711,14.614516,16.111912
1900-04-15,14.423211,15.325212,16.007032,14.26856,14.541739,14.7258415,14.789975,13.72052,15.330119,15.042288,14.015168,14.158256,13.273366,14.0990505,14.8132
1900-05-15,12.992227,13.570389,14.040608,12.491078,12.632264,13.062891,13.278771,11.9430065,13.410865,13.068621,12.581825,12.2468,11.840401,12.53345,12.878155
1900-06-15,10.609498,10.889414,10.934391,10.660811,10.071557,10.959681,10.746006,9.200615,10.082366,10.657739,10.4379425,9.644846,9.949117,10.816214,10.417722
1900-07-15,6.6892557,7.897647,8.409639,8.234582,7.7609963,8.586862,8.072908,6.759226,6.7807055,8.165727,7.7832437,6.887632,7.433916,8.995528,7.7324476
1900-08-15,4.636684,5.7413745,7.2314425,6.198853,6.377248,6.8100057,6.0822735,4.8617296,4.911784,6.2085137,5.281189,5.3275256,5.4945073,7.5887284,5.420968
1900-09-15,4.532564,5.8362603,7.316986,5.5867796,6.2135043,6.3415,5.615941,4.743863,4.6844525,5.5596714,4.4568543,5.0272517,5.123637,7.6570306,6.1537094
1900-10-15,6.445133,7.8223453,8.998837,7.30995,7.761606,8.267064,6.846812,6.436053,6.483206,7.328643,7.3461547,6.4952927,7.5498853,9.352863,8.679621
1900-11-15,9.5691,10.500727,10.939299,10.282888,9.775415,10.630585,8.705129,9.186228,8.989209,9.855578,9.668257,8.9234,10.477051,11.291178,10.664933
1900-12-15,11.853401,12.588638,13.059463,12.49744,11.912212,12.7617235,11.478961,11.897168,11.919144,12.154485,11.939913,10.811981,12.251642,12.898584,13.143481
1901-01-15,13.217883,14.336589,15.169238,13.979085,13.310523,14.105744,14.0460615,13.483462,14.235391,13.894188,13.386357,12.840941,13.538405,14.050298,14.903717
1901-02-15,13.968035,15.345842,16.40994,14.394367,14.153008,14.712644,14.996654,14.060234,15.611725,14.699146,14.297619,14.023946,14.284401,14.464006,16.170198
1901-03-15,14.442988,15.712793,16.819132,14.516532,14.676017,15.182195,15.225937,14.203084,15.888056,14.913169,14.381409,14.212315,14.077035,14.574288,16.459692
1901-04-15,13.786561,15.524768,16.026134,14.260445,14.015853,14.911156,14.651256,13.827371,15.129761,14.255393,14.057443,13.353188,13.324534,14.048254,15.284701
1901-05-15,12.467262,13.8095875,14.112088,12.8248,12.120672,13.340537,13.176846,12.148698,13.103501,12.653235,12.404761,11.945454,11.7481985,12.415346,12.935859
1901-06-15,10.125955,10.853334,11.400856,10.951978,10.033018,11.137335,10.961624,9.38415,9.742034,10.420312,10.4755335,9.137436,9.567383,10.579254,10.176351
1901-07-15,7.0583897,7.6141205,8.829239,8.577255,7.5715923,8.79206,8.267531,6.9182477,6.1683645,8.137341,7.6506763,6.668233,7.131724,8.5832615,7.963067
1901-08-15,5.337403,5.0896935,7.226507,6.414684,6.2266765,6.9776926,6.288071,4.8257604,4.5120034,6.1876793,5.16463,5.3757806,5.151921,7.026644,6.246023
1901-09-15,5.2705007,4.9738,7.15759,5.809114,6.18328,6.4994416,5.678493,4.590978,4.417709,5.74162,4.622723,5.1965184,4.8243933,7.3096185,6.6737995
1901-10-15,6.698724,6.8909883,8.709289,7.765988,7.637435,8.616739,6.5947514,6.3234863,5.9041715,7.531807,6.9627976,6.7481027,7.228504,9.491034,8.843335
1901-11-15,9.415407,10.341121,10.63418,10.504116,9.716418,10.729539,8.751953,9.038235,8.691431,9.635074,9.570566,8.784732,10.008004,11.297883,11.306926
1901-12-15,11.7631645,12.409577,12.929138,12.517488,11.679149,12.748162,11.718047,11.506786,11.5082655,11.664116,11.79613,10.520694,11.9473715,12.889826,13.523925
1902-01-15,13.56905,14.634105,14.5903015,14.010788,13.24304,14.085324,14.340032,13.82759,13.890029,13.753665,13.271883,12.613752,13.363426,13.993458,15.230434
1902-02-15,14.468129,15.78892,15.720421,14.680996,13.884881,14.648227,15.169401,14.41691,15.313076,14.702451,13.644665,13.5178995,13.856656,14.57748,16.189913
1902-03-15,14.95223,16.08913,15.921024,14.872375,14.270313,15.0298605,15.222663,14.476739,15.690603,15.032454,13.840538,13.788867,13.870289,14.947536,16.386333
1902-04-15,14.4887,15.513022,15.316309,14.481808,13.567083,14.631987,14.602758,13.949793,15.111076,14.21975,13.368172,13.253645,13.199737,14.171818,15.517721
1902-05-15,12.838141,13.946203,13.280805,12.879489,11.891035,13.027695,12.9968,12.151911,13.281162,12.291549,11.768149,11.833911,11.361541,12.3913,12.791547
1902-06-15,9.883812,11.20244,10.659315,10.914622,9.721371,11.017451,10.659037,9.437678,10.106075,10.089103,9.968861,9.55891,9.427173,10.282888,9.826576
1902-07-15,6.5902405,8.109842,8.3738,8.487677,7.147875,8.66089,8.212265,7.090218,6.8231053,7.500392,7.6934295,6.9721107,7.462419,8.152191,7.5415564
1902-08-15,4.7965016,5.562253,7.1210623,6.2477427,5.5854,7.086466,6.3019605,5.467867,4.8917313,5.235964,5.6818714,5.443717,5.798202,6.636745,5.7435384
1902-09-15,4.6784506,5.5985456,7.239867,5.796099,5.2580066,6.796682,5.6272187,5.3157754,4.6760435,4.8132615,5.336786,5.2527003,5.4452977,6.9844656,6.3123236
1902-10-15,6.0649967,7.4782314,8.991432,8.02066,7.0056596,8.0718975,6.773195,6.985677,6.5724406,6.765078,6.7927823,6.8650923,7.7555118,9.200221,8.396698
1902-11-15,9.250169,10.286855,10.540791,10.126808,9.363625,10.631966,9.042907,9.129742,9.819902,9.822861,9.05303,9.052279,10.290517,11.271399,9.994829
1902-12-15,11.422789,12.451583,12.337183,12.139557,11.448452,12.863346,11.455398,11.519801,12.790561,11.985003,11.145409,10.915221,12.167458,13.121632,12.802479
1903-01-15,13.206706,14.58654,14.576564,13.932162,12.697246,13.798627,13.986848,13.167628,15.219555,13.662103,12.848522,12.605912,13.404563,14.261098,15.420911
1903-02-15,14.372869,16.108835,15.5787945,14.652686,13.846358,14.425544,14.814757,13.890984,16.11655,14.434877,13.523199,13.658016,14.313018,14.593726,16.863224
1903-03-15,14.710479,16.621315,16.12471,15.200299,14.452084,14.558245,15.191859,14.11383,16.463118,14.706368,13.744006,14.170025,14.339327,14.401718,17.28647
1903-04-15,14.233129,16.006027,15.512207,14.8816395,13.643883,14.017778,14.579043,13.418589,15.741316,14.109075,13.173334,13.621461,13.650489,13.8154335,15.831106
1903-05-15,13.105698,14.281249,13.696156,13.239608,12.122491,12.693285,12.760142,12.188356,13.717249,12.489493,11.864688,11.980038,11.874912,12.234231,13.0104
1903-06-15,10.786757,11.457517,11.08783,10.822593,10.110443,10.916058,10.3714075,9.972408,10.581007,10.605057,9.914278,9.761678,9.936415,10.643398,10.236978
1903-07-15,7.665837,8.241625,8.834945,8.295944,7.5193105,8.673799,8.009404,7.440271,6.908345,8.227549,7.177018,7.068796,7.950056,8.790897,7.857496
1903-08-15,5.5246615,5.7284484,7.7511225,6.62445,5.911313,6.8358774,6.1939435,5.334796,5.128521,5.96987,5.278459,5.7177167,6.0507383,7.2957177,6.368579
1903-09-15,5.397962,5.5921044,7.960876,5.9773426,5.6938114,6.5354986,5.697314,5.1464205,4.9962735,5.517265,4.7854533,5.484378,5.8287992,7.5172095,6.768825
1903-10-15,7.1289744,8.295942,9.544596,7.950248,7.1356072,7.848844,6.9286385,7.246143,6.6437254,7.3738956,6.569329,6.6550612,8.115446,9.661066,8.39867
1903-11-15,9.791717,10.802014,11.035849,10.415284,9.3801985,10.582371,9.308267,9.434256,9.748838,10.115231,9.179515,8.710018,10.18654,11.415931,10.927221
1903-12-15,12.085761,12.60139,13.16934,12.513908,11.424531,12.623225,11.548294,12.306449,12.688469,12.122981,11.729764,10.967741,12.300434,12.916905,13.347115
1904-01-15,13.696176,14.741173,15.424621,13.769281,12.835732,14.112825,13.953622,13.800984,15.02616,13.733048,13.376023,12.958988,13.523334,13.9819975,15.189266
1904-02-15,14.752428,16.425674,16.668343,14.397951,14.024316,14.900908,15.016144,14.623869,15.801391,14.248702,13.768383,13.964868,14.247302,14.374028,16.813965
1904-03-15,15.158325,16.713753,16.70868,14.686406,14.758498,14.943629,15.218554,14.600041,15.890878,14.391956,14.103057,14.413117,14.292265,14.53341,17.172148
1904-04-15,14.6678295,16.371702,16.130436,14.343845,14.448781,14.555266,14.734766,13.946548,15.286801,14.073826,13.85562,14.100094,13.522951,13.87254,15.795323
1904-05-15,13.295547,14.148976,14.154751,12.564334,12.475272,13.010353,13.109712,12.321856,13.404408,12.699418,12.383376,12.101408,11.678122,12.688266,12.96389
1904-06-15,10.716444,11.238722,11.596404,10.704008,9.483458,11.138403,10.529122,9.720086,10.303501,10.480888,10.500528,9.229143,9.909203,10.96304,10.005335
1904-07-15,7.1518607,8.423428,9.134928,8.137884,6.5707617,8.783139,8.079774,7.3912783,6.9166007,8.225975,8.008874,6.7671204,7.637687,8.906313,7.661118
1904-08-15,5.2249193,6.2924924,7.9302115,5.8865976,4.944885,6.7413673,6.2733765,5.388292,5.1620526,6.501778,5.7624474,5.35688,5.7861943,7.38599,6.0633526
1904-09-15,5.193419,6.4732847,7.7387085,5.400138,4.7592278,6.3467827,5.907507,5.436215,4.9955845,5.995034,5.3688917,5.156087,5.6910377,7.4572086,6.2994733
1904-10-15,6.89646,8.651536,9.191643,7.3567333,6.278659,8.088844,7.601887,7.3031764,6.986789,7.706753,7.816895,6.716934,8.541756,9.067741,8.432425
1904-11-15,9.667701,10.78956,11.051676,10.516399,8.928136,10.584546,9.682055,9.877037,9.795502,10.126849,10.114053,9.08866,10.926706,11.252244,11.001102
1904-12-15,11.897452,12.683438,13.426845,12.4918,11.131963,12.917443,11.954854,11.891136,12.313846,12.247683,12.095463,11.410294,12.516555,13.295358,13.381483
1905-01-15,13.677473,14.729682,15.307402,13.850135,13.547789,14.216008,14.105763,13.814265,14.746604,13.718189,13.27844,13.476959,13.879414,14.180376,15.349607
1905-02-15,14.938549,15.834321,16.130365,14.244232,14.6171,14.564239,14.892168,14.538449,15.9714155,14.515605,14.013356,14.586428,14.197246,14.636625,16.9053
1905-03-15,15.410115,16.184101,16.408329,14.490315,14.861694,14.742398,15.372666,14.749037,16.269424,14.649394,14.352395,14.79209,14.25051,14.618877,17.090092
1905-04-15,14.706519,16.05197,15.700642,14.088954,14.2646055,14.21854,14.814056,14.416922,15.836675,14.218657,13.779161,14.04776,13.225111,13.750496,15.85782
1905-05-15,12.901753,14.292146,13.825251,12.540161,12.618089,12.783537,13.139173,12.793647,13.8294115,12.569065,12.226212,12.29716,11.671039,12.5585985,12.964383
1905-06-15,9.768208,11.2940445,11.131057,10.583634,9.624976,10.928808,10.788679,9.779198,10.521836,10.464915,10.386118,9.739494,9.763005,10.813469,10.364309
1905-07-15,6.711315,8.442317,9.000961,7.8970723,7.0721273,8.9000635,8.268515,7.0914245,7.22455,8.351335,8.0901375,6.9403844,7.800455,8.927884,8.173431
1905-08-15,4.9469028,6.5285535,7.717216,5.4993644,5.183456,7.073371,6.333071,5.3189397,5.5102754,6.085987,5.7048216,5.498204,6.027187,7.2099357,6.760867
1905-09-15,4.873202,6.8173857,7.5474863,4.8419275,4.969152,6.7192726,5.8377495,5.154833,5.122816,5.4542193,5.0866623,5.3622646,5.7049165,7.4289956,7.1734076
1905-10-15,6.838756,8.609951,9.240171,6.6539793,6.8909717,8.601762,7.1966558,6.9312344,6.8210726,7.1578274,7.5101438,6.783376,7.986694,9.458992,8.749342
1905-11-15,9.392411,10.259722,10.926554,9.831589,9.415015,10.556283,9.791921,9.198548,10.009336,9.627112,9.800918,8.957647,10.004986,11.493708,11.099359
1905-12-15,11.652376,12.190312,13.113596,11.924436,11.413447,12.307701,12.02282,11.939752,13.055157,11.961867,11.723309,10.934684,12.089288,13.278813,13.517418
1906-01-15,13.359157,14.534612,14.560575,13.526548,13.171666,14.129315,14.287497,13.665896,15.374045,13.896415,13.649513,12.776064,13.587324,14.3545885,15.135479
1906-02-15,14.610587,15.902673,15.848454,14.463036,14.439619,14.901437,15.308098,14.32691,16.046162,14.671992,14.408342,13.621936,14.418147,14.653343,16.392162
1906-03-15,15.219169,16.396826,16.394222,14.6707735,14.732237,14.714316,15.763928,14.285014,16.205103,15.090639,14.274832,14.034769,14.649991,14.589213,16.559591
1906-04-15,14.9697895,15.660021,15.7880535,14.3959675,14.384066,14.5428705,15.401045,13.825722,15.630415,14.680768,13.744449,13.47419,14.000107,14.082394,15.081259
1906-05-15,12.965944,13.850912,13.864189,12.895862,12.137729,13.075069,13.585536,12.374705,13.9405775,12.876852,12.222097,11.92342,12.26789,12.5623045,12.538158
1906-06-15,9.769565,10.861109,11.368437,10.821917,9.187337,10.921639,10.881375,9.59071,10.917937,10.61679,10.257395,9.306932,10.235558,10.612396,10.072154
1906-07-15,7.1212525,7.907041,9.004824,8.290718,6.3475986,8.608669,8.249354,7.1245875,7.24797,8.090831,8.217611,7.320253,7.9992414,8.562165,8.041707
1906-08-15,5.285842,6.0596514,7.639023,6.1237054,4.5998864,6.7369013,6.4516764,5.194446,5.3828807,6.039052,6.5188274,6.0309067,6.0369,6.948052,6.554161
1906-09-15,5.0367227,6.288736,7.4421463,5.4854984,4.4167385,6.608553,6.0426645,5.1328716,5.086233,5.2613773,5.9920726,5.7576995,5.571569,7.281796,7.073499
1906-10-15,6.695944,7.9515433,9.18924,7.961419,6.0483475,8.504275,7.548813,6.909087,6.6904373,6.963591,7.328543,7.114252,8.037576,9.5914135,8.651247
1906-11-15,9.522593,10.03215,10.911335,10.230148,8.737073,10.835135,9.628625,9.990782,9.729925,9.829871,9.831717,9.192447,10.228738,11.195155,10.2256565
1906-12-15,11.708249,12.373962,12.805481,12.252134,11.197376,12.761246,11.989621,12.122222,12.538723,12.480441,11.656763,11.031746,12.322786,13.180399,12.882872
1907-01-15,13.788258,14.259483,14.821159,13.908198,12.903537,14.171722,14.530864,13.702162,14.956535,13.95303,13.380786,13.178662,13.692953,14.37042,15.134933
1907-02-15,14.826872,15.37147,16.11011,14.506191,13.729755,14.868472,15.707392,14.2557955,15.912857,14.718113,13.759324,14.290088,14.261776,14.92802,16.42887
1907-03-15,15.183483,15.938692,16.285494,14.592964,13.962525,15.0788145,15.889994,14.53776,16.172926,14.751749,14.0455265,14.346396,14.525217,14.8636875,16.730635
1907-04-15,14.577857,15.552997,15.461572,14.0766535,13.554455,14.71645,14.851765,13.854744,15.754777,14.410177,13.641806,13.707222,13.657684,14.219598,15.708983
1907-05-15,13.16283,13.78479,13.811143,12.6974325,12.2725,12.960681,13.122174,12.125856,13.988394,12.78273,12.100003,12.025917,11.6992855,12.813668,13.187701
1907-06-15,10.970104,11.281511,11.085353,10.7774725,9.962888,10.844168,10.519312,9.010079,10.73914,10.63354,10.1808405,9.318337,9.720824,10.697987,10.144042
1907-07-15,7.893444,8.505885,8.631134,8.657484,6.802271,8.388583,7.712924,6.6418047,7.450275,8.502138,8.127728,7.014728,7.637554,8.623613,7.9204392
1907-08-15,5.8322434,6.471989,7.5950775,6.8066664,5.2663913,6.594377,5.954962,4.978351,5.593468,6.386779,6.6943054,5.8664804,5.942631,7.3669534,6.3314376
1907-09-15,5.8054037,6.7149043,7.5394874,6.3947186,5.0502324,6.3013372,5.5402894,4.8121004,5.4676294,5.7929726,6.32031,5.760515,6.038062,7.629074,6.564014
1907-10-15,7.634391,8.831185,9.000297,8.462949,6.459329,8.349159,6.640264,6.4577584,7.1297507,8.038355,8.097851,7.1267004,8.5451145,9.57229,8.163128
1907-11-15,10.021749,11.029983,10.810312,10.7573395,9.022685,10.549383,8.762217,9.244588,9.673443,10.602018,9.962998,9.045541,10.433919,11.522569,10.611263
1907-12-15,12.166545,12.729363,12.936206,12.75107,10.849736,12.278592,11.368075,11.475038,12.186067,12.745486,11.929353,10.872246,12.00025,13.4065275,13.183634
1908-01-15,13.875171,14.412593,14.726667,14.037509,12.643052,13.917912,13.933238,13.364656,14.7602215,13.6052,13.401007,12.946906,13.5635195,14.351157,15.42365
1908-02-15,14.780096,15.710283,15.874609,14.542337,13.583518,14.634887,15.298263,14.20153,15.946475,14.299843,14.127807,14.1774845,14.255207,14.974973,16.567327
1908-03-15,14.951787,16.052885,16.012005,14.801292,13.810497,14.870662,15.540235,14.347867,16.374432,14.539324,14.299913,14.119275,14.357139,15.092325,16.45102
1908-04-15,14.097368,15.532716,15.479359,14.561461,13.14284,14.430365,15.116744,13.723946,15.812182,13.910239,13.960966,13.45178,13.929711,14.459117,15.260704
1908-05-15,12.915332,13.732644,13.730326,13.104827,11.771839,13.233653,13.199888,11.939398,13.937848,12.306381,12.296732,11.689319,12.247145,13.065181,12.534914
1908-06-15,10.614515,11.059382,11.330919,11.152388,9.121328,11.144256,10.399024,9.546239,10.503523,10.38455,10.356179,9.547,10.232745,11.071167,9.90277
1908-07-15,7.3910785,8.24656,8.909117,8.887492,6.8590493,8.982427,7.5820827,7.1197643,7.086625,8.042095,8.080017,7.0707583,8.101384,9.070573,7.504189
1908-08-15,5.381677,6.1925187,7.2914143,6.6174517,5.4127283,7.366275,5.6893697,5.2756424,5.529049,6.0299416,6.292345,5.708995,6.316794,7.545189,6.033198
1908-09-15,5.286822,6.20268,7.121772,6.183187,5.300424,7.2529597,5.338775,5.0364275,5.3633585,5.586504,5.8852916,5.5484066,6.164062,7.7284803,6.2648973
1908-10-15,7.543153,8.232865,8.53405,8.577574,7.1079307,8.593954,6.2251244,6.6876817,7.199782,7.7506375,7.9057984,6.9295783,8.54635,10.042449,7.9722376
1908-11-15,10.445436,10.698779,10.879181,10.671764,9.132427,10.448498,8.169786,9.302371,9.7320385,9.828188,10.298956,9.085256,10.769944,11.906919,10.239074
1908-12-15,12.509728,12.901333,12.967967,12.595153,10.690672,12.766593,11.159077,11.766916,12.22135,12.325442,12.058259,11.138916,12.693127,13.639624,12.806618
1909-01-15,14.100543,14.49622,14.620474,14.290439,12.858933,14.125608,13.86987,13.338273,14.344586,13.754423,13.451687,12.814165,13.829603,14.683677,14.659297
1909-02-15,14.606145,15.496111,16.147442,14.926563,13.883317,14.617118,15.053901,14.127833,15.911947,14.437057,13.845654,13.88953,14.687128,15.297021,15.778544
1909-03-15,14.926734,16.074446,16.31164,15.201051,13.891924,14.8035555,15.344202,14.390802,16.307629,14.90693,13.848324,14.19298,14.473647,15.154012,15.89301
1909-04-15,14.440953,15.833396,15.708937,14.635049,13.255708,14.417208,14.711125,13.779636,15.432927,14.469278,13.428511,13.430392,13.59544,14.619774,14.379334
1909-05-15,13.283088,14.231232,13.722828,13.040135,11.459203,12.71162,12.979542,12.335825,13.300264,12.929615,12.0683,11.970801,11.937895,13.260246,12.302779
1909-06-15,10.659645,11.663856,11.335442,10.955792,9.237203,10.952538,10.54896,9.736372,9.873894,10.756973,10.17566,9.896228,10.007956,11.281053,9.706739
1909-07-15,7.3429713,8.802813,9.030165,8.346254,6.8273005,8.881522,7.9525285,7.2917795,6.6759577,8.224783,7.729862,6.857379,8.035857,9.181486,7.340275
1909-08-15,5.5092177,6.684966,7.6429677,6.443985,5.5010242,7.1112757,6.2544703,5.310886,5.081618,6.2603197,5.641747,5.244582,6.3463078,7.7733674,5.985628
1909-09-15,5.4448333,6.7371407,7.421406,6.0937357,5.4646735,7.005318,5.9021993,5.3359637,4.8609242,5.9420776,5.423457,5.071344,5.925324,7.6717167,6.1038117
1909-10-15,7.3426213,8.84561,8.856532,7.954894,6.844319,9.039664,7.2668095,6.8671384,6.558223,8.076009,7.134148,6.4152107,8.381718,9.880038,7.903527
1909-11-15,10.072203,10.8020315,10.904182,10.311712,8.752422,10.608002,9.091313,9.113364,9.479307,10.453147,10.358547,8.914696,10.4859495,11.357029,9.959283
1909-12-15,12.255346,13.177156,12.782434,12.718597,10.736718,12.3015585,11.126404,11.878655,12.052385,12.454531,12.149449,10.867069,12.413326,13.381477,12.605211
1910-01-15,13.906265,14.949345,14.421343,14.274035,12.632433,14.06836,13.687649,13.458325,14.580553,13.758758,13.384934,12.961659,13.71097,14.367498,14.522586
1910-02-15,14.65459,15.955616,15.881755,14.979172,13.818598,14.693452,14.935705,14.317314,15.463534,14.3331,13.85186,14.194461,14.347561,15.068336,15.861025
1910-03-15,14.779861,16.28231,16.185295,15.034665,14.307831,14.846136,15.135452,14.431386,15.570786,14.61505,13.905148,14.448635,14.270693,14.853758,16.214882
