,MPI-ESM1-2-HR,ACCESS-CM2,INM-CM4-8,CESM2-WACCM-FV2,MPI-ESM-1-2-HAM,CESM2-WACCM,ACCESS-ESM1-5,MRI-ESM2-0,AWI-CM-1-1-MR,CESM2-FV2,CESM2,MPI-ESM1-2-LR,NorESM2-LM,NorESM2-MM,IPSL-CM6A-LR
1850-01-15,13.486614,14.36047,14.586742,14.21092,12.754804,13.688188,13.457931,13.86089,14.378301,13.760965,13.547087,14.059256,14.144804,14.193403,15.397087
1850-02-15,13.758346,15.281556,15.705677,14.715774,13.471666,14.102425,14.722664,14.934191,15.574938,14.209129,14.335664,15.00572,14.478759,14.802825,16.78969
1850-03-15,14.195837,15.843057,15.949246,14.64694,13.721946,14.379153,15.128111,15.169263,15.451425,14.611517,14.726431,15.275677,14.366574,14.861143,16.67875
1850-04-15,13.6004925,15.233775,15.219355,14.509631,13.0349245,14.256236,14.53169,14.281004,14.804174,14.280624,14.247328,14.256274,13.946235,14.089251,15.664986
1850-05-15,12.170599,13.534682,13.469323,13.103409,11.743914,12.801426,12.930463,12.515518,12.95934,12.839067,12.705245,12.165003,12.318433,12.506202,13.053457
1850-06-15,9.733544,10.919431,11.072403,10.998866,9.592181,10.560425,10.162614,9.515424,9.815966,10.851495,10.767034,9.701417,10.271858,10.695553,10.577687
1850-07-15,6.653856,7.8528543,8.604803,8.904942,6.8654385,8.331374,7.643952,6.8573146,6.6979795,8.524947,8.107666,7.031912,8.08884,8.477378,8.668905
1850-08-15,4.9800553,5.585011,6.9813843,7.370406,5.2510996,6.733844,5.851065,5.0957627,4.906735,6.913017,6.0557785,5.4387035,6.5547333,6.970702,6.6823936
1850-09-15,4.862172,5.637486,6.6962976,7.067376,5.1375284,6.3043942,5.392928,4.9337506,4.5866356,6.59969,5.5987973,5.234394,6.5898266,6.8805013,6.7129345
1850-10-15,6.5661836,7.6971836,8.518352,8.471028,6.5899076,8.186653,6.590429,6.633332,6.1927514,8.638919,7.2583227,6.88102,8.80419,8.652696,8.7349615
1850-11-15,9.416279,10.307384,10.834139,10.831981,9.18798,10.417559,8.745995,9.17229,8.848554,10.55446,9.974404,9.521745,10.295096,10.887732,11.004379
1850-12-15,11.666917,12.24264,12.659601,12.568752,11.192445,12.151977,11.223712,12.171195,11.078569,12.714372,12.186711,11.024213,12.454512,12.889788,13.581119
1851-01-15,13.428778,14.124278,14.349984,14.115187,12.809702,13.491772,13.472695,14.016281,13.832913,14.121222,13.639161,13.081081,13.968834,13.822759,15.337591
1851-02-15,14.300165,15.234044,15.693527,14.83606,13.956102,14.280045,14.742397,14.82784,15.019807,14.841063,14.141189,14.425755,14.726946,14.430436,16.473373
1851-03-15,14.332541,15.760337,16.384617,15.047223,14.688984,14.240673,15.283947,15.012801,15.478587,15.015249,14.389602,15.061807,14.642196,14.31546,15.895048
1851-04-15,13.640285,15.535575,15.720261,14.641172,14.148547,14.088957,14.625184,14.547967,15.007169,14.662178,14.004866,14.653281,13.962641,13.672578,15.057989
1851-05-15,12.430181,13.977046,13.682009,13.266894,12.268446,12.775038,12.905471,13.004785,13.175831,13.1587925,12.545552,13.0735655,12.215564,12.267433,12.810601
1851-06-15,10.21578,11.15713,11.21575,11.150294,9.738991,10.754252,10.307624,9.66898,9.831682,10.817762,10.488608,10.465437,10.14538,10.421007,9.953999
1851-07-15,7.135086,8.118448,9.035799,8.689726,7.11415,8.6792345,7.752499,6.883753,6.785634,8.846632,7.8188386,7.4668903,8.105062,8.312485,7.504893
1851-08-15,5.1907525,5.5182667,7.745904,6.692662,5.5374637,7.194789,5.6574707,5.135481,5.108974,7.256644,5.3208017,5.9743614,6.444117,6.683648,5.8113875
1851-09-15,4.912487,5.5384965,7.457715,6.4905615,5.323524,7.1075473,5.276522,4.9237847,4.786806,6.940524,4.667019,5.8150864,6.1394114,6.6355166,5.6972814
1851-10-15,6.378224,7.996207,9.246844,8.473544,7.050155,8.755356,6.7341228,6.427189,6.4675884,8.316425,7.330713,7.2799287,8.24112,8.343844,7.5685654
1851-11-15,9.507688,10.598614,10.969627,10.724744,9.16133,10.7821,8.567431,9.331041,9.216694,10.382641,9.873758,9.320088,10.389778,10.870229,10.301249
1851-12-15,11.857975,12.512658,13.187078,12.532251,11.156026,12.2902,11.365934,12.125304,11.417706,12.531157,11.836317,11.563898,12.3814335,12.791025,12.773877
1852-01-15,13.284678,15.037873,14.991581,14.125552,12.935855,13.602306,13.519914,14.07367,14.282225,14.354418,13.240641,13.476722,13.874706,13.911611,14.512134
1852-02-15,14.080043,16.273521,16.209988,14.752544,13.99657,14.278239,15.030062,14.895339,15.609633,15.053135,13.920088,14.912504,14.277187,14.453834,15.996537
1852-03-15,14.363129,16.63382,16.780884,15.007859,14.08792,14.385036,15.183004,15.1294365,15.699382,15.114038,14.29794,15.541066,14.182895,14.358137,16.022259
1852-04-15,13.963663,16.262098,15.907042,14.5553,13.318879,13.920518,14.56513,14.60762,15.274829,14.828555,13.91522,14.625107,13.181125,13.769398,15.115547
1852-05-15,12.603809,14.318832,13.917272,12.888921,11.549321,12.583715,13.044127,12.876206,13.089031,13.427098,12.520767,13.004692,11.826064,12.230876,12.494789
1852-06-15,9.727533,11.212453,11.363081,10.929532,9.371878,10.373175,10.654545,9.700688,9.479037,10.822002,10.287064,10.324726,10.043696,10.422077,9.949848
1852-07-15,6.514387,7.8474083,9.11672,8.883586,6.9299707,8.31025,8.1715975,6.804253,6.3664494,8.792108,7.88984,7.4584966,7.944151,8.358976,7.7062635
1852-08-15,4.8736367,5.752442,7.846252,7.2680387,5.6592865,6.5161915,6.213709,4.632847,4.7436137,7.0398364,5.6534467,6.0957317,6.2111025,6.7243743,6.099406
1852-09-15,4.838759,6.118154,7.7988644,7.1848807,5.456619,6.091007,5.849547,4.4258456,4.660718,6.7470317,5.217307,5.9825907,6.0949593,6.7151423,6.733987
1852-10-15,6.6107287,8.187298,9.232592,8.9312105,6.7996283,7.924758,7.21862,5.7744675,6.2865653,8.33769,7.3514705,7.4208345,8.48743,9.324344,8.171312
1852-11-15,9.744086,10.167815,10.9642935,10.851376,9.220236,10.6565,9.107486,8.94843,9.075738,10.575667,9.544899,9.562388,10.023228,11.165272,10.005154
1852-12-15,11.908317,12.448105,12.752045,12.811187,11.350505,12.239247,11.522757,12.549101,11.687864,12.579574,11.625014,11.911568,11.8860035,12.699122,12.514487
1853-01-15,13.713684,14.68074,14.813232,14.10656,12.86293,13.631639,14.049044,13.852096,13.768941,14.111262,13.3315525,13.084183,13.265477,13.954956,14.061114
1853-02-15,14.673578,16.167751,16.031971,14.549788,13.732461,14.445697,15.145062,14.7179575,14.909612,14.387399,13.961318,14.253343,14.000806,14.447179,15.426046
1853-03-15,15.0314045,16.574753,16.476492,14.556115,14.114778,14.396013,15.389061,14.961316,15.197075,14.719775,13.980855,14.838208,14.026866,14.504059,15.51011
1853-04-15,14.42101,16.09292,16.18447,14.245698,13.484288,14.224962,14.955373,13.898898,14.636402,14.517894,13.605817,14.291613,13.239774,13.865484,14.700426
1853-05-15,12.965732,14.171425,14.407602,12.619269,11.939177,12.86178,13.252043,12.129436,12.922531,12.965811,12.249701,12.319846,11.4473915,12.474054,12.221248
1853-06-15,10.062021,11.152709,11.678127,10.663745,9.7413435,10.814025,10.573472,9.391765,9.376149,10.967941,10.259193,9.641104,9.641378,10.493194,9.662836
1853-07-15,6.571911,7.910907,8.9856205,8.657854,6.71965,8.663285,7.9481754,6.9521813,6.1176605,8.666048,7.9955,7.26711,7.463438,8.489667,7.0280867
1853-08-15,4.5436697,5.5180573,7.7321672,6.949248,4.9646096,7.050344,6.1444974,4.7439556,4.576333,6.8783727,5.692501,5.7070117,5.631644,6.67811,5.3614225
1853-09-15,4.434807,5.4775805,7.756621,6.58268,4.585535,6.9464755,5.516515,4.750719,4.3253193,6.5228357,5.0295663,5.5919385,5.405306,6.6066008,5.8467026
1853-10-15,6.235171,7.2126665,9.487204,8.475666,6.298182,8.702843,6.678623,6.6539373,5.835957,8.313195,7.536949,6.9449377,7.951906,8.796505,7.642892
1853-11-15,9.10162,9.78065,11.256105,10.39123,8.990736,10.447376,8.919588,9.534512,9.041233,10.608718,10.108653,9.203998,10.130837,10.986021,9.95058
1853-12-15,11.685542,12.137579,13.347969,12.247875,11.1307125,12.251971,11.296529,12.157071,11.758659,12.587561,12.094293,11.426508,11.976992,12.764101,11.918874
1854-01-15,13.864444,14.613923,15.170713,13.789437,12.779166,13.831326,13.754803,13.840647,14.625163,14.048353,13.434039,12.964716,13.375798,13.994535,13.728452
1854-02-15,14.738853,16.106937,16.18863,14.624109,13.390875,14.255237,14.872114,14.460391,15.832008,14.714048,14.083066,14.141884,14.10513,14.4705515,15.082328
1854-03-15,14.967477,16.139084,16.496391,14.916303,13.764985,14.343136,15.249973,14.992897,15.778284,14.777626,14.111728,14.634852,14.000123,14.458147,14.971247
1854-04-15,14.362537,15.789024,15.506029,14.508257,13.565198,13.884031,14.645559,14.145421,14.939075,14.346999,13.697243,13.87329,13.503988,13.8528595,13.923334
1854-05-15,12.684696,14.191983,13.649715,13.321974,12.381346,12.423772,13.146138,12.539173,13.142177,12.903253,12.059323,12.218885,11.83737,12.153111,12.16043
1854-06-15,9.296129,11.30974,11.336977,11.469284,10.007877,10.627611,10.480087,9.915431,9.871493,10.845168,9.955474,9.898733,9.957604,10.327616,9.645892
1854-07-15,5.9136887,7.826719,9.119984,9.234751,7.1644306,8.708499,7.8091087,7.5439568,6.373762,8.660665,7.558867,7.140991,7.657588,8.19859,7.1070704
1854-08-15,3.9065137,5.0975103,7.950342,7.375347,5.633657,6.860232,5.8059373,5.4451776,4.4455338,7.0697227,5.3358183,5.597974,5.751201,6.4068456,5.3229275
1854-09-15,3.7545419,5.117271,7.8183675,6.920329,5.5915337,6.6991296,5.4349,5.1868577,4.2375317,6.7456317,4.844361,5.358508,5.6312966,5.9919314,5.558576
1854-10-15,5.793613,7.103922,9.410379,8.60572,7.385279,8.673158,7.4681053,7.6755114,5.61395,8.5116005,6.5636888,6.419523,7.9915557,8.169008,7.630932
1854-11-15,9.273394,10.13339,11.150965,10.570022,9.706038,10.426123,9.186842,10.135899,8.42895,10.929347,9.58737,9.384879,10.2812395,11.105209,9.821756
1854-12-15,11.725447,12.445288,13.433832,12.619553,11.719193,12.316937,11.142469,12.128421,11.150512,13.238452,11.67019,11.575655,12.527137,12.559424,12.1465435
1855-01-15,13.497849,14.5213,15.079651,13.727822,13.270859,13.671455,13.775208,13.959555,13.97063,14.263584,13.055745,13.013331,13.622625,13.756306,13.982305
1855-02-15,14.237066,15.973804,16.010748,14.223956,14.214509,14.235613,14.97903,14.854124,15.376779,14.735875,13.851352,13.625416,14.106144,14.057756,15.319242
1855-03-15,14.178979,16.38675,16.373665,14.33646,14.79049,14.300571,15.101728,14.988321,15.177599,14.75471,14.126865,13.928291,14.062409,14.046586,15.764864
1855-04-15,13.510193,16.089926,15.756793,13.989791,13.994877,14.007834,14.483247,14.400556,14.659116,14.453594,13.823677,13.394314,13.2362385,13.629748,14.413883
1855-05-15,12.120314,14.327748,13.752076,12.628183,12.413728,12.556523,12.592561,12.829995,12.794036,12.977975,12.099105,12.098657,11.651169,11.918034,12.144768
1855-06-15,9.870744,11.400727,11.38719,10.762816,10.244318,10.714953,9.957765,9.948347,9.843538,11.059002,10.053739,9.677672,9.917663,10.034466,9.585517
1855-07-15,6.6816726,8.257428,9.218048,8.819297,7.7516446,8.687677,7.6590357,6.8441796,6.5811195,8.82806,7.469439,6.834458,7.7968965,8.260303,7.507662
1855-08-15,4.84168,5.7238474,7.8406677,7.15279,6.2277207,6.8674827,5.886004,4.8766356,4.6235113,6.871747,5.2123246,5.287537,5.8520675,6.6454897,6.024246
1855-09-15,4.892595,5.5199385,7.7125483,6.7593956,5.9835806,6.276718,5.2782526,4.8828053,4.266414,6.5764956,4.8496337,5.0896716,5.4951234,6.53926,6.3972983
1855-10-15,6.864174,7.705377,9.687214,8.336957,7.4933114,7.8956866,6.3452134,6.696926,6.1407285,9.042264,7.6342583,6.653468,7.993277,8.984744,7.911997
1855-11-15,9.3674555,10.379492,11.337869,10.728781,9.792026,10.187162,8.1737175,9.522249,8.856943,10.852476,9.888122,9.003139,10.3134,11.108204,10.351969
1855-12-15,11.726998,12.447895,13.291934,12.400896,11.830089,11.956505,10.542712,12.326407,11.629003,12.72202,11.706292,11.531832,12.269237,12.653871,12.74132
1856-01-15,13.588718,14.630748,14.848663,13.774452,13.259374,13.470327,12.989474,13.99438,13.878693,14.257451,13.129944,13.204868,13.634685,13.825644,14.250605
1856-02-15,14.582593,15.798335,16.152401,14.295096,14.243902,14.099794,14.235488,14.717565,14.810324,14.84002,13.882424,14.08462,14.131203,14.410564,15.086851
1856-03-15,14.857214,16.153446,16.856812,14.376996,14.486873,14.229814,14.633926,14.85625,15.463797,15.091241,14.211459,14.306536,14.094404,14.491641,15.573576
1856-04-15,14.330285,15.526909,16.090004,13.728733,13.781406,13.837156,14.108228,14.34439,14.827609,15.036285,13.761895,13.6036215,13.488788,13.969016,14.584257
1856-05-15,12.9278345,13.948424,13.839052,12.471619,12.049327,12.361487,12.554799,12.877529,12.978974,13.331319,12.208106,11.886387,11.804741,12.682616,12.007911
1856-06-15,10.0513,11.359816,11.456469,10.697215,9.849211,10.579635,9.980245,9.840104,10.019153,10.963743,10.328992,9.623621,9.895242,10.564075,9.147651
1856-07-15,6.807593,8.099351,9.098728,8.461488,7.80912,8.603105,7.4225407,7.2181563,6.6652837,8.734104,7.729199,6.7515492,7.606231,8.709816,7.194165
1856-08-15,5.0656376,5.609325,7.5474906,6.6199956,6.541242,6.6338296,5.7093587,5.466108,4.883537,6.7184834,5.3955803,5.36989,5.8511677,7.192717,5.692785
1856-09-15,5.0021725,5.522728,7.618478,6.443596,6.4534745,6.1734114,5.528076,5.496822,4.760685,6.1029434,5.015664,5.289485,5.589748,7.477545,6.4639764
1856-10-15,6.935815,7.6230054,9.491333,8.198137,7.6529193,8.06607,6.5091944,6.942489,6.5692964,8.411359,7.0909486,6.937597,8.144514,9.536479,7.948268
1856-11-15,9.934501,10.240883,11.325773,10.25216,9.693113,10.286565,8.248906,9.426167,9.457678,10.592945,9.628055,9.550957,10.4245825,11.301116,10.298926
1856-12-15,12.303109,12.749414,13.166983,12.352207,11.358797,12.114504,10.568144,12.16056,12.242313,12.531653,11.38588,11.622285,12.512909,13.046377,12.742792
1857-01-15,13.920483,14.972475,15.013493,13.345789,13.17571,13.479805,12.848729,13.547293,14.504033,13.973862,13.043663,13.5021715,13.757202,14.054202,14.535178
1857-02-15,15.0789585,16.06532,16.459816,13.911991,14.114156,14.05587,14.062207,14.440707,15.727999,14.694688,13.915403,14.788418,14.236678,14.357412,15.8960495
1857-03-15,15.533403,16.520992,16.772102,14.132205,14.664134,14.18552,14.320255,14.82758,15.808848,14.784511,14.098843,15.130209,14.511991,14.213116,15.581381
1857-04-15,14.6241045,16.083727,15.968897,13.76438,14.084658,14.059127,13.790785,13.866305,15.037268,14.586924,13.64038,14.149423,13.8813715,13.643207,14.478132
1857-05-15,12.661893,14.362353,14.065128,12.359675,12.632519,12.638543,12.142794,12.385165,13.188429,12.792378,12.105127,12.193129,12.010902,12.370724,12.300429
1857-06-15,9.949673,11.415962,11.302751,10.456882,10.466126,10.82747,10.003802,9.484664,9.916148,10.431257,10.088391,9.875491,10.064455,10.676816,9.907728
1857-07-15,6.387721,8.225603,9.130601,8.116746,7.7293954,8.170931,7.4978433,6.9993434,6.517509,7.936183,7.591124,6.9038243,7.593842,8.946262,7.5368533
1857-08-15,4.4113336,5.9354305,7.9407387,6.2950063,6.13794,5.9378247,5.7254457,5.0843086,4.602704,6.203301,5.412578,5.2656217,5.446562,7.488376,5.588831
1857-09-15,4.4204655,6.0495563,7.9078426,5.6093307,5.9887605,5.429616,5.3863215,5.1456137,4.5880165,6.0403943,5.0454698,4.992129,5.005789,7.657615,6.2297187
1857-10-15,6.335341,8.13921,9.674008,7.5989165,7.5493665,7.383703,6.5588403,6.6664085,6.8834424,8.3847885,7.003948,6.5021367,7.2415414,9.802395,8.299223
1857-11-15,9.655492,10.649441,11.403846,9.766875,9.793303,9.953945,8.715694,9.626749,9.481973,10.16278,9.33892,9.28092,10.305169,11.108184,10.810431
1857-12-15,11.906526,12.711788,13.0990505,11.733121,12.314348,11.937992,10.860133,12.124076,11.938928,12.381235,11.300717,11.399374,12.772966,12.766329,12.909428
1858-01-15,13.887806,14.753582,14.627916,13.385949,13.787554,13.467791,12.93167,14.094397,14.47063,14.027405,13.158709,12.953753,13.839106,13.907546,14.625524
1858-02-15,14.824847,16.029438,15.797771,14.08315,14.43974,14.236243,14.108991,14.8286085,15.576781,14.868806,13.969544,13.87808,14.555009,14.492538,15.746158
1858-03-15,14.924646,16.417198,16.53988,14.168766,14.725995,14.563146,14.360193,14.83641,15.724783,15.110634,14.022983,14.278036,14.488098,14.524228,15.869139
1858-04-15,14.64527,16.22806,15.688101,13.822617,14.234673,14.300477,13.907669,14.50044,14.889013,14.7488985,13.763741,13.559831,13.75992,13.760377,14.356808
1858-05-15,13.08798,14.403813,13.700337,12.459345,12.410415,12.873863,12.367228,12.7943125,13.147941,13.297701,12.298481,11.861275,12.019311,12.359419,12.189724
1858-06-15,10.564439,11.257726,11.45446,10.745271,10.050837,10.714597,9.885191,10.008392,10.168264,11.013749,10.352676,9.613262,9.775624,10.708065,9.804418
1858-07-15,7.1445036,8.2488,8.98263,8.527761,7.368886,8.094831,7.2452073,7.412795,6.7608514,8.710283,8.041459,7.089911,7.5699673,8.703397,7.4492154
1858-08-15,5.2531576,6.0973544,7.7238245,6.308451,5.8709483,6.1443076,5.366278,5.4316187,4.960179,7.025804,6.119,5.4860954,5.9920435,7.268185,5.7424936
1858-09-15,5.0490775,6.366192,7.656297,5.7182307,5.6331964,5.633363,5.150415,5.5864425,4.703593,6.6381583,6.1008697,5.2508035,5.774182,7.3482,6.307676
1858-10-15,6.980388,8.268143,9.260136,7.886743,7.476889,7.612968,6.704861,7.424919,6.425805,8.192072,8.284112,7.072909,8.015416,9.28411,8.165548
1858-11-15,9.688974,10.120282,10.961142,10.1039,9.77008,10.361913,9.006326,9.640698,8.94258,10.403082,10.056373,9.477017,10.325797,11.016352,10.590158
1858-12-15,12.101924,12.146548,12.966341,11.903929,11.780424,12.335173,11.092362,12.32445,12.042528,12.551621,11.767817,11.525304,12.308004,12.946523,13.152949
1859-01-15,13.530529,14.853317,14.727968,13.438033,13.420885,13.6042385,13.495144,14.162079,14.98018,13.886921,13.476464,13.193521,13.704891,13.948415,14.479267
1859-02-15,14.8379135,15.701841,15.959497,13.938316,14.22909,14.162946,14.360108,14.92886,16.325434,14.578608,14.120448,14.181495,14.469635,14.413153,15.492628
1859-03-15,15.348561,15.885595,16.218424,14.067367,14.551539,14.464832,14.723881,15.02438,16.478422,14.91513,14.29387,14.608141,14.542374,14.434325,15.598054
1859-04-15,14.566615,15.407417,15.4592285,13.830862,13.934419,14.304424,14.461112,14.22956,15.8691435,14.563236,13.612238,13.944438,13.955149,13.53764,14.463289
1859-05-15,13.103054,13.577444,13.682341,12.486214,12.505771,12.703529,12.801014,12.110428,13.873696,13.174269,12.267434,11.905153,12.451093,12.323734,12.067317
1859-06-15,10.673459,11.022259,11.376965,10.348233,9.908665,10.652633,10.30038,9.440368,10.352485,10.61216,10.496203,9.418186,10.251779,10.396723,9.234171
1859-07-15,7.2868056,7.9967046,8.935192,7.711096,7.6629405,8.3836,7.765895,6.9286137,6.932824,8.155906,8.068504,6.768874,8.163822,8.417824,6.630956
1859-08-15,5.3868327,5.8909316,7.621684,5.8675933,6.4950433,6.813388,5.746467,5.131778,5.2327013,6.418601,5.9348855,5.141393,6.447716,6.8553576,4.979848
1859-09-15,5.306562,5.834192,7.522535,5.3737855,6.3808875,6.602893,5.2987556,5.054448,4.9567237,6.1210885,5.503633,4.8544884,6.305836,7.056202,5.5691333
1859-10-15,6.929802,8.04433,9.163519,7.5296574,7.5193605,8.362126,6.8125153,6.584608,6.386424,8.393316,7.752871,6.077584,8.601777,9.180724,7.463049
1859-11-15,9.499035,10.305113,11.159857,10.28256,9.674751,10.285935,8.90708,9.257901,9.147505,10.266518,10.258407,8.614951,10.750459,11.189,10.002444
1859-12-15,11.562379,12.231514,12.856997,12.180503,11.879727,12.325927,11.130285,11.980984,11.638029,12.098872,12.0477085,10.717356,12.83576,12.920178,12.367314
1860-01-15,13.505263,13.974047,15.060721,13.691873,13.644096,13.5999775,13.4395485,14.035473,14.292984,13.692199,13.57083,12.9354315,14.232248,13.966725,14.318176
1860-02-15,14.695775,15.412157,16.38691,14.268806,14.761993,14.151544,14.686027,14.873398,15.443876,14.475774,14.345273,14.095265,14.865262,14.553163,15.654624
1860-03-15,14.741433,15.810342,16.986015,14.686863,14.946257,14.296703,15.192209,15.049173,15.5864725,14.610965,14.464466,14.944959,14.64244,14.139932,15.800461
1860-04-15,13.997409,15.5533905,16.156334,14.387944,14.126897,13.954766,14.590572,14.293624,15.349305,14.195364,14.053248,14.197241,13.830507,13.559938,14.810558
1860-05-15,12.611418,13.6578865,13.962894,12.550315,12.413043,12.376196,13.029981,12.62695,13.45427,12.747892,12.558509,12.060542,12.503292,11.999314,12.459275
1860-06-15,9.979903,10.6409855,10.928459,10.336215,10.024662,10.466945,10.637107,9.910012,9.823574,10.82617,10.690459,9.307004,10.531782,10.225322,10.137084
1860-07-15,7.151314,7.40906,8.52216,8.119106,7.465032,8.2688675,8.182735,7.3086314,6.661356,8.597868,8.101814,6.517362,8.750396,8.259178,8.02993
1860-08-15,5.658302,5.207264,7.4742312,6.290395,5.9383492,6.6441693,6.1527896,5.6921196,5.0631723,6.6275415,5.8859706,4.975332,7.076776,6.9072504,6.3041897
1860-09-15,5.5136504,5.7556615,7.396158,6.147794,5.8704762,6.2458544,5.86008,5.6215863,4.7722836,6.174062,5.1297517,4.6108947,6.8819976,7.2055216,6.3606496
1860-10-15,7.1839414,7.6631155,8.988619,7.761462,7.3355927,8.137805,7.546421,7.6989803,6.3987846,8.001084,6.8801255,6.5353985,9.186144,8.89352,8.525012
1860-11-15,9.880724,10.055838,10.752176,10.246535,9.236551,10.329879,9.27889,10.203529,9.349607,10.2822695,9.8517885,8.718692,11.042842,10.806048,11.135181
1860-12-15,11.882708,12.006778,12.821176,12.309318,11.416959,12.134,11.570258,12.480024,11.74292,12.17214,12.162637,11.137309,12.66526,12.514613,13.058844
1861-01-15,13.604784,14.07684,14.796437,13.904581,12.869842,13.939308,14.267371,13.904522,14.254732,13.443325,13.659592,12.906316,13.903343,13.804732,14.878332
1861-02-15,14.438338,15.203548,15.658733,14.577658,13.570433,14.6819935,15.170953,14.6753,15.712782,14.156397,14.232143,14.0793705,14.648282,14.1735115,15.836697
1861-03-15,14.423748,15.638196,16.152843,14.679377,13.907584,14.978919,15.386342,14.957411,16.077803,14.315658,14.296514,14.472368,14.619245,14.449697,15.849582
1861-04-15,13.774817,15.210013,15.808783,14.149791,13.13134,14.544441,14.947674,14.198248,15.563829,13.93453,13.507547,13.835886,14.092196,13.6950655,14.2557125
1861-05-15,12.349722,13.587555,14.008628,12.834078,11.608599,12.813658,13.080342,12.528497,13.358144,12.62021,12.2321825,11.81536,12.612545,12.207904,11.639568
1861-06-15,9.988843,11.124186,11.301947,10.992688,9.558977,10.71423,10.508143,10.027884,9.477025,10.513882,10.589206,8.996111,10.552575,10.404148,8.843827
1861-07-15,6.9142237,7.8325887,9.026983,8.353243,7.1876073,8.548416,7.973119,7.4045124,6.353228,8.186545,7.8012505,6.274788,8.568341,8.5287695,6.6609497
1861-08-15,5.2374725,5.5191617,7.818537,6.146812,5.7074656,6.9480824,6.045656,5.228462,4.5416064,6.1305614,5.3400455,4.822661,6.7258797,6.9944863,5.2203774
1861-09-15,5.213965,5.788122,7.802828,5.6016316,5.5004563,6.6358047,5.6624746,5.118641,4.3318157,5.701253,4.8565083,4.7065163,6.4817066,7.2303724,5.4459805
1861-10-15,6.769903,7.7107415,9.124706,7.7153687,6.947031,8.660847,7.1252494,7.6166215,6.135567,7.7273455,7.1712,6.515764,9.247325,9.3559065,6.564577
1861-11-15,9.334186,10.353921,10.734032,10.6657095,8.93944,10.699187,8.994811,10.196487,8.962748,10.819806,10.421956,8.780128,11.079172,11.219582,9.710685
1861-12-15,11.544489,12.514655,13.010374,12.392275,10.6818905,12.651475,11.502393,12.877115,12.076432,12.505514,12.387379,10.767386,13.038544,13.237205,12.495443
1862-01-15,13.14632,14.560152,15.273088,14.0046015,12.380039,14.065635,13.98084,14.305905,14.671477,13.611085,13.512306,12.610042,14.019661,14.199119,13.631981
1862-02-15,13.864848,15.727593,16.3793,14.603923,13.517294,14.6752615,14.957359,14.898658,16.056156,14.138391,13.844573,13.846685,14.694388,14.679472,15.175797
1862-03-15,13.8112135,16.507177,16.7111,14.834924,13.7121935,14.940337,15.218224,15.122007,16.44666,14.301219,14.066891,14.466017,14.563045,14.575276,15.565321
1862-04-15,13.074733,15.917851,16.001575,14.582687,13.496448,14.639206,14.835934,14.430064,15.537221,13.812885,13.640608,13.365238,13.744546,14.163913,14.891137
1862-05-15,11.826677,13.934163,13.989555,13.21952,11.997065,13.266829,13.113896,12.718435,13.658359,12.546791,12.128824,11.62996,12.179431,12.548891,12.490958
1862-06-15,9.500944,11.375795,11.409496,10.901574,9.353971,11.353652,10.656518,9.709539,10.372962,10.654023,10.334199,9.198421,10.350295,10.682451,9.93347
1862-07-15,6.547765,8.223261,8.926835,8.471946,6.8260546,9.455614,7.930236,6.9572597,6.7480965,8.423017,7.798888,6.285728,8.505056,8.7128725,7.4143248
1862-08-15,5.165966,5.7472334,7.5839634,5.9803433,5.503209,7.726854,5.938277,5.2074347,4.7474113,6.586887,5.3964252,4.6596084,7.0345874,7.1657925,5.6261625
1862-09-15,5.1096387,6.124028,7.5192614,5.56941,5.412046,7.4853578,5.7734447,5.0723343,4.607807,6.5940714,4.770119,4.427425,6.971403,7.381248,6.2032256
1862-10-15,6.4275665,8.0316515,9.292762,8.084049,6.869758,9.35854,7.084049,6.922848,6.7892585,8.112393,6.657711,6.1592226,9.329232,9.505299,7.8244696
1862-11-15,8.824003,10.259824,10.92312,10.705976,9.121778,11.088652,9.258201,9.74345,10.05235,9.9475155,10.17941,8.917313,11.18764,11.230116,10.408945
1862-12-15,11.095969,12.555585,12.857597,12.519237,11.387385,12.931352,11.451676,12.26072,12.481831,11.90358,12.41825,10.589901,13.0586815,12.856399,13.02972
1863-01-15,13.157701,14.702483,14.889132,14.267584,13.289451,14.335084,13.717346,14.063453,15.100076,13.549174,13.789483,12.23202,14.314333,14.149283,14.500048
1863-02-15,14.211272,15.952274,15.946605,14.825657,13.986749,14.681198,14.798661,14.868209,16.383657,14.222793,14.213383,13.181223,14.623492,14.619294,15.921831
1863-03-15,14.28631,16.351337,16.411514,15.03373,14.330437,14.983772,14.92845,15.006957,16.741442,14.398981,14.383618,13.430942,14.474509,14.38778,15.934893
1863-04-15,13.924741,15.933055,16.020536,14.630951,13.772283,14.591549,14.546995,14.278272,16.160954,13.976661,13.823454,12.898976,13.620986,13.6882305,14.463324
1863-05-15,12.804961,14.442186,14.038274,12.869752,12.311707,13.117298,12.9964695,12.296206,14.211627,12.562935,12.356736,11.371906,12.074501,12.096689,11.805633
1863-06-15,10.236687,11.875734,11.292339,10.737474,9.45107,11.167964,10.499199,9.636945,10.644753,10.29645,10.617747,8.938619,10.5106125,10.386927,9.4287195
1863-07-15,6.907606,8.834646,8.912481,8.063236,6.6435738,9.01513,8.062135,7.3968463,6.9171257,8.127214,7.7497144,6.345012,8.4349165,8.404814,7.5176363
