,MPI-ESM1-2-HR,ACCESS-CM2,INM-CM4-8,CESM2-WACCM,ACCESS-ESM1-5,MRI-ESM2-0,CESM2,MPI-ESM1-2-LR,INM-CM5-0,NorESM2-LM,NorESM2-MM,IPSL-CM6A-LR
2047-03-15,13.885625,14.415321,16.260916,13.977379,13.029064,12.331689,13.343881,12.578564,15.191264,13.618352,13.883067,12.538204
2047-04-15,13.472409,14.131944,15.648341,13.838808,12.593049,11.994246,13.13469,12.0571165,14.928976,12.723873,13.260398,11.9494
2047-05-15,12.456171,13.133645,14.261188,12.99545,11.770225,10.445415,12.292791,11.282512,13.5878525,11.030196,11.430567,11.15751
2047-06-15,9.516573,11.164792,12.212875,11.297167,10.279547,7.3869934,9.782735,8.925297,11.009922,8.824634,9.167051,7.7515426
2047-07-15,5.187767,8.092457,9.142199,7.826199,7.4276767,4.111112,7.0371504,5.798116,7.9509783,6.365221,6.7164125,2.3882499
2047-08-15,1.4839135,1.9050992,6.8773923,2.904547,2.3000817,0.5363681,0.8906567,2.8919446,5.2062893,3.4665694,4.095682,0.4678614
2047-09-15,0.6175522,0.5679082,6.1043153,1.3574271,0.86756945,0.01888747,0.16534781,1.9206511,4.700298,2.5232253,3.059232,0.24717912
2047-10-15,3.2283359,2.790673,7.9910717,3.1690695,1.8021277,0.0352144,1.8435307,3.3178358,5.8080273,5.561389,6.2544417,0.7008169
2047-11-15,6.635788,7.195537,10.679542,7.5847883,3.7462268,1.4521273,6.3374014,6.553906,9.077083,8.852625,9.236578,2.3544855
2047-12-15,9.998413,10.623864,12.488014,10.227373,8.083776,6.063266,9.457574,9.339743,12.168868,10.589009,10.9562,5.21653
2048-01-15,12.246305,12.510768,14.168537,12.468353,11.240466,9.575677,11.842532,11.714776,13.9875145,12.657409,12.923825,10.489836
2048-02-15,13.142034,13.902357,15.345764,13.3099575,12.578109,11.680429,13.099057,12.568037,14.78736,13.525349,13.805103,12.380268
2048-03-15,13.448524,14.339773,15.596181,13.562235,12.990563,12.064778,13.689578,12.986595,15.237363,13.30926,13.72919,12.73784
2048-04-15,13.189882,13.746978,15.235812,13.317816,12.707482,11.570817,13.356001,12.386537,14.845027,12.373,13.153891,11.999092
2048-05-15,12.177389,12.527841,13.586351,12.586117,11.819479,10.292471,12.334158,10.948323,13.339552,10.489326,11.622434,10.827126
2048-06-15,9.182655,10.751017,11.091679,10.437548,10.175485,7.3016596,10.263021,8.420851,11.186796,8.323126,9.199936,7.8302097
2048-07-15,4.5015535,7.17549,8.969458,7.4272065,7.34878,4.2847104,6.320521,5.56317,7.8998747,5.757573,6.8005295,2.381342
2048-08-15,1.1548122,1.1923498,6.9989715,3.657482,3.0238328,0.4354031,0.65624946,3.0458066,5.478999,2.9751053,4.4102917,0.3253123
2048-09-15,0.54707295,0.23594749,6.2320447,0.82505184,1.2026786,0.028098661,0.21694879,2.5356495,4.9232306,1.982495,3.708017,0.19180423
2048-10-15,2.3360147,2.9067419,8.043507,3.3480592,2.8080547,0.09935669,1.7296648,3.524584,6.0150943,4.93,6.7214503,0.6193726
2048-11-15,6.2357054,7.807948,10.524931,6.525956,5.1952906,1.334177,5.7527785,6.3833685,8.829351,8.165437,9.475734,2.2590017
2048-12-15,9.876653,10.1505375,12.778315,9.650312,8.880712,6.1038766,9.572114,9.241508,11.807043,10.389893,11.46078,7.1115866
2049-01-15,12.405355,11.960861,14.454286,12.091127,11.063802,9.470201,11.550856,11.182383,13.855595,12.370483,13.189811,11.279968
2049-02-15,13.563286,13.396401,15.178884,13.11362,12.446161,11.68407,12.681499,12.592923,14.880703,13.609321,13.826845,12.502897
2049-03-15,13.812708,14.170062,15.667009,13.577071,13.157868,12.142496,12.9354105,13.092019,14.913021,13.804631,14.052408,12.748162
2049-04-15,13.556398,13.982476,15.69778,13.576055,13.09972,11.767709,12.612086,12.530013,14.680468,12.91176,13.283019,12.125564
2049-05-15,12.712301,12.92874,14.330128,12.6490135,12.139339,10.700156,11.705727,10.973263,13.241915,10.72752,11.3272,10.912407
2049-06-15,9.66994,10.882631,11.362939,10.656281,10.176877,7.799249,9.693243,8.488749,10.791735,8.535066,8.986307,7.644724
2049-07-15,6.1126504,7.553367,8.136896,7.9788947,7.407001,3.7412121,4.614303,5.8103814,7.549248,5.5056715,6.218235,2.0740247
2049-08-15,3.51309,3.0017667,5.8567224,2.4480183,2.8771858,0.4507989,0.6459509,3.3996902,5.1027565,2.1276655,3.6534007,0.25268725
2049-09-15,2.7639334,1.5084971,5.353673,0.44833726,0.6759777,0.051506378,0.29971722,2.922538,4.585724,1.3008503,3.106993,0.16112065
2049-10-15,4.036477,3.1391397,7.1146173,3.6756856,2.2970994,0.119684994,0.9295819,4.3891087,5.4613657,4.6205115,6.3710947,0.43600443
2049-11-15,7.069259,6.793428,10.70606,7.334694,4.6855545,2.334566,4.5534396,7.0478373,8.742469,8.317716,9.534947,2.1367748
2049-12-15,9.671401,9.962225,12.659542,10.357128,8.740946,6.8620872,8.454829,9.64455,11.365404,10.556784,11.259446,7.3887916
2050-01-15,12.0564375,11.7840605,14.249843,12.129074,11.137684,9.913266,10.957656,11.849389,13.594898,12.6574545,12.817395,11.100095
2050-02-15,13.143037,13.259551,15.437211,13.58169,12.360182,11.985423,12.33631,12.976342,14.398111,13.96485,13.684905,12.500781
2050-03-15,13.620829,13.990122,15.833037,13.933429,13.023017,12.25055,12.824516,13.339986,14.78215,14.007778,13.755331,12.567141
2050-04-15,13.273887,13.906028,15.500477,13.796805,12.779935,11.886477,12.751714,12.598259,14.272456,12.978276,13.17454,11.798039
2050-05-15,12.169549,12.772616,13.960636,12.947052,11.981737,10.546585,11.944841,11.272863,13.122268,10.672588,11.524967,10.032305
2050-06-15,9.529641,10.379105,11.623691,10.805478,9.868075,7.3389764,10.197397,9.180866,10.459548,8.256301,9.353512,7.062464
2050-07-15,4.895157,6.6902328,9.082856,8.354583,6.5228815,3.7787514,5.6953874,6.2029524,6.8546686,4.873488,6.4977837,2.8072977
2050-08-15,0.3909353,0.29769146,6.0377846,4.045551,3.0076275,0.5813598,0.2573332,3.7593977,4.976547,2.0472803,3.5689592,0.46346724
2050-09-15,0.0,0.076389745,5.280473,1.5311433,0.39453217,0.037129384,0.0640496,2.8042607,4.398814,1.5349169,2.7365708,0.1569308
2050-10-15,1.3101665,0.7061634,7.4924397,4.680414,2.4299238,0.15206438,0.3500167,4.211705,5.073402,3.9447675,5.9112296,0.8831417
2050-11-15,6.335287,6.059753,10.818018,7.5820565,4.6683183,1.5273707,3.911582,6.7945356,8.321429,7.8549423,9.39177,2.7265968
2050-12-15,9.860525,9.842635,12.7928295,9.735163,7.9325933,5.4927206,8.165956,9.35382,11.258013,10.323054,11.330589,5.942387
2051-01-15,11.931106,11.874421,14.724266,11.161513,10.579994,9.874599,11.307163,11.337221,13.572714,12.355549,13.237228,10.569695
2051-02-15,13.251258,13.125247,15.995484,12.841736,11.837438,11.691071,12.757358,12.465364,14.451833,13.485018,13.82076,12.177103
2051-03-15,13.643299,13.61076,16.60146,13.387721,12.071826,12.197672,13.579687,12.81339,14.836069,13.211385,13.852815,12.774093
2051-04-15,13.1383505,13.750918,16.282362,13.438334,11.706625,11.907732,13.427379,12.4884615,14.287199,12.572249,13.313986,12.011227
2051-05-15,11.331515,13.114358,14.64968,12.686601,10.765071,10.94645,12.1693,11.383579,12.615646,10.774177,11.875152,10.514574
2051-06-15,8.301277,11.367754,11.965335,10.53383,9.238753,8.762164,9.933982,9.203978,10.36906,8.604804,9.738979,7.722306
2051-07-15,4.950487,7.322831,9.233762,7.547216,6.582434,5.4423804,6.112556,6.12186,7.7272577,5.99137,6.8988576,2.585697
2051-08-15,1.3612009,0.81787837,7.390194,3.2417872,2.3012142,0.64727104,0.49111158,3.9424858,5.3902807,2.9116518,3.9727216,0.3352489
2051-09-15,0.19080453,0.22686999,7.0502834,0.88579553,0.66815877,0.048434027,0.08668602,2.952166,4.582429,1.9020038,3.875554,0.20702545
2051-10-15,2.197979,1.6806749,8.442364,4.4157743,1.4005831,0.19855645,0.5668808,4.1262693,6.0377703,5.0007296,6.314791,0.46342823
2051-11-15,6.0203824,6.5515776,10.311134,7.3433595,3.388293,1.3201629,5.183116,6.32198,9.232771,7.90289,9.939677,1.6353698
2051-12-15,9.695929,10.316124,12.400134,9.960067,7.186779,6.4201655,8.839159,8.863527,11.069522,10.278295,11.706527,4.7430396
2052-01-15,11.985074,12.473971,14.128397,11.767182,9.684512,10.150655,10.929709,10.942047,13.399052,12.169427,13.208182,9.621028
2052-02-15,13.320385,13.712122,15.278267,13.2209635,11.090948,11.74215,12.178065,12.609979,14.263643,13.351774,13.738345,11.665316
2052-03-15,13.471449,14.296164,15.804462,13.617733,11.743572,12.369123,12.662686,12.941876,14.633188,13.27089,13.516888,12.376676
2052-04-15,13.1277275,14.05538,15.868978,13.430024,11.599713,11.654923,12.511653,12.302895,14.095783,12.450006,12.820991,11.639887
2052-05-15,12.176775,13.076195,14.353835,12.409841,10.820713,10.599038,11.34312,10.807735,12.690699,10.494832,11.271054,10.096415
2052-06-15,8.910997,11.116856,11.511877,10.276008,8.995509,8.313248,9.038664,8.034609,10.411346,8.11782,9.220495,6.9952526
2052-07-15,4.320934,7.3508205,8.880225,7.398009,5.9929576,4.6473074,4.178673,5.589736,7.6169763,5.257933,6.3533664,2.7157445
2052-08-15,1.3778296,0.4076751,6.6427474,1.3325744,1.470825,0.79516906,0.22014906,3.0644195,5.0785575,1.9540584,3.2618678,0.53098875
2052-09-15,0.8650907,0.12523437,5.9159317,0.46560162,0.21814793,0.061884593,0.08085539,2.1890647,4.5348053,0.7760664,2.2479854,0.44025946
2052-10-15,2.6948357,1.5147455,7.5978365,2.552747,0.93661386,0.2769342,0.57174486,3.6056576,5.323077,3.6412823,4.798574,0.66937935
2052-11-15,6.065142,6.468949,10.354094,7.088792,3.1156092,2.0967853,4.452966,6.3312774,9.241732,8.120592,8.630222,2.223302
2052-12-15,9.593803,9.756548,12.624159,9.9449215,7.4527574,6.3795652,8.035656,9.010581,11.25539,10.5395,10.807628,6.369624
2053-01-15,12.070626,11.702455,14.753897,11.347963,9.808321,10.022243,10.795854,10.971293,12.957176,12.074343,12.592153,9.824885
2053-02-15,12.98432,13.288673,15.795199,12.647011,11.2176695,12.062403,11.973483,12.090969,14.343844,13.076405,13.496374,11.736743
2053-03-15,13.387328,14.156628,16.08022,13.341799,11.858951,12.541538,12.732819,12.633446,14.42511,13.2373,13.585513,11.998822
2053-04-15,13.235389,14.141155,15.965555,13.088792,11.521919,12.09318,12.789419,12.333839,13.669067,12.508328,12.718566,11.305235
2053-05-15,12.112904,12.953563,14.235035,12.041373,10.849191,10.834065,11.67637,10.993086,12.379901,10.669488,11.033155,9.754324
2053-06-15,8.540366,10.337967,11.703011,9.713209,9.336984,8.457069,9.506935,8.59554,10.255484,8.309711,8.649311,6.994906
2053-07-15,3.810748,7.1696796,9.682099,5.8012214,6.3199944,4.7340302,5.036144,6.238328,7.8449893,4.612505,5.838117,2.416813
2053-08-15,0.7554164,2.0535715,7.579288,0.82341313,1.7349912,0.878661,0.22339357,3.3697639,5.9956007,1.1047636,2.983418,0.022025906
2053-09-15,0.4138205,0.31272244,6.5719137,0.33219123,0.40174076,0.015446513,0.124823995,2.41981,5.4425163,0.6562911,2.371187,0.00021099344
2053-10-15,1.7099361,2.5945032,8.179922,0.8866199,1.5519997,0.06777152,0.4489553,4.1667376,6.809718,3.7003653,5.857132,0.05800862
2053-11-15,4.9833217,5.986953,10.891645,5.6649947,3.4394548,1.4261798,3.7246006,7.120072,9.135827,7.725434,9.185643,0.9708066
2053-12-15,9.131915,9.675667,12.693676,9.139378,7.0713053,5.492901,8.780838,9.345312,11.729099,9.925816,10.935418,5.4133387
2054-01-15,11.677062,11.063415,14.495686,11.081448,9.851583,9.855456,11.071432,11.150153,13.800892,11.787687,12.701451,9.683897
2054-02-15,12.942332,12.25267,15.449851,12.402218,11.327924,11.734799,12.184441,12.230984,14.738459,12.918502,13.3641,11.450027
2054-03-15,13.422621,13.109409,16.075754,13.000026,11.810151,12.33782,12.356998,12.51514,14.884439,12.8449955,13.528258,11.806788
2054-04-15,13.294307,13.447374,15.825208,13.083381,11.720001,12.111334,12.543077,12.108536,14.586097,11.820865,12.794576,11.064948
2054-05-15,11.772646,12.485258,14.32675,12.191096,11.092558,10.8641205,11.865086,10.813084,13.3421135,10.119952,11.13212,9.770704
2054-06-15,9.218943,10.305674,11.655208,10.076955,9.01756,8.215135,9.496867,8.019645,10.847347,7.7655816,8.994203,7.0152617
2054-07-15,4.7706866,7.146202,8.916018,6.7860017,5.661514,4.911518,4.8474483,5.599318,7.61096,4.4970737,6.5897946,2.2968633
2054-08-15,1.378263,0.634693,7.3015413,1.8739351,0.9616324,1.0546951,0.13311566,3.2114122,5.4468784,1.5881715,3.9094348,0.06920762
2054-09-15,0.9165026,0.20508274,6.8237896,0.27614763,0.1486393,0.028258597,0.0545626,2.2728534,4.9349923,1.0743895,3.160934,0.0014735364
2054-10-15,2.2182279,1.6800269,8.053128,1.7993193,0.5137641,0.22360869,0.334336,3.9113145,5.735752,2.6161058,6.6415997,0.29467085
2054-11-15,6.219819,6.3669605,10.844862,6.640061,3.3722572,2.3455224,2.253043,6.0458164,9.099076,6.844729,9.069173,2.1329536
2054-12-15,9.674064,9.950238,12.5195465,9.235009,8.0886,7.3850274,6.938393,8.22258,11.766391,10.042094,10.961004,5.99865
2055-01-15,11.980182,11.485412,14.69783,12.093425,10.413015,10.946051,10.156726,10.497163,13.517116,11.8032465,12.775667,10.229683
2055-02-15,13.166816,12.895298,15.514084,12.990714,11.375768,12.265697,12.22849,11.770592,14.635309,12.956055,13.4853735,11.735324
2055-03-15,13.606684,13.846117,15.978255,13.533894,11.8739395,12.728891,13.039693,12.102379,14.895053,13.000899,13.699118,12.248449
2055-04-15,13.2874,13.724852,15.625502,13.4278755,11.618261,12.13257,12.909598,11.683659,14.481045,11.885066,13.321175,11.700213
2055-05-15,12.040875,12.587165,14.160484,12.357711,10.349549,10.529207,12.104883,10.833873,13.013273,10.032575,11.663043,10.351751
2055-06-15,9.623682,10.643028,12.345371,10.071833,8.962561,7.849924,9.374547,8.08932,10.350796,7.468639,9.247548,6.593367
2055-07-15,5.9417596,6.6328893,8.818127,5.5902867,6.6104097,5.101423,5.1179957,4.7816234,7.752962,3.635,6.910809,1.2724372
2055-08-15,1.9723699,0.40619025,6.0318985,0.6989871,0.65489334,0.71050066,0.15624394,2.5040977,6.165961,0.84911853,4.0656905,0.13341902
2055-09-15,0.8595354,0.09131265,5.521163,0.50119,0.22787997,0.023788825,0.07775099,1.7375408,5.2216682,0.6249397,3.123669,0.04458711
2055-10-15,2.6351643,0.32716486,6.9819636,1.2474542,0.58631676,0.083069965,0.3402383,2.7915432,6.7039022,2.4393356,6.821381,0.17616609
2055-11-15,6.1809916,5.344963,9.811138,3.883405,2.8194036,1.2561922,2.0528703,5.3078856,9.487234,6.677573,9.398409,1.1167533
2055-12-15,9.439878,9.641025,12.085365,9.429815,7.2170095,6.0847874,7.721297,8.517033,11.444599,9.8218975,11.222236,4.2193155
2056-01-15,11.282485,11.586469,14.170614,11.136124,9.805763,9.381369,10.275024,10.834284,13.34347,11.908235,12.922861,9.752424
2056-02-15,12.788677,12.580095,15.031332,12.339357,11.305672,11.726191,12.006243,12.040405,14.593477,12.830971,13.740774,11.840218
2056-03-15,13.089975,13.100912,15.259179,12.952287,11.973439,12.091173,12.957975,12.480383,14.968433,12.7810755,13.586736,12.30269
2056-04-15,12.82134,13.211104,14.599653,12.994817,11.848281,11.656522,12.843974,12.21381,14.609331,11.930726,12.901397,11.799958
2056-05-15,12.058309,12.382404,13.389072,11.799159,11.031676,10.568465,11.817495,11.4185705,12.99159,9.64101,11.218858,10.295452
2056-06-15,8.97827,10.49145,11.598953,9.787615,8.831255,7.762116,9.033763,8.764871,10.728039,7.405847,9.120534,6.449384
2056-07-15,4.78114,5.016038,8.884491,5.798723,6.2618227,3.9225564,2.7334583,5.9505095,8.198081,4.2200933,7.043881,0.93171436
2056-08-15,2.7869663,0.14965363,6.1688004,0.44636348,0.4497483,0.67557204,0.049295045,3.295594,5.910824,1.3113948,4.861242,0.0117731625
2056-09-15,1.9706733,0.037247673,5.3546476,0.20456153,0.13426924,0.022946214,0.0031394043,1.8600606,5.230131,0.5818007,4.152367,2.1393465e-05
2056-10-15,3.4749894,0.4764862,7.0876975,1.2030178,0.2679189,0.1903952,0.097594194,3.3369224,6.2268505,2.65335,7.110837,0.12527981
2056-11-15,6.118894,4.9757886,10.471186,5.502925,2.2600315,1.6997018,2.9545467,6.291084,8.716055,6.123123,9.950257,0.9125933
2056-12-15,9.293747,9.234895,12.085157,9.332732,6.187929,5.8331966,7.4247475,8.892145,11.207452,9.267687,11.371269,3.361701
2057-01-15,11.421298,11.544063,14.329199,10.938738,9.574653,9.529499,10.084823,10.469154,13.284496,11.521416,13.030291,9.575225
2057-02-15,12.630758,12.791175,15.343237,12.22706,11.415276,11.835991,12.392999,11.92261,14.053666,12.514879,13.790798,11.909827
2057-03-15,12.946521,13.381115,15.737417,13.21066,12.082386,12.209678,13.014458,12.415702,14.414506,12.670798,13.756645,12.287689
2057-04-15,12.890864,13.212885,15.407551,12.980911,12.111586,11.780783,12.792947,12.094152,14.112238,11.6503315,13.204161,11.369686
2057-05-15,11.903559,12.407239,14.0045395,11.416502,11.437143,10.692986,12.026564,11.087657,12.656794,9.622044,11.490475,10.102849
2057-06-15,9.134495,10.5661335,11.560265,9.392919,9.399955,8.132374,8.983782,8.502583,10.480917,7.234473,9.408372,7.2577243
2057-07-15,4.7659917,5.82345,8.64263,6.4308715,6.532544,4.2685795,4.1849756,5.6063976,7.7758284,4.139018,6.9470716,2.0593586
2057-08-15,1.626089,0.4290337,6.112206,0.37773457,0.17782165,0.77776057,0.15620305,2.4742572,5.7349772,0.75553674,4.132293,0.14087482
2057-09-15,0.87142205,0.049046285,5.1656747,0.18925327,0.050292395,0.047630113,0.037789505,1.6299211,4.957254,0.4114877,3.311902,0.03642504
2057-10-15,2.7070708,0.6567262,6.6505938,0.810475,0.07542814,0.24306743,0.3103867,2.8904736,6.3901787,2.096679,6.183503,0.2342197
2057-11-15,6.50212,4.016376,10.250265,6.4473352,2.8962698,1.5813682,2.695106,6.3354616,9.3625345,6.889342,9.314975,1.3372107
2057-12-15,9.49063,8.405001,12.595995,9.829768,7.798972,6.845526,7.4851284,8.675586,11.129145,9.634772,11.354874,4.9072213
2058-01-15,11.833893,10.908697,14.246286,11.676308,10.327363,10.119772,10.177304,10.547209,12.708544,11.650383,13.204705,9.857848
2058-02-15,12.999243,12.365914,15.246899,13.171777,11.544562,11.432909,12.311892,12.224329,13.98693,12.500516,13.907213,11.7212515
2058-03-15,13.306512,13.030332,15.734638,13.650488,12.250908,11.710267,13.061427,12.543444,14.367325,12.7012415,13.827503,12.161304
2058-04-15,12.951464,12.950435,15.574127,13.4010725,12.239851,11.268256,12.9560995,12.157551,14.345565,11.834777,12.951737,11.305342
2058-05-15,11.999959,12.296063,13.932056,12.582555,11.704776,10.143911,11.887894,11.136999,12.947144,9.840081,11.258627,9.726131
2058-06-15,8.947488,10.100472,11.592347,10.495917,10.091647,7.518315,9.441418,8.376564,10.808233,7.7137794,8.945866,7.1603937
2058-07-15,4.528076,4.9420357,8.505243,6.7307467,7.0733905,3.5149455,4.364209,5.2255955,7.0383596,4.7851048,6.4231305,2.1381888
2058-08-15,0.6081266,0.17288166,6.2489367,0.7115552,0.8542734,0.7160761,0.09847297,1.6179549,4.330612,1.6935402,3.2327833,0.25145623
2058-09-15,0.088346355,0.062436186,5.585026,0.0815916,0.34383038,0.23169255,0.021252615,0.4988914,3.91788,0.7909356,2.2572439,0.1108476
2058-10-15,1.4064847,0.35902515,7.426385,1.5766318,0.768589,0.4322563,0.26524308,2.08286,4.735441,3.2131693,5.9709373,0.5079595
2058-11-15,4.345597,3.8434732,10.35524,5.6154184,2.489157,1.4873648,2.7609193,5.5761647,8.337084,7.7903223,8.694123,1.9680499
2058-12-15,8.654184,8.111268,12.392565,8.798586,7.46149,4.791257,7.606472,8.633995,11.433007,10.015854,11.026666,5.657371
2059-01-15,11.210954,10.988768,14.354308,10.951179,10.246075,8.925316,9.702005,10.90971,13.172441,11.903171,12.734423,9.916045
2059-02-15,12.576921,12.232836,15.138126,12.049797,11.695126,11.210314,11.345522,11.799503,14.235194,12.81736,13.71806,11.781099
2059-03-15,13.346971,12.990455,15.548374,13.24345,12.240102,11.749713,12.348753,12.012678,14.553682,12.762748,13.6747,12.329376
2059-04-15,13.07292,13.044655,15.548095,13.253681,12.095413,11.440344,12.27538,11.89057,13.92296,11.80275,12.866641,11.84595
2059-05-15,11.563705,12.237739,14.004974,11.916512,11.2233925,10.271423,10.945614,11.011849,12.4747305,9.740801,10.98529,10.497503
2059-06-15,9.125726,10.44546,11.214087,9.54587,9.323916,7.2943654,8.004013,8.072992,10.080186,7.441722,8.510596,7.2312474
2059-07-15,5.888151,5.447359,8.648135,6.2229347,5.844954,2.8497775,2.4566214,5.3537054,7.4999366,3.8507254,5.2379217,2.1929953
2059-08-15,2.0890386,0.12437295,7.4106245,0.6398846,0.72956854,0.39675462,0.067180976,2.1215782,4.773924,1.2448382,2.274789,0.228249
2059-09-15,1.2440325,0.012062085,6.098839,0.22638358,0.33428118,0.054790314,0.010665755,0.3730984,3.6033435,0.69883037,1.7720965,0.08141417
2059-10-15,2.8144064,0.4235089,7.878624,0.70114887,0.59606385,0.20500334,0.116158925,2.5542147,4.6609163,2.3324833,5.3115287,0.37769556
2059-11-15,6.6235456,3.3962476,9.76529,5.25253,2.485033,1.1882372,1.1031001,5.5304823,7.76155,5.6085215,8.769913,1.4162973
2059-12-15,9.569776,9.188153,11.620728,8.453938,6.959083,4.3850245,6.236287,7.8587985,10.357337,9.326516,10.841593,5.624996
2060-01-15,11.478523,11.186833,13.985493,10.6815405,10.001145,9.171707,9.130589,10.049666,12.259121,11.595487,12.81866,9.9968405
2060-02-15,12.901454,12.416841,15.014404,11.848178,11.522087,11.304795,11.058762,11.582011,13.438371,12.688486,13.538985,12.171711
2060-03-15,13.533856,13.28923,15.3239155,12.769191,11.854539,11.847256,12.500788,12.0566435,13.954161,12.696621,13.731011,12.3513975
2060-04-15,13.143612,13.309058,15.128701,12.977094,11.6657715,11.376601,12.275658,11.635277,13.724888,11.559528,13.120408,11.741493
2060-05-15,12.051427,12.515333,13.620613,11.542183,11.014383,9.950615,11.333451,10.623433,12.284163,9.260225,11.236676,10.276102
2060-06-15,8.663245,10.585804,10.603508,9.055258,9.18523,7.392106,8.190283,8.206991,10.3942795,7.055082,9.103595,7.3044343
2060-07-15,3.615905,6.163331,8.116814,5.282267,6.7854896,3.6942592,2.9375434,5.136142,7.01818,4.049076,6.277501,1.5084077
2060-08-15,0.5921115,0.24847941,6.271143,0.41810906,0.22018811,0.14770664,0.2482724,1.893957,4.236471,0.8993815,2.7767582,0.013560829
2060-09-15,0.21804835,0.06422981,5.8595314,0.18629374,0.04549292,0.017678708,0.11316384,0.91231936,3.6552,0.37659466,2.1793542,0.0010077461
2060-10-15,1.4155471,0.7401664,7.594575,0.437477,0.101453304,0.023528583,0.29341003,2.814167,4.6430583,2.7552357,5.568299,0.08733339
2060-11-15,3.921916,5.7859077,9.766298,4.834825,3.338597,0.62189794,1.6083183,5.649811,7.7608223,6.6910777,9.200737,1.2312713
2060-12-15,8.163042,9.538774,11.844212,8.166191,8.033318,4.9879036,6.7745256,8.486147,10.997713,8.91291,11.127108,5.1408386
2061-01-15,11.442952,11.365658,13.830378,10.731283,9.909595,9.1176405,9.295812,10.462998,12.895571,11.303568,12.636372,10.836362
2061-02-15,12.864197,12.907901,14.952384,12.088637,11.363364,11.35165,11.721675,11.465416,13.726903,12.533705,13.5418005,11.9358635
2061-03-15,13.607017,13.562427,15.400511,13.078011,12.095849,11.595324,12.945046,11.832157,13.740677,12.702888,13.613253,12.141343
2061-04-15,13.347515,13.575804,15.08539,12.838843,11.906581,11.285376,12.896859,11.56599,13.473025,11.987578,12.810359,11.455144
2061-05-15,11.8963785,12.732441,13.975443,11.609807,11.257974,10.099444,11.675099,10.872627,12.032217,9.828409,11.14766,9.960515
2061-06-15,9.105726,10.479882,10.862534,9.459092,9.371202,7.632978,8.8089,8.113266,9.88023,7.3121305,8.799802,6.817594
2061-07-15,4.2633214,6.1221237,8.789334,4.8000736,7.2046785,4.374543,2.4521992,5.1793585,7.231221,4.1941733,5.824394,0.95611274
2061-08-15,1.0884206,0.22937593,6.721352,0.12745644,3.1141665,0.4654508,0.058968954,1.8273559,5.0302014,1.4119767,2.7051487,0.02020731
2061-09-15,0.4308754,0.07375501,6.1841908,0.02838689,0.15353566,0.043240156,0.0014418275,0.4044532,4.376403,0.4982191,2.0893216,0.0050932677
2061-10-15,2.071161,0.31114206,7.3044643,0.20025685,1.6985235,0.08192952,0.15762758,2.2620888,5.346696,2.0791197,5.6964483,0.08245433
2061-11-15,4.7599216,3.8369484,9.911896,4.5179334,4.246424,0.7205267,2.0960739,5.101652,7.9114976,6.612425,8.901608,0.8149528
2061-12-15,8.701623,8.83367,11.320513,8.694064,7.9563913,4.5068173,6.8349524,8.1126995,9.817795,9.238599,10.36471,3.5523937
2062-01-15,11.0042515,11.124629,13.504499,10.995236,9.998689,8.078615,9.233046,10.060517,12.19404,11.168982,12.477633,8.685987
2062-02-15,12.675379,12.521139,14.539957,12.699573,11.277231,10.65062,11.499926,11.6334505,13.833883,12.645491,13.75268,11.043757
2062-03-15,13.163305,13.2602415,15.236885,13.27385,11.885446,11.534641,12.648613,11.86001,14.316059,12.841605,13.506975,11.690476
2062-04-15,12.75807,13.207339,15.130715,13.121357,11.9536915,11.403534,12.662993,11.362061,13.696298,12.169683,12.84416,11.21807
2062-05-15,11.144283,12.32993,13.3414135,12.087636,11.533215,10.673099,11.402275,10.210651,12.180119,9.965415,11.295282,10.085388
2062-06-15,8.651888,10.072792,10.882963,9.822949,9.697878,7.9733763,7.668352,7.4071856,9.560981,7.67517,8.834714,7.4928594
2062-07-15,4.2621207,5.6751766,8.221539,5.987387,5.9348884,3.1782641,1.7158653,4.3654804,6.82749,4.2770886,5.945867,1.2498716
2062-08-15,0.40419784,0.16171813,6.2581253,0.11216338,1.6323411,0.35424566,0.20970215,1.2495167,4.380229,1.0619578,2.814576,0.08041981
2062-09-15,0.00014281893,0.019514121,5.527153,0.019013511,0.35219356,0.06119911,0.09024059,0.12582663,3.875177,0.29662618,1.5004797,0.01325616
2062-10-15,1.5490191,0.7072162,6.8680496,0.18639618,0.9259391,0.15134126,0.24411848,1.3760469,4.692858,2.6289198,4.4708667,0.064519115
2062-11-15,5.098045,4.761444,9.87327,3.890684,2.5242043,1.1807619,1.4342523,4.60316,7.714573,6.737582,8.702978,0.793448
2062-12-15,8.617249,8.999216,11.659771,8.870133,7.2481203,4.43344,5.111872,7.675126,10.67981,9.600711,10.83054,3.6342907
2063-01-15,11.210521,10.911535,13.769363,11.118731,10.397481,9.048902,9.7270355,9.9331,12.455531,11.763063,12.481791,9.645861
2063-02-15,12.693636,12.265798,14.371022,12.561886,12.043932,11.188891,11.705295,11.640549,13.73608,12.786676,13.114495,11.741319
2063-03-15,13.165924,12.860178,14.754182,13.236291,12.373473,11.633872,12.736069,12.039112,14.18475,12.659268,13.288147,12.0524
2063-04-15,12.802037,12.980129,14.562867,13.209247,12.172573,11.357862,12.590848,11.7199335,13.823109,11.967808,12.485469,11.755191
2063-05-15,11.361755,12.259649,13.228785,12.347719,11.546744,10.27938,11.559045,10.886654,12.380293,10.066927,10.712731,10.157905
