,MPI-ESM1-2-HR,ACCESS-CM2,INM-CM4-8,CESM2-WACCM,ACCESS-ESM1-5,MRI-ESM2-0,CESM2,MPI-ESM1-2-LR,INM-CM5-0,NorESM2-LM,NorESM2-MM,IPSL-CM6A-LR
2030-09-15,4.6145716,4.101635,7.294646,5.464287,4.456828,1.9703661,0.62489796,4.8558307,5.9079494,2.4751875,5.3172226,0.9994822
2030-10-15,5.99343,6.9637537,9.330937,7.2467365,5.540513,2.8156908,3.678752,5.9269075,7.824685,5.789535,8.491315,2.480738
2030-11-15,8.357701,10.559464,11.1432705,9.609553,7.8241105,5.5193043,7.4896035,8.359808,10.494205,8.949224,10.588079,6.5156384
2030-12-15,10.798695,12.268219,13.004911,11.342769,9.992538,8.76689,10.264842,10.311979,12.225702,10.8354845,12.030266,9.962394
2031-01-15,12.936645,14.403826,15.560875,13.352176,12.139087,11.362604,12.634432,12.2406435,14.138807,13.117187,13.795719,12.992929
2031-02-15,14.375545,15.600064,16.55753,14.205605,13.581145,12.681656,13.626799,13.322929,15.2429905,13.877144,14.450247,14.568595
2031-03-15,14.863889,16.150997,17.385815,14.5679,14.093196,12.866324,13.868971,13.6183405,15.983208,13.786401,14.483276,14.493128
2031-04-15,14.568759,16.171642,17.054039,14.295943,14.062879,12.53131,13.857766,13.05232,15.618902,13.065911,13.8282795,13.788372
2031-05-15,13.09655,15.194591,15.624298,13.1862,13.137958,11.253267,12.873109,12.133663,14.178863,10.953275,12.111802,12.343773
2031-06-15,10.395118,12.479213,12.442649,11.566697,11.2581415,9.336723,11.600581,9.500652,11.977749,8.774431,9.816423,9.824854
2031-07-15,7.0719843,8.806661,10.313324,8.87524,9.40747,6.493779,8.040734,7.2871275,8.854929,6.4003396,7.416269,6.363808
2031-08-15,4.837881,4.996544,8.723654,6.6374216,6.142977,3.9570756,2.0940535,4.7822495,6.3829994,4.112848,5.2999954,2.4114752
2031-09-15,4.2658577,3.0477815,8.061842,5.1135817,4.58763,2.4113257,0.73275197,3.8164315,5.187019,3.418966,4.9905167,1.0794302
2031-10-15,5.5803695,5.5081162,9.957386,6.229806,5.867587,3.330525,3.563062,5.3029394,6.856692,6.4781785,8.026176,2.9058454
2031-11-15,8.740652,9.794221,11.401657,9.509931,8.201784,5.201042,8.673187,8.033829,11.02876,9.554904,10.4267025,7.4670105
2031-12-15,11.142646,11.697964,13.163733,11.604925,10.283743,8.839751,10.980246,10.118081,12.953655,11.479367,11.834024,11.096776
2032-01-15,13.254872,14.012115,15.381863,13.335705,12.524987,12.011766,12.908174,12.120779,15.08166,13.157437,13.461157,13.416977
2032-02-15,14.261879,15.509096,16.101448,14.14558,13.545818,12.942466,13.536547,13.270413,15.74337,13.647763,14.10118,14.652655
2032-03-15,14.463379,16.086292,16.846493,14.4984665,14.144729,13.282295,13.992924,13.940593,15.980171,13.423492,14.41647,14.953814
2032-04-15,14.185702,16.259401,16.186556,14.342215,13.978034,12.621533,13.879463,13.356257,15.407381,12.925887,13.775762,14.30134
2032-05-15,13.050958,15.177406,14.271807,13.46522,12.969793,11.527466,12.852437,12.0412445,13.574442,11.3614645,12.085881,12.740126
2032-06-15,10.527802,12.224114,12.065691,11.7015085,11.208133,9.848017,10.364941,9.84426,11.556392,9.121951,10.076,10.641848
2032-07-15,7.3242965,9.213978,8.99044,9.183879,8.52452,6.8312364,7.682209,7.264972,8.582723,6.134158,8.029178,7.8247867
2032-08-15,4.7337418,5.493713,7.299466,6.193084,6.076942,3.584118,1.3092074,4.588316,5.958896,3.488554,5.79691,3.6492586
2032-09-15,4.3940268,2.9704063,6.7024746,4.463321,4.66179,1.8949215,0.58933485,3.624254,5.464951,2.7200465,5.7204957,2.0616896
2032-10-15,6.300343,5.9330807,8.008002,6.7763743,5.219616,3.2377777,3.0987868,5.902431,6.9788647,5.7095504,8.420466,3.7103615
2032-11-15,9.155126,9.938324,10.713905,9.391995,7.410229,7.0133777,7.9491553,8.59756,9.968967,9.128973,10.500437,8.038758
2032-12-15,11.270569,11.491886,12.681882,11.49696,10.13347,10.381511,10.672195,10.384105,12.490238,11.164005,12.440906,11.578726
2033-01-15,13.060684,13.812316,14.542953,12.984724,12.056765,12.21768,12.58389,12.356524,14.688547,13.138222,13.7912245,13.686425
2033-02-15,13.94606,15.200776,15.821323,14.012683,13.218002,13.131424,13.743001,13.188489,15.792999,13.568035,14.301334,15.037638
2033-03-15,14.32991,15.8873005,16.509743,14.161665,13.556895,13.430392,13.858085,13.417226,16.357119,13.927363,13.917965,15.035627
2033-04-15,13.950413,15.838874,16.062187,13.94145,13.34945,12.986758,13.883813,13.138659,15.911102,13.074013,13.398087,14.525834
2033-05-15,13.149528,14.787678,14.790569,13.077177,12.465245,11.778768,12.847306,12.119593,15.003379,11.100704,11.854089,12.983532
2033-06-15,10.756305,12.295251,12.368365,11.573557,11.152027,9.690682,10.617818,9.590555,12.49551,8.704628,10.007926,10.510923
2033-07-15,6.4725394,9.034372,10.241308,9.045986,8.574213,6.386979,7.922405,7.4050617,9.307226,5.634205,7.869618,6.698442
2033-08-15,3.8277197,5.643251,7.9586873,5.7802176,4.4827194,3.046162,3.4776227,5.857426,7.2362337,2.8767838,5.8946877,2.578634
2033-09-15,3.4631336,3.7009966,7.3893957,4.177237,2.8172143,1.5415132,0.55082595,4.833799,6.7563124,2.2410593,5.7646337,1.3100183
2033-10-15,4.5881844,5.890796,9.303864,6.506283,4.0411725,2.395399,4.729854,5.9560714,8.23029,4.9454064,8.2266,3.0789585
2033-11-15,7.8506436,9.661621,11.094479,9.237927,6.02711,5.62958,8.540055,8.019998,10.631539,8.836657,10.6008835,7.4777384
2033-12-15,10.706105,11.300728,12.877583,11.005749,9.16424,9.285542,10.64357,10.295231,12.884266,10.887772,12.096182,11.084525
2034-01-15,12.749619,13.580082,14.902634,13.229924,11.241103,11.926707,12.745979,12.142453,15.044149,12.980833,13.118813,13.805092
2034-02-15,13.660961,14.942283,16.040148,13.869158,12.845911,13.237776,13.421132,13.337642,15.863085,13.933701,13.9659605,15.369382
2034-03-15,13.983949,15.6178665,16.74015,13.926691,13.470585,13.341617,13.535546,13.723353,15.931633,13.92213,13.994393,15.486652
2034-04-15,13.551397,15.554103,16.158829,13.744304,13.2707815,12.989482,13.446168,13.5206785,15.455729,12.857834,12.920389,14.752833
2034-05-15,12.628368,14.3683605,14.33856,12.626994,12.545399,11.348506,12.761189,12.150635,13.969805,10.922005,11.395652,12.766457
2034-06-15,10.474406,11.666942,12.452116,11.277128,11.018131,9.075286,11.219968,8.815696,11.863917,8.706096,9.490644,10.102539
2034-07-15,6.5005546,8.354192,9.027283,8.536518,8.674189,6.785851,8.198385,6.782973,9.248345,5.837616,7.36446,6.397957
2034-08-15,4.028905,4.2641296,6.577193,6.0087523,3.487251,3.6324894,4.086648,5.2587914,7.3747473,3.0602086,5.6393633,2.6481354
2034-09-15,3.50009,1.8950968,5.9819975,3.8030927,1.966931,0.72237533,1.4628528,4.544602,6.915455,2.3982513,5.2454243,1.6754631
2034-10-15,5.04262,5.655126,8.198375,6.010585,2.9435081,2.891079,4.6353993,5.483021,8.28108,5.4862514,8.158848,2.6483173
2034-11-15,7.8971424,8.816397,10.884807,8.973596,5.4498396,6.4659233,7.99501,7.828339,10.384071,9.481447,10.123157,6.530123
2034-12-15,10.629909,11.283198,12.996092,10.956611,9.788288,9.253871,10.490449,9.722845,12.64776,11.447051,11.883133,10.59695
2035-01-15,12.737114,13.387087,15.368606,12.946796,12.030935,11.841105,12.751283,11.72092,14.345049,12.872932,13.246537,13.079455
2035-02-15,13.792775,14.274345,16.112545,13.649053,13.009864,12.938774,13.61883,13.006411,15.485272,13.83407,13.778152,14.687997
2035-03-15,14.066163,14.780837,17.04782,13.9963,13.290285,13.025613,13.862461,13.345679,15.8135395,13.764173,13.8611965,14.9698305
2035-04-15,13.637388,14.679452,16.914625,13.726482,13.049333,12.518193,13.632778,12.949068,15.365147,12.637073,13.12162,14.436072
2035-05-15,12.426955,13.504311,15.083151,12.8244095,12.218118,11.156757,12.431754,11.775633,13.767177,10.65831,11.663844,12.660676
2035-06-15,9.664759,12.084586,13.007931,11.077486,10.884645,9.177802,10.397346,9.122957,11.688002,8.402556,9.494423,10.267199
2035-07-15,5.8417883,8.199658,10.015514,8.350606,8.823699,6.4698563,6.9781237,6.6255918,8.93725,5.3634734,6.934124,6.817408
2035-08-15,3.7646773,2.7505832,7.7643228,5.6695223,4.9870214,3.3406348,1.2022957,4.7801194,6.4123335,2.2520707,4.7478805,3.3217523
2035-09-15,3.1178405,1.3282868,7.428418,3.870704,2.2839293,1.4012698,0.64968276,4.100324,5.7862206,1.5881975,4.5240955,2.5906568
2035-10-15,4.1540937,4.1712675,9.5250845,6.02035,4.2735643,2.451948,1.9872082,5.2402143,7.5306606,4.8364434,7.9644737,3.542815
2035-11-15,6.923463,8.358237,11.676216,8.861552,6.712391,5.932605,7.4254413,7.826983,10.145193,8.722316,9.981197,7.4728975
2035-12-15,10.122197,10.864538,14.023628,10.598529,9.764161,9.301908,10.279544,10.125486,12.426051,11.195512,11.768321,11.934798
2036-01-15,12.299452,12.508887,16.225754,12.712617,11.892056,11.641683,12.388643,12.063476,14.623289,13.142996,13.34836,13.88132
2036-02-15,13.213559,13.688459,17.220396,13.577888,12.84006,13.002067,13.221139,13.111287,15.352697,14.110058,13.916501,14.821906
2036-03-15,13.431841,14.065898,18.086542,13.879205,13.461476,13.260294,13.445634,13.369176,15.808982,13.718337,13.944669,15.284776
2036-04-15,13.035354,13.826977,17.732138,13.826122,13.394617,12.678223,13.317199,12.673989,15.053621,12.65915,13.375771,14.625778
2036-05-15,11.9130125,12.812192,15.058432,12.924358,12.495581,10.882635,12.515571,11.655571,13.29529,10.818062,11.930086,13.011198
2036-06-15,9.34077,10.753953,12.495626,11.041348,10.921701,8.268721,10.88903,9.242078,11.2435055,8.659045,9.827552,10.078489
2036-07-15,5.545655,7.500829,9.938654,8.152381,7.944029,5.175816,7.675479,6.6597743,8.698523,6.259989,7.614193,6.2652774
2036-08-15,3.1182616,4.1775346,7.293806,5.4558663,3.6884923,2.2478116,3.3768904,4.808287,6.694094,3.2587667,5.5851364,3.4735906
2036-09-15,2.8761203,2.868912,6.380845,3.3468196,2.0523856,0.94484526,1.0622895,4.300798,5.6861124,2.3895223,5.10283,2.3214858
2036-10-15,4.410801,4.666754,8.381727,5.9271994,3.626376,1.7762052,4.1681485,5.555661,6.8135176,4.587699,7.2269597,4.0396914
2036-11-15,6.851052,7.891339,11.295516,8.759773,5.4856,3.6876843,8.146164,8.04129,10.090449,9.120705,9.811903,7.082885
2036-12-15,9.828887,10.525233,13.260669,10.947595,9.556558,6.808674,10.3757715,10.282765,11.964729,11.138533,11.843766,10.782917
2037-01-15,12.159901,12.7961855,15.163673,12.656825,11.8348255,10.68193,12.445744,11.975144,13.729971,13.142725,13.524136,12.794263
2037-02-15,13.434072,13.971217,16.456657,13.676686,12.890868,12.17969,13.225002,12.87351,14.870215,13.913151,14.015386,14.04115
2037-03-15,13.838703,14.518381,17.136665,14.215568,13.637771,12.540474,13.452798,13.188384,15.072737,14.015215,14.050684,14.2359085
2037-04-15,13.481751,14.440366,16.458878,14.134203,13.435107,12.03298,12.999485,12.839899,14.642383,12.822729,13.208248,13.727278
2037-05-15,12.393973,13.840112,15.050267,12.931422,12.350833,10.829127,12.0643,11.426959,13.205891,10.983008,11.570056,12.173754
2037-06-15,9.743603,11.518535,12.635242,10.935993,10.210245,7.71495,10.540225,8.847742,11.236542,8.505764,9.509424,9.964835
2037-07-15,5.49489,7.2269616,9.856087,8.142088,7.261167,4.748099,7.303346,6.115285,8.304811,5.7531924,7.046324,6.5691566
2037-08-15,2.8772724,2.294843,7.904458,3.6036801,3.89807,1.7514435,2.2355998,4.0485535,6.0387697,2.8463497,4.989107,3.4546387
2037-09-15,2.36553,0.69578105,7.1207466,1.5725191,1.8637172,0.8103079,0.50054246,3.635225,5.1116886,2.069914,4.546623,2.354206
2037-10-15,3.8135445,3.6528563,9.117487,4.478128,2.9514046,1.2260058,3.086573,5.1739697,7.30922,4.859012,7.5805483,3.957915
2037-11-15,6.6205063,6.869623,11.611408,8.225174,4.8881607,3.0816164,7.034305,7.4427176,9.914746,8.729526,10.022885,7.169759
2037-12-15,10.179232,10.3477125,13.647295,10.385344,8.468846,6.5041943,9.633918,10.072837,12.062203,11.213941,11.794695,10.898849
2038-01-15,12.458791,12.72833,15.771907,12.581293,11.34502,10.037824,12.15369,12.066782,14.218937,13.086874,13.282317,13.096908
2038-02-15,13.502121,14.210861,16.658455,13.648796,12.802242,12.291755,12.945843,12.933936,15.2203455,13.7364435,13.821358,14.286558
2038-03-15,13.885006,14.962008,17.31538,13.97209,13.554709,12.770049,13.451851,13.355683,15.457768,13.875697,13.933156,14.203829
2038-04-15,13.288728,15.023769,16.834911,13.759483,13.422244,12.470596,13.435195,12.577133,15.10368,13.1101055,13.11184,13.449023
2038-05-15,12.12558,14.114524,15.476803,12.8660965,12.453966,10.735852,12.115056,11.388951,13.332375,11.263826,11.602895,11.9612
2038-06-15,9.228852,11.864233,12.749161,11.076675,10.360046,7.92293,10.578452,8.614603,11.19606,8.561103,9.620924,9.458162
2038-07-15,5.8031273,8.364463,9.276764,8.015254,7.084182,3.6401057,7.232081,6.1352186,8.88759,5.479305,7.3635616,6.0134835
2038-08-15,3.5266285,2.2352061,6.627948,2.415712,3.5366921,0.7175896,2.8601398,3.8036127,5.1176763,2.5734499,5.154223,2.5432167
2038-09-15,2.8689473,1.0292022,6.1661053,0.5343658,1.7007393,0.21344608,0.54938674,2.7863681,4.635805,2.0549102,4.428313,1.7554594
2038-10-15,4.1634097,3.8610394,7.7905073,2.6020348,2.610153,0.46100658,3.2625103,4.5041056,5.677013,5.181648,7.3217807,3.119329
2038-11-15,7.002947,8.166646,11.312973,7.4443297,5.0120273,1.3957889,6.776512,7.332727,9.83268,8.501067,9.794023,5.882909
2038-12-15,9.573093,11.288282,13.290417,10.262061,9.136166,5.74433,9.69462,9.6368065,11.916298,10.6672735,11.927208,10.660708
2039-01-15,11.9774685,13.378649,15.111866,12.101334,11.900962,9.679244,12.161611,11.404227,14.124241,12.918947,13.511417,13.054022
2039-02-15,13.032332,14.249692,16.416918,13.627995,13.723395,11.572268,13.057779,12.519049,14.990398,13.83732,14.002006,14.006957
2039-03-15,13.492808,14.811015,17.055847,14.267999,14.214568,12.115533,13.818268,12.780289,15.449302,13.538376,13.951592,14.079337
2039-04-15,13.204646,14.888304,16.408678,14.19881,14.0711355,11.326623,13.700209,12.417769,14.553948,12.875519,13.129391,13.382598
2039-05-15,12.129422,13.881827,14.593978,13.307616,12.713567,10.432772,12.427482,11.360452,13.259005,10.96703,11.485552,11.46371
2039-06-15,9.764987,12.084968,11.898653,10.76289,10.784346,8.437426,9.991537,9.210488,11.27665,8.415586,9.388797,9.121704
2039-07-15,5.0835824,8.446484,8.8413925,8.276692,8.227583,4.2370253,6.8111124,6.1487226,7.853736,5.9834604,6.929799,6.031408
2039-08-15,1.7154975,3.797079,7.2995887,5.606019,3.434033,0.76496905,0.5859257,4.537244,5.659124,3.1950097,4.41016,2.7896137
2039-09-15,1.0631831,1.9008347,6.7838697,2.8183987,1.5455002,0.10527454,0.10231191,3.8386955,5.2658014,2.100137,3.922398,1.8223362
2039-10-15,3.014654,4.5866427,8.680477,5.6713076,2.6222057,0.36392495,1.9378268,4.5634165,6.2529426,5.1220713,7.299883,2.892555
2039-11-15,5.856981,8.59554,11.068732,9.061261,5.175042,2.1233454,6.2780766,7.11211,9.449394,8.82266,10.061286,6.9443984
2039-12-15,9.783514,11.299061,13.54261,10.96009,9.343431,6.1107297,9.335044,9.799488,12.202196,11.141701,11.704741,10.310836
2040-01-15,11.79209,13.469543,15.311987,12.754887,11.681311,9.664493,11.755593,11.369294,14.361183,12.743523,13.388903,12.385587
2040-02-15,13.30608,14.622135,16.639336,13.572239,13.086041,11.750022,13.021057,12.771345,15.506074,13.923844,13.885,13.719164
2040-03-15,13.57324,15.143047,17.121525,13.897376,13.782224,12.018095,13.5359,13.1773615,16.080833,13.785624,13.8432,14.30762
2040-04-15,13.207053,15.109569,16.878738,13.734877,13.545289,11.784636,13.39553,12.638352,15.1625,13.150777,13.016973,13.64038
2040-05-15,12.197888,14.226491,15.023425,12.793131,12.772378,10.986278,12.28417,11.565884,13.160587,11.2733755,11.432611,12.142931
2040-06-15,9.689556,12.304484,12.464342,11.355617,10.612563,8.680114,9.947897,9.328382,10.930465,9.04034,9.387694,9.482724
2040-07-15,5.7825603,8.890419,9.670476,7.5196915,8.281642,4.6116643,6.232648,6.689184,8.022375,6.4356275,6.958836,5.8744254
2040-08-15,2.535132,4.147048,7.940253,3.5295808,4.6221786,1.2730939,1.8981829,4.382174,5.685573,3.630464,4.9666524,2.8680494
2040-09-15,1.6300989,1.9268155,7.4397454,1.133019,0.84561235,0.14100468,0.28480482,3.5479534,4.692398,2.6957343,4.6547146,1.7451965
2040-10-15,3.6207066,5.907119,9.075564,4.100237,3.887165,0.7923278,2.459478,4.628327,5.8494906,6.017117,7.1225476,2.9310093
2040-11-15,7.2147985,9.315821,10.797703,7.367874,6.8758125,2.4468005,5.63262,6.9402,9.114002,9.8595495,9.8567,5.596938
2040-12-15,10.253838,11.270651,13.043296,10.447877,9.553141,6.7827373,8.866528,9.58165,12.167654,11.462077,11.821903,9.736591
2041-01-15,12.160108,13.460475,15.06687,12.247809,11.701158,10.098402,11.258687,11.556887,14.474392,13.256202,13.462964,11.994149
2041-02-15,12.935335,14.522756,16.321077,13.231966,13.239819,11.566425,12.783761,12.525323,15.520657,13.348456,13.737428,13.342298
2041-03-15,13.314841,14.968498,16.885046,13.652739,14.0917635,11.900321,13.6910305,12.624904,15.975002,13.474803,13.846136,13.551312
2041-04-15,12.936743,14.911949,16.528408,13.567618,13.943579,11.599869,13.569034,12.345712,15.495892,12.764391,13.2449045,12.543084
2041-05-15,11.808083,14.107013,14.970551,12.494707,12.95501,10.587969,12.464856,11.290261,13.465322,10.856071,11.572482,10.925038
2041-06-15,9.137086,12.161254,11.747733,10.427728,10.983123,8.460334,10.131789,8.977447,11.080147,8.501077,9.446099,8.911188
2041-07-15,5.9325495,8.541374,9.686755,6.849729,8.274761,3.7729976,5.692864,6.688123,8.209339,5.62557,7.1899,5.048191
2041-08-15,3.146863,2.961492,7.948998,0.9881731,4.2114673,1.0770203,0.7454203,4.1893854,5.691021,2.3915613,4.664572,1.810634
2041-09-15,2.3844073,1.4672943,6.998788,0.5933494,0.9104167,0.55966216,0.3059134,3.2850034,4.3094378,1.922837,4.44949,1.1575826
2041-10-15,3.913021,4.705934,9.347876,1.5687295,3.2896497,1.0119762,1.8005322,4.8434515,6.28671,5.5555067,7.1277275,1.841777
2041-11-15,7.0391273,8.4495535,11.487124,6.812065,6.249111,2.3595917,6.5372963,7.128043,9.560106,8.836527,9.887545,4.1408696
2041-12-15,9.8474655,11.163325,13.139302,9.955418,9.536689,6.5815535,9.55163,9.490934,11.814437,11.031939,11.503705,8.778935
2042-01-15,12.026419,13.126805,15.260643,12.463579,11.841224,10.400775,11.646154,10.962356,13.997757,13.041608,13.047793,11.672168
2042-02-15,12.883439,14.052592,16.508411,13.536841,13.253641,11.936437,13.185969,12.355766,14.995422,13.5306225,13.717841,12.916656
2042-03-15,13.018592,15.099927,17.008974,13.980821,13.6965885,12.462382,13.799217,12.778021,15.260417,13.639069,13.950033,12.966126
2042-04-15,12.946525,14.96125,16.643923,13.962373,13.403682,11.696995,13.787291,12.273464,14.827417,12.652257,12.960017,12.310903
2042-05-15,12.006588,13.905935,14.996265,12.921876,12.584218,10.434557,12.514555,11.493189,13.257106,10.943798,11.171717,10.917181
2042-06-15,9.304861,12.109841,12.243568,10.389622,11.0646105,7.811789,9.982416,9.200723,10.475366,8.408524,8.946629,8.220957
2042-07-15,5.5746956,7.7353835,9.252552,7.105528,8.094489,3.3885167,6.145608,5.754758,8.089084,5.132977,6.8554215,4.5487313
2042-08-15,3.3983963,2.7503438,7.5479455,1.5511993,4.086905,0.5649302,0.63871473,3.2172601,5.9385357,2.627469,4.729927,0.9961161
2042-09-15,2.8293993,1.1934686,6.75677,0.49816296,1.5149959,0.08999426,0.23968425,2.4097645,5.44281,1.889332,4.3763437,0.2266801
2042-10-15,3.8327172,3.8104866,8.663881,2.0832393,2.934948,0.3355203,1.281081,3.8051584,6.4363604,4.9949684,6.897812,0.9637031
2042-11-15,6.909624,7.762776,10.931161,6.4837446,5.736878,1.6702265,5.387691,6.9928336,9.244862,8.538121,9.516522,4.078229
2042-12-15,10.1639,10.908495,13.3624325,9.878407,9.587203,5.146472,9.367035,9.825677,11.353879,10.526826,11.389615,8.689261
2043-01-15,12.139417,13.384175,15.658049,12.094272,11.546812,9.372319,11.935524,11.640736,13.4542675,12.519787,13.145076,11.5757475
2043-02-15,12.8790455,14.519634,16.720036,13.497849,12.588566,11.575068,12.917456,13.059647,14.373109,13.563174,13.835561,12.956185
2043-03-15,13.409971,15.2125,17.581566,13.904635,13.116116,12.059951,13.046027,13.46508,14.55202,13.703111,14.095036,13.255845
2043-04-15,13.174886,15.213277,17.143396,13.748528,13.045353,11.764462,12.980389,12.878123,14.224741,12.945249,13.319012,12.488127
2043-05-15,12.008332,14.003698,14.9811125,12.679895,12.152264,10.454167,12.409696,11.64835,12.923458,10.950322,11.418411,10.787001
2043-06-15,9.299388,11.996589,11.921322,10.715846,10.19373,7.9757824,10.129543,9.094661,10.243232,8.550436,9.331536,8.195822
2043-07-15,5.686606,7.989315,9.376337,7.2679605,7.601962,2.4626644,5.752782,6.1976266,7.6424346,5.4966574,6.9432845,4.106543
2043-08-15,3.6872082,1.821479,7.4494505,0.45068017,4.8776712,0.13637117,0.8105898,3.5532317,5.543689,2.97531,4.6063666,0.88784456
2043-09-15,3.1031556,0.18083823,7.136691,0.20343044,2.4078462,0.05444016,0.3414616,2.5050821,4.7221045,2.5225456,3.9861498,0.32546446
2043-10-15,4.5179324,3.9145477,9.1158,3.420132,4.1057415,0.19432096,1.774699,3.7748663,5.952066,5.1339717,6.76246,1.3237108
2043-11-15,7.5826044,7.807449,10.991244,6.9843316,6.116312,1.0512362,5.4802694,6.549457,8.76156,8.765133,9.714641,4.254208
2043-12-15,10.238521,10.99689,12.619038,10.496301,9.239404,4.5180416,9.800824,9.750888,10.981049,10.704345,11.571167,8.309767
2044-01-15,12.464074,12.971691,15.015246,12.390321,11.450249,9.7966795,11.789825,11.655445,13.173486,12.823596,13.318796,11.157998
2044-02-15,13.3605,13.922106,16.33208,13.350861,12.573495,11.591479,12.716447,12.3852825,14.775866,13.692504,14.1418915,12.462185
2044-03-15,13.438618,14.662435,16.81768,13.7619095,12.924362,12.115278,13.41299,12.727613,15.320416,13.853672,13.915976,12.613068
2044-04-15,13.108067,14.66779,16.70939,13.47722,12.68539,11.705283,13.151849,12.349832,14.876698,13.1325655,13.40067,12.022037
2044-05-15,11.8901005,14.033662,15.0546875,12.962139,11.47587,10.27376,12.051704,11.410567,13.174679,11.020829,11.488837,10.492813
2044-06-15,9.176283,11.532709,11.286604,10.762453,9.857318,7.7470675,9.806202,8.749359,11.068638,8.863777,9.25598,8.054106
2044-07-15,5.999799,7.9027157,8.623201,8.2808075,6.7579665,3.21678,4.7616825,6.282518,8.331749,6.364061,6.5797224,2.6486228
2044-08-15,3.8410535,1.9600612,6.772133,2.3390982,2.4080756,0.12270061,0.39015588,3.5969918,5.873396,3.4472942,3.8998914,0.42392236
2044-09-15,3.3322487,0.68071973,6.269024,0.38253468,0.8209976,0.033067442,0.1765016,2.7175655,5.1487446,2.2232103,3.236153,0.18764617
2044-10-15,4.3798666,4.2125177,7.594496,3.1824048,2.0115612,0.09063201,0.86403507,4.166271,6.181871,5.8588023,6.1626415,0.6040646
2044-11-15,6.8399096,8.635054,10.107365,6.7566605,4.6897635,1.1648246,3.5563452,6.9003158,9.272392,8.7816305,9.675281,2.0671866
2044-12-15,9.962742,11.011497,12.364769,9.986462,8.70522,6.0147367,8.831433,9.084499,11.953317,10.941508,11.711974,6.2630095
2045-01-15,12.193067,13.049408,14.529241,12.188941,11.379325,10.041142,11.615085,11.356923,13.6428995,13.072404,13.542384,11.202287
2045-02-15,13.092634,14.093453,16.206686,13.387957,12.518426,11.466296,12.815491,12.51015,14.738155,13.826676,13.912483,12.696681
2045-03-15,13.457447,14.721169,16.643202,13.819494,12.86709,11.981654,13.469392,12.98636,15.174522,13.636836,13.791295,12.880466
2045-04-15,13.293425,14.604578,16.220493,13.8065,12.66187,11.611994,13.3443165,12.682096,14.641798,13.005904,13.272528,12.125776
2045-05-15,12.229823,13.71605,14.933422,12.939147,11.894148,10.438778,12.268496,11.627338,12.850085,10.961032,11.557115,9.9261875
2045-06-15,9.55274,11.788203,11.9789715,10.615737,10.464156,8.050078,10.242006,9.45187,10.807417,8.493627,9.5393915,7.3501973
2045-07-15,5.701112,7.910337,9.5242195,8.093375,7.519672,4.366295,6.5014706,6.603965,7.862689,6.1942296,6.6379504,2.2780201
2045-08-15,3.026969,1.7377212,7.3999395,3.644259,2.337146,0.23654242,0.37125075,4.3193345,5.3182573,4.0021834,3.8064973,0.15697023
2045-09-15,2.5788896,0.37261084,6.5616713,0.4520866,1.3308749,0.04740232,0.13893732,3.3246353,4.2258987,3.2313473,3.1751888,0.026319923
2045-10-15,3.701124,2.9966726,8.507026,4.2252226,1.864892,0.11397901,1.1954192,4.113297,5.9713697,6.1258707,6.354298,0.29267773
2045-11-15,6.273828,7.427517,10.755854,7.871487,3.401295,1.203947,5.875028,7.260359,9.39819,8.478126,9.768558,1.9563915
2045-12-15,9.487859,11.126043,12.721586,10.218485,8.239645,6.267528,9.365551,9.648564,11.478116,10.324168,11.490621,6.273671
2046-01-15,12.0671,13.066518,14.451719,12.349852,10.860864,9.76037,11.4573,11.466327,13.857008,12.337154,12.907788,10.705369
2046-02-15,13.353419,13.908219,15.684731,13.612511,12.329626,11.484072,12.639019,12.485023,14.915121,13.492734,13.774778,12.279767
2046-03-15,13.534773,14.392612,16.292809,13.868851,12.734612,12.23538,13.077322,12.674942,15.390256,13.331479,13.895074,13.013455
2046-04-15,13.23832,14.266211,16.200594,13.912294,12.567454,11.966121,13.013725,12.40512,14.828077,12.45409,13.045705,12.478914
2046-05-15,12.148548,13.411674,14.617447,13.136883,11.893869,10.832217,12.079424,11.294418,13.43772,10.687493,11.591079,10.879647
2046-06-15,9.689774,11.655545,11.200946,10.717654,10.31677,8.6054945,10.034161,8.751208,11.200504,8.469581,9.369423,8.137853
2046-07-15,5.8287835,8.224784,9.2735405,7.7510757,7.1973524,4.0727434,7.0060678,6.115993,8.440069,5.4892387,7.011191,2.5282147
2046-08-15,2.7975028,3.3559222,7.3587174,2.7698286,2.4826498,0.43938613,0.40219706,3.2839434,6.345003,2.5582714,4.1220255,0.3890534
2046-09-15,1.8938204,1.0258775,6.639101,0.46049652,0.57923317,0.07251154,0.14263101,2.4193556,4.801465,1.7870964,3.1803353,0.18184817
2046-10-15,3.5887957,3.915947,8.220323,4.5883965,2.1116984,0.24881493,2.109362,3.9202456,7.1719594,5.535632,6.298639,0.836005
2046-11-15,6.7527537,7.9286385,10.599836,7.4322176,4.524786,1.0909123,6.198624,6.8535748,9.4254465,9.492387,9.612919,2.6837826
2046-12-15,9.824619,10.543157,12.701452,10.362607,8.652586,5.7499423,9.526124,9.31701,11.798323,10.913132,11.382437,6.115728
2047-01-15,11.711005,12.359116,14.748053,12.49126,11.455419,9.743341,11.7589655,11.136147,13.928524,12.999902,13.093601,10.9252
2047-02-15,13.263104,13.858583,15.769899,13.478677,12.645688,11.828998,12.995303,12.001017,14.783347,13.603367,13.8966675,12.206246
