time,ACCESS-CM2,ACCESS-ESM1-5,BCC-CSM2-MR,BCC-ESM1,CanESM5,CESM2,CESM2-FV2,CESM2-WACCM,CESM2-WACCM-FV2,CIESM,EC-Earth3,EC-Earth3-Veg,EC-Earth3-Veg-LR,FGOALS-f3-L,FGOALS-g3,FIO-ESM-2-0,GFDL-ESM4,IPSL-CM6A-LR,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0
1850-01-01,14315908.0,13288974.0,16446057.0,16407774.0,15074891.0,14098442.0,14444196.0,13634692.0,13865855.0,12583856.0,15294184.0,17530240.0,18698470.0,16062038.0,16307143.0,13478000.0,12663981.0,15458730.0,11729454.0,13748786.0,13600486.0,13429304.0
1850-02-01,15280533.0,14399096.0,17286856.0,17531260.0,15647450.0,14795124.0,15382226.0,14315936.0,14430872.0,13375630.0,16252632.0,18033316.0,19745680.0,17167390.0,17170692.0,14284834.0,13529120.0,16750022.0,12256136.0,14949698.0,14629254.0,14393126.0
1850-03-01,15992836.0,14819762.0,17774736.0,17617486.0,15941230.0,14713433.0,15683706.0,14462485.0,14516039.0,13648956.0,16474390.0,18141712.0,19992244.0,17011432.0,17132264.0,14594209.0,13581000.0,16961446.0,12287924.0,15246126.0,14640573.0,14449380.0
1850-04-01,15463718.0,14368411.0,16556115.0,16867746.0,15838392.0,14257272.0,15237827.0,14198294.0,14129196.0,12908134.0,15582732.0,17758926.0,19206592.0,15919683.0,16038847.0,13921011.0,12893511.0,15889410.0,12152086.0,14952861.0,13939680.0,13784122.0
1850-05-01,13796518.0,12798579.0,14326374.0,15007645.0,13880613.0,12974793.0,13447242.0,12827601.0,12657183.0,11447513.0,13758246.0,15328202.0,16759672.0,13289505.0,14318199.0,12219907.0,10948170.0,13577666.0,11324861.0,13539188.0,12246956.0,12130969.0
1850-06-01,11272354.0,10386193.0,11481615.0,12676996.0,11242026.0,11120560.0,10917420.0,11039042.0,10802601.0,9040465.0,11195283.0,12016382.0,13251050.0,10789770.0,12749479.0,10164032.0,8664806.0,10488353.0,9722070.0,10694468.0,9964893.0,9463413.0
1850-07-01,8142829.0,7583611.0,8732684.0,9694244.0,8852212.0,8770296.0,8525596.0,8835417.0,8935448.0,5514425.0,8281929.5,9295052.0,10721658.0,8081566.5,11433623.0,7712840.0,7069316.0,8111474.0,7614875.0,7378432.0,6919152.0,6921992.0
1850-08-01,5768346.0,5407835.0,5840692.5,6859867.0,6824820.0,6703637.0,6307804.0,6937015.5,6843239.0,759568.6,6515027.0,7646793.0,9256316.0,5715563.5,10019382.0,5822641.0,5469876.0,6462445.0,6385476.0,5395260.5,5293398.5,4355929.0
1850-09-01,5922933.0,5163100.5,5801856.5,7140892.5,6897700.0,6550366.5,5854590.0,6660002.0,6426384.5,150273.73,7148171.5,8482076.0,9933661.0,5271428.0,10244856.0,5908131.5,5084216.0,6980647.5,6669459.0,5192755.0,4999564.5,3760626.0
1850-10-01,7845746.0,6571083.0,8375218.0,9311259.0,8901247.0,8491863.0,8421991.0,8695024.0,8357785.0,3127595.2,10261924.0,10801996.0,11665010.0,8006635.5,11486998.0,7631047.5,7054668.5,9315932.0,8505418.0,6893483.0,6757645.5,5750405.0
1850-11-01,10737024.0,8243708.0,11415876.0,11988211.0,10910386.0,9965710.0,10577672.0,10527110.0,10268966.0,7288419.0,12795316.0,13045689.0,14673622.0,10457483.0,12775341.0,9815788.0,9476226.0,11458018.0,9653093.0,9918907.0,9077788.0,9395300.0
1850-12-01,13373430.0,10693170.0,14065108.0,14003196.0,13323960.0,12149426.0,12918260.0,12468244.0,12435703.0,10181639.0,14741424.0,15483405.0,17313728.0,13462883.0,14814266.0,12286307.0,11427470.0,13692156.0,10940190.0,12123074.0,11435810.0,12021506.0
1851-01-01,14767396.0,13421981.0,16558476.0,16417226.0,15370669.0,13981418.0,14619692.0,13934869.0,14053140.0,12312739.0,16132245.0,17157208.0,18908440.0,15548984.0,16566562.0,14174226.0,12904976.0,15807022.0,12060908.0,14138183.0,13361680.0,13634338.0
1851-02-01,15902051.0,14781177.0,17327578.0,17473164.0,16300902.0,14606484.0,15284409.0,14364300.0,14439328.0,13356652.0,16717778.0,18241470.0,19627948.0,16955052.0,17700752.0,14731553.0,13488920.0,17244740.0,12512706.0,14926628.0,13905098.0,14386102.0
1851-03-01,16574862.0,14916022.0,17372678.0,17755940.0,16282768.0,14841190.0,15417033.0,14429679.0,14499418.0,13635126.0,16789392.0,18504270.0,19850796.0,17223600.0,17649938.0,14946292.0,13394958.0,17293976.0,12425080.0,15193091.0,14224486.0,14912354.0
1851-04-01,16070426.0,14667657.0,16395928.0,16915328.0,15365230.0,14339982.0,15138244.0,14110334.0,14191415.0,13109412.0,15886368.0,18016248.0,19124544.0,16235343.0,16721266.0,14126788.0,12771756.0,16020171.0,12139594.0,14751300.0,13615102.0,14247968.0
1851-05-01,14045747.0,12955508.0,14245664.0,14998960.0,13650792.0,13023564.0,13434542.0,12751641.0,12782389.0,11203864.0,13899535.0,15853133.0,16770070.0,13843478.0,15037013.0,12117284.0,11031702.0,13607338.0,11322338.0,13512840.0,11977277.0,12366028.0
1851-06-01,11462264.0,10317163.0,11439706.0,12316258.0,10637319.0,10838729.0,10994822.0,10899626.0,10847847.0,8608717.0,11140185.0,12221231.0,13393838.0,11115732.0,12808666.0,9956055.0,8544994.0,10605592.0,9631959.0,11179020.0,9661221.0,9762640.0
1851-07-01,8777404.0,7521604.0,8275499.0,9776394.0,8149760.5,8346298.0,8489536.0,8670652.0,8747555.0,4150688.0,8502536.0,9360484.0,10383450.0,8343579.5,9861645.0,6994575.5,6738733.0,8391348.0,7661147.5,7691005.5,6990196.0,7231627.5
1851-08-01,6264233.0,5468764.0,6258650.5,7358299.0,6664253.0,6448709.5,6674593.0,6872489.5,6673240.0,420903.4,6991508.5,7827587.0,8634352.0,6266007.5,8180449.0,4685741.0,5261586.0,6496074.0,6475541.0,5893372.5,5466373.5,5270344.0
1851-09-01,5882642.0,5078644.0,6713312.0,7506330.5,6565196.5,5962544.5,6270396.0,6596272.0,6187217.0,30928.57,7879014.0,8993966.0,8898910.0,5795512.5,9531662.0,4620321.0,5504588.0,6749512.0,6810069.0,5612253.5,5390938.0,5121273.5
1851-10-01,8346313.0,6340651.0,9126538.0,10015492.0,8026781.0,8256413.0,8256765.0,8827953.0,8179442.0,1630217.9,9800983.0,11293835.0,10874933.0,8265395.0,11463987.0,6547103.5,7980067.0,8755814.0,8469103.0,7158603.0,6779201.0,7175094.0
1851-11-01,10696816.0,8445316.0,11809792.0,11797132.0,10122008.0,10631813.0,10355584.0,10498913.0,10304724.0,5177560.0,11817498.0,13204786.0,14559832.0,10854361.0,12841220.0,9292944.0,10204630.0,11459529.0,9665301.0,10214246.0,9143455.0,9660133.0
1851-12-01,12773354.0,10910004.0,14141897.0,13997177.0,12993938.0,12806181.0,12637485.0,12198284.0,12312374.0,8948498.0,14024247.0,16079986.0,17221376.0,13893734.0,14725806.0,11471319.0,11807064.0,13076328.0,10858440.0,12621538.0,11083452.0,11880260.0
1852-01-01,14585808.0,13332197.0,16109838.0,16232294.0,14358514.0,14440004.0,14440170.0,13841516.0,13736137.0,12167979.0,15469788.0,17948824.0,18718288.0,16116319.0,16577629.0,13634403.0,13270442.0,15266055.0,11934715.0,14285164.0,12907824.0,13557606.0
1852-02-01,15919268.0,14681227.0,16961960.0,17304060.0,15316682.0,14963028.0,15220456.0,14640237.0,14636132.0,13398786.0,15848660.0,18476584.0,19501872.0,16754711.0,17657404.0,14648860.0,13763772.0,16693502.0,12488000.0,14943436.0,14208736.0,14565508.0
1852-03-01,16102712.0,14854217.0,17335224.0,17719838.0,15547022.0,15302008.0,15557108.0,14691104.0,14840520.0,13557472.0,16176834.0,18227148.0,19800810.0,16509636.0,17674292.0,15137780.0,13841686.0,16657263.0,12558300.0,15084050.0,14900612.0,14564179.0
1852-04-01,15475695.0,14258022.0,16470773.0,16943248.0,15177682.0,14852334.0,14844006.0,14249250.0,14465609.0,13082871.0,15605707.0,17366864.0,19113132.0,15394947.0,16261906.0,14409795.0,12994190.0,15788694.0,12263664.0,14550725.0,14238438.0,13984957.0
1852-05-01,13572115.0,12507266.0,14177057.0,14945272.0,13678032.0,13253703.0,13236237.0,12469689.0,12856461.0,11256078.0,13595340.0,15677764.0,17165906.0,13397788.0,14627376.0,12273712.0,11342356.0,13025754.0,11244450.0,13369366.0,12468174.0,12569266.0
1852-06-01,10767875.0,9657398.0,11385494.0,12187334.0,10942039.0,10955340.0,10707260.0,10328899.0,10890774.0,8513874.0,10817582.0,13014968.0,13480666.0,11354141.0,12762260.0,10095446.0,8582514.0,10130700.0,9604990.0,11369482.0,9841698.0,9691399.0
1852-07-01,7734285.0,7174879.5,8655705.0,9351058.0,8346376.0,8605353.0,8089361.0,8217213.5,8477596.0,2777394.0,8049209.0,10042908.0,10660476.0,8660642.0,11217625.0,7060419.0,6545995.5,8058998.0,7584165.0,7928773.0,7224131.0,7118127.0
1852-08-01,5192859.5,5300487.0,6327900.0,6606204.5,6793219.5,6653914.5,6452574.5,6635049.0,6569426.5,48953.07,6270234.0,8213567.0,8860066.0,6473635.5,9922233.0,4632581.0,4963270.0,6567445.0,6290188.0,6074951.0,5808723.0,5303591.0
1852-09-01,5140790.5,4694843.0,6686733.5,6656850.5,6934408.0,6347018.5,6146860.0,6580623.0,5981627.5,47356.977,7588309.0,8984930.0,9895078.0,6004398.0,10154092.0,4725637.5,5250270.0,6778068.5,6565937.0,5918159.0,5671398.0,5574067.0
1852-10-01,7084677.0,5664897.5,8918730.0,9240224.0,8376699.0,8164691.5,7428950.0,8158530.0,8023607.5,374938.06,9912472.0,11334958.0,12158060.0,8872547.0,11159569.0,6883691.0,7681941.0,8310851.5,8319181.0,7627043.0,7169174.0,7240082.5
1852-11-01,10034270.0,8009367.0,11864708.0,11730393.0,10508788.0,10522870.0,10145402.0,10121794.0,10805384.0,2960948.0,11896252.0,13946948.0,14377488.0,10893058.0,12447854.0,9745992.0,9701775.0,10905760.0,9644400.0,10617076.0,9575077.0,9707818.0
1852-12-01,11912519.0,10792791.0,14787595.0,13644646.0,12856161.0,12709257.0,12453860.0,12105105.0,12393472.0,8431435.0,13847380.0,16290736.0,16685448.0,13899533.0,14612070.0,11918958.0,11543318.0,13086808.0,10593390.0,12556814.0,11723624.0,12237671.0
1853-01-01,14063769.0,13320592.0,16496366.0,15505411.0,14988296.0,14117898.0,14026312.0,13822549.0,13933052.0,11804192.0,15029876.0,17545648.0,18444138.0,15611214.0,16164554.0,13801794.0,13043816.0,15076300.0,11731400.0,14167735.0,13790052.0,13779599.0
1853-02-01,15072816.0,14514840.0,17348956.0,16852252.0,15751147.0,14720148.0,14724236.0,14671699.0,14492190.0,13258520.0,15866394.0,18590850.0,19367516.0,16473725.0,17469394.0,14505601.0,13401089.0,16335981.0,12337414.0,14803054.0,15024228.0,14816687.0
1853-03-01,15548730.0,14842098.0,17580692.0,17533868.0,16226044.0,14597496.0,14998060.0,14963953.0,14544872.0,13449157.0,16241385.0,18585846.0,19673050.0,16591618.0,17607134.0,14645804.0,13474688.0,16711575.0,12433462.0,15198695.0,15486044.0,14835112.0
1853-04-01,15406428.0,14278483.0,16419917.0,16523653.0,15617105.0,14009705.0,14551932.0,14440044.0,14329142.0,13143158.0,15647068.0,17478860.0,18921288.0,15742309.0,16274461.0,13814306.0,12861942.0,15534176.0,12176630.0,14860451.0,14802703.0,13973748.0
1853-05-01,13736259.0,12340250.0,14416718.0,14584228.0,13796531.0,12580302.0,12937582.0,12888751.0,12950994.0,11317518.0,13682298.0,15286687.0,16445164.0,13276191.0,14417312.0,11918748.0,11217793.0,12976027.0,10919616.0,13566346.0,12561201.0,12324352.0
1853-06-01,10919339.0,9595170.0,11843075.0,11994332.0,10764286.0,10694178.0,10738286.0,10915752.0,10797486.0,8763563.0,10718322.0,11765278.0,12873802.0,10876228.0,12114216.0,9713691.0,8362691.0,10034645.0,9352941.0,11022596.0,9710138.0,9317775.0
1853-07-01,7625551.5,6928133.0,9174548.0,8893954.0,8401488.0,8553171.0,8422460.0,8387783.0,8161641.0,3533808.0,8192350.0,9245873.0,10303980.0,8046070.0,9356434.0,6431045.0,6497648.0,7896247.0,7101180.5,7458811.0,7365020.0,6767039.0
1853-08-01,5212544.0,5115019.0,7033528.0,6792337.0,6787875.0,6346946.0,6887250.0,6844232.5,6034433.0,27808.438,6780146.0,7755410.0,9032244.0,5728058.0,7767575.0,4065464.2,5254312.5,6421821.0,5736558.0,5663228.5,6071782.0,5019606.0
1853-09-01,5454658.0,4658419.0,7248592.5,6850394.5,6805776.0,5893769.0,6469037.5,6669938.0,5537035.5,27149.273,7534445.0,9013978.0,10290835.0,5277480.5,8805459.0,4130590.5,4920492.0,6971719.5,6081657.0,5566911.0,5952570.5,4792686.0
1853-10-01,7537517.0,5780026.0,9483671.0,9455891.0,8579411.0,8055259.5,7922110.5,8295761.5,7498446.5,498546.0,9232199.0,11263390.0,12101468.0,7958238.0,11013999.0,6361080.5,6889324.0,9041919.0,7998797.0,7490530.5,7192699.0,6103220.0
1853-11-01,10303593.0,7867056.0,11774454.0,11681926.0,10799714.0,10908996.0,10230399.0,10555412.0,10022840.0,3880706.0,11391532.0,13212025.0,13894095.0,10610996.0,12519573.0,9333206.0,9354460.0,10944349.0,9338278.0,10428726.0,9322945.0,9016952.0
1853-12-01,12543244.0,10575676.0,14162026.0,13727874.0,12762653.0,12816074.0,12551257.0,12567946.0,12664933.0,8578645.0,13613563.0,15622764.0,15922716.0,13552871.0,14663546.0,11825056.0,11078356.0,13687943.0,10216218.0,12526765.0,11310796.0,12020909.0
1854-01-01,14138922.0,12909028.0,15749373.0,16001659.0,15016092.0,14046841.0,13687676.0,14291208.0,13785056.0,12404710.0,15331926.0,17713516.0,18090940.0,15785312.0,16437742.0,13298984.0,12700972.0,15814540.0,11435362.0,13932573.0,13250670.0,13570722.0
1854-02-01,15574085.0,14216152.0,16985452.0,17441906.0,15947114.0,14707380.0,14592888.0,14877602.0,14218650.0,13666623.0,15976498.0,18521162.0,19145970.0,16996256.0,17209324.0,14017569.0,13447871.0,16784934.0,12188922.0,14888166.0,14444588.0,14417657.0
1854-03-01,16065318.0,14384686.0,17235944.0,17641148.0,15762297.0,14748046.0,14996252.0,15037473.0,14373412.0,13853147.0,16389534.0,18510736.0,19419584.0,17265752.0,17292152.0,14189230.0,13429766.0,17213950.0,12345952.0,15285008.0,14747942.0,14633926.0
1854-04-01,15565689.0,13954534.0,16301342.0,16847648.0,15023349.0,14373156.0,14583016.0,14776200.0,13890408.0,13359990.0,15683394.0,17828252.0,18792440.0,16059848.0,16334868.0,13433981.0,12666157.0,15862194.0,12041368.0,14792650.0,14091774.0,14149794.0
1854-05-01,13551578.0,12068963.0,14309760.0,14916714.0,13646648.0,12827321.0,13179681.0,13267377.0,12608933.0,11663495.0,14143694.0,16112262.0,16555456.0,13340241.0,14720209.0,11534760.0,10904989.0,13626078.0,11185063.0,13301960.0,12224146.0,12340948.0
1854-06-01,10755381.0,9764876.0,11584862.0,12551186.0,11577064.0,10472358.0,10690822.0,11099558.0,10774738.0,8958176.0,11443575.0,13315034.0,13384196.0,10844110.0,12740206.0,9614876.0,8544527.0,10318409.0,9349207.0,10780505.0,9944892.0,9490106.0
1854-07-01,7397956.0,7193988.0,8758376.0,9514397.0,9249622.0,8222717.5,8418654.0,8675576.0,8363040.0,3495731.0,8868070.0,10329960.0,10710580.0,8108077.0,11185500.0,6914431.0,6679262.0,7741193.5,7138830.0,7492207.0,7430607.0,7030125.5
1854-08-01,5151963.0,4869510.5,7335072.0,6749672.0,7296550.0,6275672.0,6792194.5,6569637.0,5778581.0,44524.81,7124331.0,8653909.0,9366730.0,5774538.5,9827003.0,4547428.5,5244068.0,6192359.5,5827676.5,5612265.5,6045068.5,5096406.5
1854-09-01,5262479.5,4513141.0,7705418.0,6890775.5,7471335.0,6137936.5,6621568.5,6403768.0,5184082.0,52728.78,8147332.0,9456834.0,10680846.0,5380975.5,9984409.0,4632026.0,5239474.0,6441437.5,6045159.0,5409384.5,5868229.0,5735701.0
1854-10-01,7277146.0,6017585.5,9136180.0,9110341.0,9367636.0,8243112.0,8737313.0,9036980.0,7365146.0,680036.44,10093233.0,11440956.0,12586007.0,8678144.0,11492508.0,6477770.5,7668283.0,8223075.0,8045721.5,6921106.0,7587613.0,7177738.5
1854-11-01,9852058.0,8232397.0,11543948.0,11641510.0,11420854.0,10561697.0,10264368.0,10985073.0,10236175.0,3825134.0,11831412.0,14253698.0,14325834.0,10971866.0,13058618.0,9303165.0,9534429.0,10960843.0,9385934.0,9625861.0,10197048.0,9217459.0
1854-12-01,12031840.0,10845302.0,14131952.0,13825864.0,13259158.0,12564604.0,12162307.0,12950012.0,12344261.0,9431923.0,14275695.0,16473778.0,16871614.0,13589238.0,15382978.0,11702614.0,11245700.0,14445531.0,10194177.0,11614725.0,12368126.0,12094116.0
1855-01-01,14142761.0,13230656.0,16092694.0,15811424.0,15072960.0,13859336.0,13783586.0,14233467.0,13753202.0,12393944.0,15648080.0,18074286.0,18298818.0,15719930.0,16888444.0,13506464.0,12712809.0,16721187.0,11276591.0,14113480.0,13667290.0,13751210.0
1855-02-01,15509454.0,14199504.0,16941754.0,16648524.0,15950844.0,14385368.0,14480588.0,14806395.0,14425180.0,13466130.0,16205814.0,18997736.0,19419476.0,16890530.0,17471060.0,14316876.0,13477530.0,17397848.0,11964756.0,15464728.0,14822622.0,14506332.0
1855-03-01,15966111.0,14276401.0,17228972.0,17310616.0,16315216.0,14473164.0,14738451.0,14844761.0,14676589.0,13702560.0,16388278.0,18863944.0,19445368.0,16929716.0,17201850.0,14465208.0,13384286.0,17790786.0,12270908.0,15788171.0,15281878.0,14526046.0
1855-04-01,15236419.0,13744144.0,16132910.0,16694210.0,15922456.0,13846168.0,14479821.0,14395953.0,14194504.0,13239662.0,15789020.0,17891794.0,18681132.0,15724367.0,16118521.0,13572551.0,12738709.0,16694540.0,11920566.0,15087659.0,14817807.0,13914772.0
1855-05-01,13169061.0,12197377.0,13868676.0,14690932.0,13777592.0,12203320.0,12870508.0,13076038.0,12716848.0,11703876.0,13517292.0,16063373.0,16699986.0,13289814.0,14641180.0,11812158.0,10959833.0,13914241.0,10962678.0,13525124.0,13351340.0,12073784.0
1855-06-01,10496999.0,9677196.0,11224842.0,12092176.0,11160522.0,10326754.0,10580990.0,11167118.0,10741995.0,9029161.0,10834824.0,12824943.0,13376411.0,10798116.0,13103244.0,9627742.0,8356205.0,10501948.0,9013452.0,10445356.0,10513504.0,9487829.0
1855-07-01,7491631.5,7458174.0,8753004.0,9133372.0,8442430.0,7880395.0,8212746.0,8978232.0,8267110.0,3410375.0,8399058.0,9620222.0,10698729.0,8295971.0,10936001.0,6311850.0,6592261.0,8354983.0,6957679.5,7361976.0,7537214.0,6826217.5
1855-08-01,5007436.5,5737152.0,7018885.5,6947463.5,6590340.0,5748118.0,6476507.5,7255490.5,6026632.5,56642.617,7033429.0,8211359.0,9228748.0,5952470.5,8728062.0,3858408.2,5200964.0,6591970.0,5699411.5,5680828.0,5888195.5,4923161.0
1855-09-01,4958188.0,5428184.0,7657012.0,7366729.0,6935186.0,5309938.5,5954648.0,6826527.0,5629274.0,19334.053,8090385.0,9157482.0,10069132.0,5284889.0,9632732.0,3832234.5,5587316.0,6632402.0,5868900.0,5576857.0,5672116.5,4965725.5
1855-10-01,6751891.0,6972263.5,9506116.0,9277620.0,8939387.0,7088603.0,8008744.5,8850258.0,7936277.0,282301.3,9602985.0,10997242.0,11982832.0,8274046.0,11526102.0,6273704.0,7949213.0,8849968.0,7493950.5,7370295.5,7301024.0,6263215.5
1855-11-01,10071904.0,8724214.0,12007098.0,11569728.0,10806168.0,9515650.0,10384260.0,10811748.0,10191193.0,3153229.0,11251992.0,13202306.0,13620930.0,10854629.0,12950885.0,9355458.0,9837724.0,11444799.0,9035204.0,9918762.0,9953681.0,8851630.0
1855-12-01,12051943.0,11015611.0,14444674.0,14042415.0,12928460.0,11588512.0,12477884.0,12730861.0,12100844.0,8912692.0,13665040.0,15815470.0,16444132.0,13474636.0,14796655.0,11708404.0,11639235.0,13753890.0,10032392.0,12208435.0,12499444.0,11798464.0
1856-01-01,14052210.0,13309596.0,16259156.0,16413102.0,14670898.0,13638304.0,13520560.0,13881030.0,13864598.0,12372667.0,15145479.0,17165614.0,17990316.0,16094869.0,16439680.0,13443174.0,13132024.0,15615970.0,11469668.0,14692540.0,14616270.0,13545028.0
1856-02-01,15209216.0,14477458.0,17149174.0,17329692.0,15892296.0,14457154.0,14155614.0,14515311.0,14510902.0,13462076.0,16028446.0,17984316.0,19000760.0,17051040.0,17261924.0,14236630.0,13640134.0,17037862.0,11895674.0,15597754.0,15699524.0,14267900.0
1856-03-01,15690534.0,14691969.0,17404272.0,17503258.0,16044872.0,14489046.0,14393692.0,14731989.0,14708668.0,13753770.0,16111122.0,18192536.0,19238664.0,17134880.0,17190320.0,14453618.0,13547246.0,17146584.0,12027361.0,15640899.0,15733106.0,14689254.0
1856-04-01,15089678.0,14039186.0,16766321.0,16638982.0,15377349.0,14018974.0,14133606.0,14331992.0,14427321.0,13174010.0,15171194.0,17387992.0,18153472.0,16008510.0,16342024.0,13797016.0,13111750.0,16133440.0,11732772.0,15131661.0,15104956.0,14074721.0
1856-05-01,13481875.0,12258174.0,14407754.0,14569901.0,13459159.0,12484158.0,12743094.0,12821077.0,12811716.0,11385237.0,13203833.0,15498650.0,16410864.0,13354236.0,14640664.0,12119233.0,11298867.0,13537422.0,10675001.0,13576103.0,12844042.0,12200947.0
1856-06-01,10913176.0,9914431.0,11530780.0,11845250.0,10734506.0,10297574.0,10537969.0,10879504.0,10741548.0,8404212.0,10539804.0,12545216.0,13649181.0,10838520.0,12730438.0,9761918.0,8768711.0,10777199.0,8741046.0,10927777.0,10361188.0,9152352.0
1856-07-01,7715857.5,7496770.0,8335998.0,8398994.0,8075240.0,7590534.0,8378287.5,8745176.0,8052059.5,3838446.2,7962187.0,9478976.0,10826926.0,7693427.5,10315538.0,7051370.5,6493693.0,8402522.0,6772049.5,7753500.0,7073700.0,6610548.0
1856-08-01,5212103.5,5484168.0,6404076.5,6214734.5,6240450.0,5404935.0,6587718.5,6937153.0,5874218.0,467736.7,6700507.0,7777119.0,9085302.0,5177168.5,8320991.5,4390122.0,4722231.0,6334276.5,5500641.0,5769410.0,5443766.0,4524117.5
1856-09-01,5491992.0,5398448.0,7498020.0,6294549.0,6478990.5,5076207.0,6139976.5,6442677.0,5563560.5,247587.19,8303717.0,8809740.0,10246019.0,4976148.0,9501696.0,4255704.5,4483357.0,6643470.5,5803465.0,5606920.0,5213983.0,4732398.0
1856-10-01,7602025.0,6621742.0,9460357.0,8323914.0,8513850.0,6542671.0,8329265.0,8610351.0,7534315.0,1674096.2,9725028.0,11111163.0,12385590.0,8003613.0,11332304.0,6089963.5,7399313.0,9011591.0,7598783.0,7388382.0,6672733.0,6371425.0
1856-11-01,10478656.0,8919831.0,12073918.0,11398120.0,10540507.0,8940777.0,10436726.0,10954138.0,10132335.0,5001648.0,11637517.0,13377636.0,14657134.0,10919586.0,12406767.0,9416250.0,9621855.0,11458846.0,8965989.0,10178020.0,9447568.0,9408606.0
1856-12-01,12546770.0,11398675.0,14507761.0,13650213.0,13056906.0,11409663.0,12209315.0,12605287.0,12050436.0,9322207.0,13373072.0,14928369.0,16759357.0,13960296.0,14704671.0,11880132.0,11336352.0,13863614.0,10077875.0,12347043.0,11886706.0,11768510.0
1857-01-01,14252323.0,13807574.0,16256519.0,16112045.0,14938819.0,13090178.0,13339451.0,13934462.0,13866386.0,12208257.0,14556264.0,16602890.0,18279812.0,15896686.0,16446490.0,13352456.0,13071074.0,15950680.0,11393301.0,14542515.0,14545687.0,13604233.0
1857-02-01,15398963.0,15046684.0,17022356.0,17005948.0,15686877.0,13945577.0,13987704.0,14527411.0,14752378.0,13497820.0,15352720.0,17477598.0,19370916.0,17076866.0,17444756.0,13764482.0,13816832.0,17381620.0,12077284.0,15449768.0,15994482.0,14431408.0
1857-03-01,15913875.0,15370395.0,17363888.0,17273148.0,16028716.0,14233830.0,14307510.0,14776865.0,14893461.0,13642004.0,15333677.0,17431340.0,19681600.0,17320974.0,17725958.0,14194258.0,13619881.0,17452774.0,12246412.0,15363150.0,16127158.0,14630856.0
1857-04-01,15466207.0,14904774.0,16473012.0,16839514.0,15272616.0,13688208.0,13991171.0,14139042.0,14512444.0,13075254.0,14585036.0,16753468.0,18745700.0,15954622.0,16786732.0,13628928.0,12936697.0,15689740.0,11826591.0,14496098.0,15228690.0,13941584.0
1857-05-01,13787728.0,13160856.0,14105588.0,15076489.0,13200818.0,12380871.0,12647076.0,12611656.0,13023540.0,11549350.0,13145650.0,14988334.0,16961706.0,13594382.0,14727244.0,11851778.0,11153326.0,12992903.0,10709426.0,12889229.0,13275996.0,11927845.0
1857-06-01,10855712.0,10550401.0,11644250.0,12306858.0,10736969.0,10205221.0,10748917.0,10761237.0,11125442.0,8996560.0,10283814.0,12332715.0,13774956.0,11157328.0,12783893.0,9886696.0,8452964.0,9899798.0,8895136.0,10159751.0,10374288.0,9018566.0
1857-07-01,7635941.0,8177955.0,8738076.0,9076930.0,8097748.0,7836841.5,8194336.0,8744339.0,8591766.0,4583684.5,7599047.0,9382416.0,10756619.0,8826468.0,10453306.0,6854362.0,6284066.0,7539157.0,6443625.0,7239796.5,6638838.0,6578819.5
1857-08-01,5305505.0,6461788.0,6877806.0,7062608.0,6138626.0,5661053.0,6144959.0,6972413.0,5992080.0,138452.12,6156494.0,8089185.0,8493492.0,6357511.0,8303341.0,4293317.0,4512231.5,5561755.0,5016774.0,5654344.0,5005333.5,4459173.0
1857-09-01,5133642.0,6195344.0,7501265.0,6953179.0,6609613.0,5387865.0,5647702.0,6562079.5,5459971.0,43576.85,6626521.5,8889320.0,9615810.0,6247591.5,9497336.0,4403606.0,4268245.0,5640730.0,5123399.0,5600201.0,4867059.5,3717673.0
1857-10-01,6601427.5,7509592.5,9448224.0,9086200.0,8602120.0,7161787.5,7613357.0,8007886.0,7782622.0,920591.25,8556493.0,10796996.0,11927249.0,8646262.0,11607110.0,6482996.0,6553502.0,7906364.0,7208407.0,6862515.0,6503467.0,6718434.0
1857-11-01,9834029.0,9385121.0,11866870.0,11466028.0,10688462.0,9080401.0,10076222.0,9706820.0,10021540.0,5676524.5,10929938.0,12812762.0,14864424.0,11113724.0,12886669.0,9788164.0,9430591.0,10842687.0,8786077.0,9547348.0,9196390.0,9652274.0
1857-12-01,12336794.0,11729440.0,14364053.0,13978347.0,12520164.0,11802381.0,12245945.0,11978356.0,11909263.0,9276059.0,13226608.0,15225698.0,17231364.0,14043542.0,15177698.0,12204536.0,11226544.0,13453212.0,10155614.0,12011137.0,11403819.0,11910036.0
1858-01-01,14234492.0,14158100.0,15928600.0,15992013.0,14256563.0,13199348.0,13966711.0,13647790.0,13749522.0,12337637.0,14826166.0,16841018.0,18600458.0,16402325.0,16839012.0,13417018.0,12728789.0,15557817.0,11453474.0,13544414.0,13099642.0,13772642.0
1858-02-01,15241594.0,15407478.0,16738427.0,16876624.0,15452096.0,14022905.0,14588150.0,14375338.0,14683798.0,13635490.0,15740448.0,17575202.0,19818180.0,17192140.0,17898076.0,14281991.0,13633513.0,17361228.0,11939128.0,14600586.0,14330449.0,14297873.0
1858-03-01,15638615.0,15787978.0,17099836.0,17302760.0,15794102.0,14285320.0,14761756.0,14866162.0,14967142.0,13846182.0,15960608.0,17385748.0,20161698.0,17376618.0,17671776.0,14425777.0,13696990.0,17323504.0,12073010.0,14623733.0,14947335.0,14465462.0
