time,ACCESS-CM2,ACCESS-ESM1-5,CanESM5,CESM2,CESM2-FV2,CESM2-WACCM-FV2,CIESM,EC-Earth3,EC-Earth3-Veg,EC-Earth3-Veg-LR,FGOALS-f3-L,FGOALS-g3,GFDL-ESM4,IPSL-CM6A-LR,MIROC6,MPI-ESM-1-2-HAM,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0
1850-01-01,14650985.0,14337191.0,15640208.0,13507110.0,13685400.0,13863729.0,12706534.0,14517836.0,16501470.0,18606444.0,16050784.0,17179688.0,13887665.0,15043324.0,11524450.0,13152592.0,13438018.0,13521967.0,13937643.0
1850-02-01,15677414.0,15418173.0,16739988.0,14110391.0,14123275.0,14567367.0,13761908.0,15283780.0,16876684.0,19615104.0,17028524.0,18037772.0,14782452.0,16224081.0,12195886.0,13733299.0,14271313.0,14704384.0,14860220.0
1850-03-01,16005212.0,15511048.0,16880690.0,14259995.0,14414400.0,14809760.0,13703414.0,15431153.0,17300144.0,19682362.0,17244220.0,17886064.0,14738449.0,16223466.0,12442104.0,14333291.0,14443770.0,15051267.0,15092697.0
1850-04-01,15622305.0,14849104.0,16419591.0,13922262.0,13647930.0,14279247.0,13242485.0,14766329.0,16480497.0,19097470.0,16242042.0,17028168.0,13797717.0,15302491.0,12153352.0,14009534.0,13866209.0,14525611.0,14446580.0
1850-05-01,13896866.0,13179297.0,14425769.0,12664796.0,12001285.0,12982660.0,11706534.0,12942096.0,14896640.0,16902672.0,13831464.0,14746828.0,11822010.0,12854318.0,11077473.0,12430297.0,12314024.0,12707952.0,12488766.0
1850-06-01,11333449.0,10476511.0,11912352.0,10586258.0,10313142.0,10990114.0,9141770.0,10107493.0,12145386.0,13332789.0,11486461.0,11818291.0,9479626.0,9950798.0,9428996.0,10009157.0,10113550.0,10105570.0,9702192.0
1850-07-01,8137773.5,7869568.0,9400140.0,8015002.0,8484482.0,8686705.0,5908089.5,6902209.0,9615759.0,10245574.0,8903736.0,9186870.0,7725465.5,8003947.5,7424217.0,6950698.0,7060818.0,7545801.5,6955801.5
1850-08-01,5555339.5,6009443.5,7724762.0,6045086.5,6895866.0,6795354.0,1502127.0,5083894.5,8047024.0,8460148.0,6952641.0,7626037.5,6162133.0,6694912.0,6136939.5,5287681.0,5216123.5,6124561.0,4912110.0
1850-09-01,5626156.0,5642701.5,7947998.5,5787417.5,6750858.5,6194512.5,583437.3,6203459.5,9262016.0,8878028.0,6576909.0,8248672.0,6125852.0,6724934.0,6487767.0,5193378.5,5055509.5,6109132.5,4615760.0
1850-10-01,8067822.0,6696544.0,9963252.0,7904071.0,8541620.0,8166718.0,2905155.5,8155654.5,11754877.0,11029985.0,9022264.0,11044675.0,8415605.0,8744102.0,8238265.5,6714247.0,6695277.5,7508205.0,6330205.5
1850-11-01,10548927.0,8684627.0,12198334.0,9896117.0,10374036.0,10538308.0,6925143.5,10844900.0,13146561.0,13635884.0,10991636.0,12634346.0,10525918.0,10682796.0,9541943.0,9172487.0,9605676.0,9657222.0,9349695.0
1850-12-01,12767280.0,11229237.0,14462243.0,12335556.0,12317666.0,12558075.0,10103617.0,12788348.0,14811771.0,16385129.0,13807226.0,14806431.0,12537388.0,13281231.0,10637456.0,11609173.0,11788747.0,11778923.0,11971550.0
1851-01-01,14917114.0,13592490.0,16341192.0,13905096.0,13623045.0,14209562.0,12586048.0,14299325.0,16269990.0,18451080.0,15913422.0,16320798.0,13883373.0,15647038.0,11530682.0,13363342.0,13292589.0,13471086.0,13338350.0
1851-02-01,16027517.0,14893265.0,17128860.0,14378919.0,14272018.0,14617980.0,13620438.0,15216606.0,16993068.0,19071076.0,16886830.0,17238320.0,14342464.0,16440495.0,12142804.0,14391703.0,13965938.0,14347012.0,14286622.0
1851-03-01,16479335.0,14966552.0,17233482.0,14586741.0,14280763.0,14737054.0,13797862.0,15406092.0,16986544.0,19153112.0,17114826.0,17282884.0,14313109.0,16395783.0,12426703.0,14978308.0,14229958.0,14869500.0,14549085.0
1851-04-01,15905367.0,14382895.0,16567471.0,14128475.0,13925686.0,14493202.0,13010138.0,14699038.0,16313372.0,18381026.0,16145634.0,16234836.0,13698103.0,15112558.0,12052326.0,14434814.0,13679228.0,14404822.0,13854529.0
1851-05-01,14333212.0,12658973.0,14567481.0,12364831.0,12581823.0,13055623.0,11118672.0,12572970.0,14189987.0,16197596.0,14050718.0,14645110.0,11813697.0,12714138.0,11027482.0,13024416.0,12192688.0,12508450.0,12287118.0
1851-06-01,11779928.0,9864473.0,11581936.0,10449947.0,10715221.0,11025256.0,8662881.0,9957557.0,11609240.0,13366281.0,11695200.0,12729054.0,8876853.0,9851213.0,9331069.0,10541933.0,9932785.0,9890462.0,9412564.0
1851-07-01,8213939.5,7215715.0,8997012.0,7745124.0,8693889.0,8582001.0,4179812.5,7055607.0,9080086.0,10493790.0,9107776.0,11263231.0,6958622.5,7475512.5,7170318.0,7796178.5,6806812.5,7586310.5,6601102.0
1851-08-01,5559258.0,5395836.0,7529435.0,5492606.0,6925705.0,6608076.5,476153.0,5060285.0,7443841.0,8449199.0,6939417.5,9813161.0,5636527.5,6000567.0,5953340.0,5917193.0,5008386.5,6088220.0,4180813.5
1851-09-01,5365245.0,4854122.5,7833189.0,4968019.0,6743937.0,5994208.0,252234.98,6008217.0,8994660.0,9076748.0,6456770.0,9813909.0,5687217.5,6112967.0,6111218.0,5697073.0,4859132.0,5828023.0,3859258.0
1851-10-01,7314689.5,6206585.0,9382845.0,6692709.0,8556212.0,8307532.0,1409657.4,8855714.0,11014419.0,11336738.0,8994000.0,11158635.0,8146165.5,7776253.0,7807399.0,7531702.0,6366753.0,7187099.5,5474221.5
1851-11-01,10544825.0,8557381.0,11434568.0,9573011.0,10681943.0,10598603.0,4175767.5,10793613.0,13049306.0,13585804.0,11254806.0,12392260.0,10345676.0,10396670.0,9237630.0,9889726.0,8921000.0,9372285.0,8515540.0
1851-12-01,13053738.0,11101396.0,13532252.0,11668290.0,12776720.0,12570353.0,9605728.0,12643548.0,14722907.0,16489527.0,13856902.0,14943503.0,12092986.0,12727853.0,10432570.0,12058542.0,11064692.0,11360803.0,11568962.0
1852-01-01,14820551.0,13452476.0,15446517.0,13447052.0,14109655.0,14069204.0,12220005.0,13938068.0,15851466.0,18148044.0,15869932.0,16689172.0,13649656.0,14696816.0,11531262.0,13652627.0,13164636.0,13058740.0,13437466.0
1852-02-01,15800680.0,14676154.0,16606458.0,14282124.0,14786576.0,14793967.0,13224258.0,14787568.0,16507798.0,19339888.0,16973688.0,17335496.0,14276672.0,16077248.0,12093899.0,14641210.0,14169423.0,13956556.0,14511590.0
1852-03-01,16107018.0,14934302.0,16700992.0,14357072.0,14872327.0,14934639.0,13240108.0,15004418.0,16622726.0,19273704.0,16946794.0,17356636.0,14373211.0,16155070.0,12194387.0,14710626.0,14756656.0,14394663.0,14641105.0
1852-04-01,15638502.0,14225027.0,15690874.0,13786599.0,14252425.0,14520442.0,12594592.0,14175780.0,15884695.0,18639298.0,16011328.0,16447276.0,13720320.0,14974160.0,11865422.0,13961176.0,14359079.0,13593198.0,13843679.0
1852-05-01,14219177.0,12570060.0,13636909.0,12526303.0,12916782.0,13018518.0,10767041.0,12323064.0,14295984.0,16179141.0,13607215.0,14888505.0,11965072.0,12626823.0,10963708.0,12356206.0,13032948.0,12243474.0,12081366.0
1852-06-01,11631424.0,10172059.0,11102198.0,10519374.0,11032910.0,10565972.0,8278037.0,9950228.0,11683136.0,12082666.0,11355423.0,12779434.0,9296584.0,10054402.0,9327349.0,10183538.0,10073742.0,9981213.0,9815958.0
1852-07-01,8368097.5,7839637.0,8499606.0,8019802.0,8626444.0,8268995.0,3552775.5,7252878.0,9028210.0,9172818.0,8950994.0,9654630.0,7145013.0,7518700.0,7380019.0,7613565.0,7164039.5,7217556.0,7319560.0
1852-08-01,6096519.0,6133891.5,6755530.0,5236632.0,6773463.0,6416713.0,313907.6,5875243.0,7551427.5,7739394.0,6731317.0,7798665.0,5700916.5,5816492.0,6162769.5,5958248.0,5458718.0,5772416.0,5299137.0
1852-09-01,6404956.0,5935106.0,6826051.5,4514385.0,6559588.5,5933503.0,220917.89,6707822.0,9156076.0,8378463.5,6249195.5,8750579.0,5478080.5,6478104.0,6354397.5,5584385.0,5427900.0,5638607.0,5157456.0
1852-10-01,8235593.5,7191206.0,8792879.0,7422784.0,8182766.0,7525267.0,965734.44,8725060.0,11167248.0,10457521.0,8601558.0,11245422.0,8069962.5,8480223.0,8062183.0,7447634.5,7077445.0,7177609.0,7079748.0
1852-11-01,10381520.0,8914230.0,11091410.0,10040745.0,10383533.0,9997692.0,3653904.2,11096466.0,12515788.0,13174818.0,11045806.0,12476378.0,10516234.0,10574157.0,9220464.0,9416820.0,9560663.0,9363809.0,9811531.0
1852-12-01,12258970.0,11182000.0,13535189.0,11746186.0,12346436.0,12168848.0,8322456.0,12783926.0,14722107.0,16007123.0,13884629.0,14686490.0,12408793.0,12786201.0,10083739.0,11424874.0,11765272.0,11615836.0,11914931.0
1853-01-01,14126542.0,13325230.0,15252435.0,13539574.0,13801638.0,14113166.0,11490926.0,14262214.0,16062140.0,17709496.0,16109478.0,16643612.0,14037310.0,14858340.0,11349552.0,13496023.0,12985773.0,12967634.0,13669400.0
1853-02-01,15144941.0,14194134.0,16084332.0,14372894.0,14572330.0,14690710.0,12902046.0,14937332.0,16852384.0,18937996.0,17015544.0,17391596.0,14367673.0,15963046.0,12037135.0,14712977.0,13830859.0,13810856.0,14567804.0
1853-03-01,15590203.0,14237113.0,16442455.0,14535254.0,14791713.0,14813698.0,13326606.0,15151216.0,16984016.0,18984408.0,17118448.0,17463720.0,14275242.0,15884213.0,12117394.0,15017455.0,13931585.0,13888562.0,14931486.0
1853-04-01,15123689.0,13870607.0,15732956.0,14158458.0,14281974.0,14434314.0,12860050.0,14593868.0,16478190.0,18023768.0,16221190.0,16561868.0,13784380.0,14579433.0,11955096.0,14184167.0,13525209.0,13161425.0,14439325.0
1853-05-01,13530234.0,12383251.0,13917193.0,12725414.0,12914598.0,12835374.0,11157520.0,13018512.0,14584776.0,15993942.0,13855168.0,14589237.0,12052846.0,12221646.0,10942631.0,12234899.0,12435287.0,11746373.0,12921096.0
1853-06-01,11001082.0,10162019.0,11581050.0,10841713.0,10693814.0,10773144.0,8488550.0,10219996.0,11750602.0,12861736.0,11272875.0,12689497.0,9252005.0,9745650.0,9284386.0,9710548.0,10061694.0,9522776.0,10120052.0
1853-07-01,7908763.0,7905351.5,8887568.0,8164592.5,8354892.0,8604642.0,3774910.2,7941185.0,9179437.0,9948472.0,8895361.0,11062645.0,7198088.0,7596464.0,7207709.0,6790514.0,7329411.0,7335079.0,7377473.5
1853-08-01,5953450.5,6012967.5,6811198.0,5770536.5,6540963.0,6394011.0,513987.6,6522026.0,7709415.5,8181658.0,6509118.5,9700783.0,5440129.0,6186496.0,5963174.0,5116088.0,5792026.0,6044091.0,5490878.5
1853-09-01,6510158.0,5317416.5,6912369.0,5280254.5,6052020.0,5966895.0,390544.4,7396832.0,9446170.0,9039526.0,6014297.5,9979700.0,5398816.0,6762819.0,6418954.0,5014041.0,5603041.5,6052327.0,5329293.0
1853-10-01,8115027.5,6468713.5,9105251.0,7539238.5,7928292.0,8153197.0,1104878.8,9593425.0,11062564.0,11209194.0,9124188.0,11463578.0,8089155.5,8452362.0,8189416.0,7048915.0,7363895.5,7733437.0,7140771.0
1853-11-01,10307498.0,8996286.0,10938384.0,10344001.0,10404068.0,10220926.0,3911345.0,11464588.0,12756490.0,13747453.0,11693796.0,12570146.0,10104732.0,10458584.0,9237634.0,9342519.0,9968961.0,9782527.0,9759758.0
1853-12-01,12164656.0,11205950.0,12975400.0,12264335.0,12564990.0,12500022.0,8649080.0,13105670.0,14838828.0,16267490.0,14446092.0,14795307.0,11914606.0,12787056.0,10310514.0,11278184.0,12028241.0,11242563.0,12321976.0
1854-01-01,14466181.0,13600364.0,14554715.0,13595575.0,14162040.0,13703868.0,11640303.0,14408482.0,16477697.0,17943388.0,16742406.0,16647945.0,13459597.0,14881156.0,11563085.0,13557340.0,13453651.0,13081676.0,14067628.0
1854-02-01,15552262.0,14458506.0,15717764.0,14370208.0,14595284.0,14209356.0,12981242.0,15094535.0,17447882.0,18775464.0,17572814.0,17534962.0,14442035.0,15943326.0,12134881.0,14866530.0,14312556.0,13971399.0,14722780.0
1854-03-01,16086972.0,14622036.0,15978385.0,14346746.0,14690272.0,14274596.0,13549302.0,15298090.0,17759832.0,19479128.0,17554936.0,17238952.0,14485789.0,16343531.0,12081194.0,15124300.0,14440243.0,14244893.0,14720508.0
1854-04-01,15718320.0,14429339.0,15193360.0,13906560.0,14037021.0,14067427.0,12928140.0,14740834.0,17000860.0,18612162.0,16553860.0,16192240.0,13881022.0,15123860.0,11741441.0,14764136.0,14149536.0,13569303.0,14332974.0
1854-05-01,13802910.0,12848292.0,13090302.0,12333168.0,12611433.0,12733284.0,11235282.0,12983405.0,14992808.0,16459778.0,14198044.0,14527038.0,11735348.0,12688646.0,10805495.0,12717727.0,13033265.0,12184260.0,12828723.0
1854-06-01,10747337.0,10298728.0,10445580.0,10442452.0,10778790.0,10918950.0,8667754.0,10283916.0,11619164.0,13410263.0,11741371.0,12734278.0,8976520.0,10062514.0,9065476.0,9840672.0,10860817.0,9643462.0,9817486.0
1854-07-01,7910062.0,7964249.0,7925332.0,8222351.0,8615642.0,8645206.0,3212092.5,7649881.0,8810164.0,9870908.0,8828155.0,11103422.0,6615814.0,7606784.0,7279300.0,6891889.5,7814090.5,7223912.5,7172610.0
1854-08-01,6076512.0,6064946.0,6332271.0,6375369.0,6737590.0,6690485.0,187684.6,5980225.5,7462819.0,7800825.0,6664916.0,9972323.0,5305947.0,5841186.0,6091080.0,5138634.0,5854843.0,5870661.0,5344259.5
1854-09-01,6637141.0,5786188.0,6092242.0,6042188.0,6141065.0,6430551.5,162428.94,6829254.0,8066746.5,8648450.0,6073634.5,10123911.0,5709382.5,6138751.0,6462055.0,4994766.0,5649190.5,5653118.5,5217711.0
1854-10-01,8400982.0,7030943.0,7841410.5,8301005.5,8761166.0,7965733.0,593567.7,9180810.0,10202854.0,11255460.0,8656110.0,11491580.0,8131098.0,8069604.0,8043568.0,7062784.0,7481811.5,7188060.0,6593534.0
1854-11-01,10308916.0,8885666.0,10367680.0,10404592.0,10595290.0,10408225.0,3261920.5,11560392.0,13073491.0,13242733.0,12041102.0,12642938.0,10296849.0,9894773.0,9164598.0,9696340.0,9994360.0,9568802.0,9576600.0
1854-12-01,11922543.0,11263279.0,12746293.0,12102503.0,12675068.0,12485672.0,8320899.0,13947000.0,15189910.0,16163732.0,14695958.0,14637066.0,12166322.0,12535960.0,10003923.0,11852695.0,12006519.0,11686322.0,12567028.0
1855-01-01,13961856.0,13759671.0,14516142.0,13414866.0,14208523.0,14121706.0,11979010.0,14831330.0,16610536.0,18327280.0,16288477.0,16449720.0,13986060.0,14647644.0,11184604.0,13115788.0,13783110.0,13314963.0,13761314.0
1855-02-01,15150792.0,14962329.0,15602047.0,13980619.0,14766506.0,14723905.0,13338561.0,15338268.0,17424430.0,19290414.0,17373884.0,17282464.0,14714444.0,15779935.0,11903776.0,14090591.0,14750113.0,14197257.0,14648873.0
1855-03-01,15539560.0,15481292.0,16144672.0,14154807.0,14844790.0,14961596.0,13191661.0,15672629.0,17500584.0,19589234.0,17362412.0,17674188.0,14863630.0,15680059.0,12168203.0,14638245.0,15077282.0,14423961.0,14843577.0
1855-04-01,14930967.0,14923871.0,15282499.0,13790461.0,14650847.0,14619460.0,12796362.0,14668608.0,16520845.0,19110948.0,16491862.0,16655072.0,14135236.0,14633699.0,11734830.0,14449579.0,14740236.0,13408697.0,14455372.0
1855-05-01,12964518.0,13125581.0,13113071.0,12175531.0,13193984.0,12937508.0,11287922.0,13022901.0,14635550.0,16773356.0,14298876.0,14929290.0,11984489.0,12082210.0,10761796.0,12748211.0,13359241.0,12014245.0,12728360.0
1855-06-01,10357930.0,10802254.0,10440155.0,10385418.0,10824096.0,10867856.0,8800675.0,10420526.0,11900568.0,13501258.0,11873914.0,11896662.0,9181048.0,9576214.0,8957874.0,9810855.0,10871258.0,10013748.0,9880385.0
1855-07-01,7243175.5,8314278.0,7591517.5,8445294.0,8384350.0,8514303.0,4459629.0,7785869.0,9339665.0,10297403.0,9145136.0,9026339.0,7512412.0,7380742.0,7072784.5,7271823.0,7716921.0,7438563.5,7281556.0
1855-08-01,5053734.0,6417926.5,5870983.0,6619989.5,6571980.0,6717598.0,1196510.8,5988131.5,7923235.0,8656638.0,6787263.0,7427995.5,6254916.0,5805329.5,5900014.0,5747005.0,5611816.0,5861740.0,5373575.5
1855-09-01,5249912.0,5938808.0,5814123.0,6619509.0,6367478.0,6253752.0,520502.22,7048890.0,9304779.0,9680864.0,6309925.5,8510414.0,6489719.5,6035185.0,6368244.5,5596178.0,5315424.5,5658063.5,5387044.5
1855-10-01,7473629.0,7149869.0,7349841.0,8028503.5,8318152.0,8194991.0,2275556.0,9082716.0,11175448.0,12070205.0,9224051.0,10978031.0,8818050.0,7724620.0,8164908.0,7075121.0,6658062.0,6899696.0,7071911.0
1855-11-01,9918738.0,9343373.0,9864212.0,10498894.0,10336948.0,10584248.0,5740265.0,11118696.0,12981884.0,14479038.0,11931054.0,12438913.0,10386754.0,10002409.0,9252595.0,9309983.0,9646423.0,9229613.0,9756218.0
1855-12-01,11551944.0,11635346.0,12630642.0,12275832.0,12486669.0,12583906.0,9367626.0,12965462.0,15009990.0,16540498.0,14342299.0,14580556.0,12199474.0,13028042.0,10212352.0,11766112.0,11811932.0,11380292.0,12332890.0
1856-01-01,13808695.0,14051368.0,14711236.0,13480310.0,14023168.0,13965573.0,12136277.0,14572924.0,16322551.0,18095758.0,16346024.0,16794096.0,13554853.0,14918393.0,11576622.0,13949177.0,13826235.0,12953970.0,14100356.0
1856-02-01,15132283.0,15219809.0,15424450.0,14282825.0,14607633.0,14405176.0,13306491.0,15202656.0,17298662.0,19024636.0,17055600.0,17857364.0,14404172.0,15925130.0,12252498.0,15039891.0,14534799.0,14025307.0,15036021.0
1856-03-01,15687881.0,15407548.0,16080402.0,14549307.0,14991695.0,14595311.0,13575412.0,15292992.0,17352860.0,19610154.0,17235500.0,17951214.0,14480782.0,16002272.0,12462656.0,15361569.0,14743184.0,14559249.0,14917696.0
1856-04-01,15007110.0,14874802.0,15433534.0,13913236.0,14652896.0,14357420.0,12912589.0,14734583.0,16710383.0,18788482.0,15940547.0,16390823.0,13816852.0,14910626.0,12093289.0,14567741.0,14392606.0,13951480.0,13983747.0
1856-05-01,13195318.0,13041910.0,13587168.0,12590086.0,13067411.0,13134818.0,11388263.0,13270089.0,14862536.0,16695206.0,13955905.0,14204290.0,12303420.0,12392225.0,11058554.0,12687782.0,12812246.0,12200838.0,12307678.0
1856-06-01,10379051.0,10350540.0,10670823.0,10859504.0,10977814.0,11257679.0,9003620.0,10183675.0,12099900.0,13411541.0,11442081.0,12415619.0,9340526.0,9651034.0,9319160.0,10019194.0,10151938.0,9641212.0,9806798.0
1856-07-01,6927069.5,8001438.0,7630482.0,8620962.0,8760886.0,8904116.0,5800270.0,7519594.5,9383625.0,10634553.0,8262412.0,10928204.0,7029778.5,7473934.0,7268324.0,7742822.0,7010416.5,7138115.5,7319737.0
1856-08-01,4625508.0,6138601.0,5969597.0,6626840.0,6836707.0,6848027.0,1549072.6,5825577.0,7462112.5,9102115.0,5716683.5,9301484.0,5082501.5,6251583.0,5942968.0,6118740.0,5156198.5,5702710.0,4907834.0
1856-09-01,4634758.0,5837719.5,6058190.0,6275319.5,6454942.0,6353682.0,681117.1,6814073.0,8659017.0,10338033.0,5119533.0,9482658.0,4931702.0,6434924.0,6226923.0,5848006.5,5113210.0,5654224.0,4567899.0
1856-10-01,6756727.0,7235769.0,7843598.0,7929137.5,8215457.0,8626378.0,3326095.5,9279485.0,10756071.0,12673168.0,8002344.0,11001936.0,7978588.5,8334252.0,8230661.5,7407242.5,6768754.5,7279842.0,6835094.0
1856-11-01,9698705.0,9037530.0,9927341.0,9899724.0,10309661.0,10990998.0,6557653.0,11273833.0,12981852.0,14762222.0,11093687.0,12679469.0,10392504.0,10712486.0,9347484.0,9924900.0,9751513.0,9607403.0,9760023.0
1856-12-01,11688382.0,11295277.0,12209039.0,12176362.0,12453132.0,12935148.0,9654661.0,13423460.0,15054996.0,16957922.0,14077832.0,14212546.0,11845094.0,13095368.0,10434368.0,12007148.0,12163777.0,11442200.0,12350198.0
1857-01-01,13917858.0,14035560.0,14327510.0,13446972.0,14246645.0,14247362.0,12539096.0,14566124.0,16307850.0,18602584.0,16197014.0,16095884.0,13560554.0,15163706.0,11553714.0,13437616.0,13887020.0,13327047.0,13960328.0
1857-02-01,15090749.0,14997470.0,15471355.0,14179346.0,14834634.0,14727296.0,13691097.0,15210808.0,17100812.0,19884668.0,17120656.0,16967780.0,14249535.0,16159117.0,12103735.0,14202794.0,14718508.0,13919918.0,14574447.0
1857-03-01,15289601.0,15385420.0,15714436.0,14359057.0,14934130.0,14883543.0,13659512.0,15419860.0,16876932.0,20165344.0,17331724.0,17253592.0,14482524.0,16565565.0,12248928.0,14338045.0,14841051.0,14336585.0,14927732.0
1857-04-01,14785076.0,14796674.0,15345722.0,13955468.0,14520552.0,14546280.0,12990890.0,14880154.0,16147116.0,19085606.0,16112348.0,16273813.0,13888585.0,15316712.0,11963231.0,13649214.0,14638452.0,13970571.0,14495924.0
1857-05-01,13032300.0,12962886.0,13066256.0,12422524.0,12881373.0,13200536.0,11574623.0,13405910.0,14049532.0,16658264.0,13589831.0,14439012.0,11827336.0,13097084.0,10953302.0,12552403.0,13194687.0,12450431.0,12979828.0
1857-06-01,10455184.0,10251308.0,10197302.0,10718253.0,10798540.0,11353204.0,8971869.0,10801388.0,11507494.0,13522180.0,11357127.0,12790029.0,8789950.0,10478612.0,9545774.0,10479004.0,10202795.0,10306087.0,10387434.0
1857-07-01,7370216.5,7632894.0,7598353.5,8113002.0,8622500.0,9190504.0,4360195.5,8321140.0,8862308.0,10999776.0,8695875.0,11321803.0,6592712.5,8046423.0,7544753.0,7396616.5,6869080.5,7811106.0,7929849.5
1857-08-01,4912894.0,5498723.0,5805355.0,6035651.0,6853075.5,7333959.0,527347.4,6741005.0,7479971.0,9344552.0,6397418.5,9828856.0,5000256.0,6434699.5,6196699.0,5862592.5,4949335.0,6149679.0,5960236.0
1857-09-01,4912902.5,4995674.0,5956485.5,5662666.0,6476545.5,6773433.5,241347.34,7943357.0,8261100.0,10035398.0,6161768.0,9941831.0,5143264.0,6772225.0,6573562.0,5850255.0,4649880.0,5949159.0,5768408.0
1857-10-01,6515832.0,5969814.5,7775050.5,7611513.0,8708350.0,8436019.0,1660733.5,9996442.0,10216906.0,12099333.0,8757777.0,11237498.0,7926550.5,8366983.0,8372061.5,7390708.0,6548185.5,7559880.0,7661595.0
1857-11-01,9640470.0,8078211.0,9930674.0,10448412.0,10776099.0,10641023.0,5437066.0,11133804.0,12100190.0,13875070.0,11535405.0,12668518.0,9987449.0,10807591.0,9480662.0,9532920.0,9895941.0,9973459.0,10453543.0
1857-12-01,11937410.0,11338098.0,12271308.0,12565764.0,12822342.0,12634120.0,9548068.0,13140740.0,14244996.0,16793886.0,14218384.0,14846842.0,11900996.0,13277547.0,10808494.0,11388047.0,11788331.0,11416450.0,12743786.0
1858-01-01,13634914.0,13821965.0,14572479.0,13636194.0,14222496.0,13862746.0,12406954.0,14785448.0,15789314.0,18723080.0,16210884.0,16960248.0,13663509.0,14608515.0,11912856.0,13153385.0,13664972.0,13657699.0,14049353.0
1858-02-01,14869648.0,14942914.0,15418652.0,13952358.0,14693198.0,14692096.0,13314673.0,15664367.0,16638056.0,19682054.0,17149916.0,17859428.0,14372286.0,15621292.0,12457890.0,13870878.0,14831144.0,14598826.0,14747901.0
1858-03-01,15527808.0,15472191.0,15787130.0,14187255.0,14823606.0,14745766.0,13410682.0,15977044.0,16584958.0,19654026.0,17102274.0,17781612.0,14549220.0,15745165.0,12646232.0,14051890.0,15467235.0,14902417.0,14894618.0
1858-04-01,14921214.0,14931873.0,15189652.0,13620248.0,14320900.0,14504995.0,12890930.0,15132656.0,15743744.0,18492086.0,16293798.0,16496207.0,13777440.0,14803528.0,12225490.0,13482946.0,14955171.0,14317814.0,14313242.0
1858-05-01,13164601.0,13411140.0,13515621.0,12257975.0,12926048.0,13036114.0,11215754.0,13643379.0,14248978.0,16348203.0,14138230.0,14497612.0,11823958.0,12656101.0,11342248.0,12290634.0,13566378.0,12698397.0,12730121.0
1858-06-01,10510158.0,11042673.0,10790074.0,10515684.0,11111870.0,11107321.0,8764608.0,10337748.0,11412978.0,13570360.0,11903658.0,12574671.0,8930792.0,10061188.0,9509926.0,10163254.0,10504721.0,10319980.0,10092031.0
1858-07-01,7325728.5,8296383.5,8123681.0,8120111.5,8996902.0,8648166.0,4985736.0,7724931.0,8850247.0,10818768.0,9379209.0,10984982.0,7102139.0,7822595.5,7193183.5,7594554.0,6794700.0,7559716.0,7496673.5
1858-08-01,4855691.5,6199109.5,6076607.0,6373387.0,7063540.0,6571588.5,1796584.0,6148960.5,7612623.0,9213268.0,7013052.0,9627700.0,5783963.0,6220390.5,5739128.5,6092107.0,5013053.5,6080549.0,5935749.0
1858-09-01,5082152.5,5712675.0,6065013.5,5974116.5,6852121.0,6027344.5,1596926.6,7390051.5,8971372.0,10494752.0,6406584.0,9876513.0,5684874.0,6365148.5,5924145.5,6002563.0,4839485.5,5984881.0,5766318.0
1858-10-01,7295231.5,6867184.5,8054017.0,7565211.5,8781000.0,8293358.0,3064656.0,9437935.0,11030129.0,12176308.0,9251851.0,11017946.0,8192815.0,8237749.5,8061446.0,7524027.0,6328329.5,7400817.5,6972407.0
1858-11-01,9889014.0,9143836.0,10231602.0,9500842.0,10749330.0,10290743.0,6152801.0,11489754.0,12804443.0,14774823.0,11642574.0,12440434.0,10135499.0,10806510.0,9553363.0,9801934.0,9300741.0,9568890.0,9412860.0
1858-12-01,11734439.0,11629515.0,12519646.0,11840618.0,12739970.0,12464574.0,10104146.0,13401714.0,14840997.0,16966996.0,14194948.0,14484022.0,12097994.0,13011656.0,10786201.0,11366898.0,11945110.0,12154598.0,12511296.0
1859-01-01,13762182.0,13802184.0,14553859.0,13565726.0,14092794.0,13840903.0,12373708.0,14513528.0,16033399.0,18628066.0,16105628.0,16157710.0,13773277.0,14974374.0,11908154.0,12823825.0,13806444.0,13384875.0,14033783.0
1859-02-01,14822088.0,14826014.0,15590636.0,14363578.0,14595280.0,14585866.0,13594716.0,15514372.0,16623898.0,19559672.0,16765698.0,17170820.0,14718560.0,15975784.0,12487822.0,14130420.0,14629332.0,14369443.0,14695880.0
1859-03-01,15116338.0,14841938.0,15669542.0,14438210.0,15004059.0,14862926.0,13373257.0,15594452.0,16899012.0,19699164.0,16963996.0,17264606.0,14861111.0,15984616.0,12859011.0,14524479.0,14900324.0,14736333.0,14767561.0
1859-04-01,14929698.0,14198311.0,15147617.0,13950004.0,14648202.0,14543728.0,12905376.0,14601400.0,16344142.0,19319516.0,16023218.0,16426360.0,13847675.0,15117302.0,12594212.0,13610770.0,14619258.0,13872621.0,14133282.0
1859-05-01,13408763.0,12740820.0,12991471.0,12419152.0,13143090.0,13167766.0,11291651.0,12601958.0,14399992.0,16909978.0,13836287.0,14624796.0,11947924.0,12876946.0,11209520.0,12087956.0,13097355.0,12414024.0,12588758.0
1859-06-01,10694755.0,10521702.0,10472620.0,10763168.0,11154230.0,11018874.0,8719822.0,9656198.0,11719970.0,13393454.0,11704118.0,12428018.0,9325906.0,10206843.0,9369837.0,9746138.0,10143604.0,10257237.0,10025652.0
